title,description,address,location-name,price,type,featured_image,photos,amenities,url
Absolute Best Care Group Home,"Absolute Best Care Group Home is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","8504 West Audrey Lane, Peoria, AZ 85382",Peoria,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=8504 West Audrey Lane,Peoria,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/absolute-best-care-group-home
Christian Care Manor II,"Christian Care Manor II is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, arts room, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","11802 North 19Th Avenue, Phoenix, AZ 85029",Phoenix,2940.0,Assisted Living,https://d354o3y6yz93dt.cloudfront.net/images/1200x/952e78abc635dba80375be317cd5746a/christiancaremanorII_photos_01_seniorly.png,,"all day dining, allergy-sensitive, arts room, barber / salon, community-sponsored activities, diabetes diet, dining room, emergency alert system, faith based, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, resident-run activities, restaurant-style dining, special dietary restrictions, telephone, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/christian-care-manor-ii-inc
Acoma Assisted Living Home,"Acoma Assisted Living Home is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","3437 West Acoma Drive, Phoenix, AZ 85053",Phoenix,2750.0,"Assisted Living, Board and Care Home",,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/acoma-assisted-living-home
Obriens Care Home,"Obriens Care Home is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","15402 North Central Avenue, Phoenix, AZ 85022",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=15402 North Central Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/obriens-care-home
Peak Care Assisted Living Phoenix Life Home,"Peak Care Assisted Living Phoenix Life Home is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","5930 North Central Avenue, Phoenix, AZ 85012",Phoenix,2750.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=5930 North Central Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/peak-care-assisted-living-phoenix-life-home
Desert Harbor Adult Care Home,"Desert Harbor Adult Care Home is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","9140 West Hearn Road, Peoria, AZ 85381",Peoria,2800.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=9140 West Hearn Road,Peoria,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/desert-harbor-adult-care-home
Ronald Home Care,"At Ronald Home Care, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","1910 East Ronald Road, Phoenix, AZ 85022",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=1910 East Ronald Road,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/ronald-home-care
Rivendell Care Home,"Rivendell Care Home is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","1901 West Joan De Arc Avenue, Phoenix, AZ 85029",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=1901 West Joan De Arc Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/rivendell-care-home
Boswell Assisted Living,"Boswell Assisted Living is a thoughtfully designed residence focused on quality living for seniors. Amenities include allergy-sensitive, community-sponsored activities, diabetes diet, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","14421 NORTH BOSWELL Boulevard, Sun City, AZ 85351",Sun City,2630.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=14421 NORTH BOSWELL Boulevard,Sun City,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, game room, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions",https://www.seniorly.com/assisted-living/arizona/sun-city/boswell-assisted-living
The Villa at Tuckey Lane,"The Villa at Tuckey Lane offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","906 East Tuckey Lane, Phoenix, AZ 85014",Phoenix,2750.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=906 East Tuckey Lane,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/the-villa-at-tuckey-lane
West Valley Helping Hands 2,"At West Valley Helping Hands 2, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","8432 West Street John Road, Peoria, AZ 85382",Peoria,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=8432 West Street John Road,Peoria,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/west-valley-helping-hands-2-l-l-c
Grace Hill Special Care,"At Grace Hill Special Care, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","2866 West Muriel Drive, Phoenix, AZ 85053",Phoenix,2200.0,"Assisted Living, Board and Care Home",https://d354o3y6yz93dt.cloudfront.net/images/1200x/6441fea21431ed4aa39a9e625fd617951933d35b/50969871_560707374339704_2064092670355046400_o.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/grace-hill-special-care-llc
The Lodge At 14th Street,"The Lodge At 14th Street is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, arts room, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","2941 North 14Th Street, Phoenix, AZ 85014",Phoenix,2940.0,Assisted Living,https://d354o3y6yz93dt.cloudfront.net/images/1200x/63b6d3bbeab3456d1b4f37c98c70f975/The%2520Lodge%2520At%252014%2520Th%2520Street_Photos_02_Seniorly.jpg,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/63b6d3bbeab3456d1b4f37c98c70f975/The%2520Lodge%2520At%252014%2520Th%2520Street_Photos_01_Seniorly.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/63b6d3bbeab3456d1b4f37c98c70f975/The%2520Lodge%2520At%252014%2520Th%2520Street_Photos_03_Seniorly.jpg","all day dining, allergy-sensitive, arts room, barber / salon, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, resident-run activities, restaurant-style dining, special dietary restrictions, telephone, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/the-lodge-at-14th-street
Monte Cristo Adult Care Home,"Monte Cristo Adult Care Home creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","15835 North 6Th Place, Phoenix, AZ 85022",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=15835 North 6Th Place,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/monte-cristo-adult-care-home
Little Touch Of Europe,"At Little Touch Of Europe, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","7717 West Beryl Avenue, Peoria, AZ 85345",Peoria,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=7717 West Beryl Avenue,Peoria,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/little-touch-of-europe
Ambience Care Home,"Ambience Care Home is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","8941 West Seldon Lane, Peoria, AZ 85345",Peoria,2750.0,Assisted Living,,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/ambience-care-home-peoria
Grace Living Care,"At Grace Living Care, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","8340 North 86Th Lane, Peoria, AZ 85345",Peoria,2750.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=8340 North 86Th Lane,Peoria,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/grace-living-care
Mama Mary Assisted Living,"Mama Mary Assisted Living is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","8207 West Cactus Road, Peoria, AZ 85381",Peoria,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=8207 West Cactus Road,Peoria,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/mama-mary-assisted-living
G & J Personal Care II,"G & J Personal Care II is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","6826 West Sweetwater, Peoria, AZ 85381",Peoria,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=6826 West Sweetwater,Peoria,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/g-j-personal-care-ii
Gwee's Comfort Assisted Living II,"Gwee's Comfort Assisted Living II offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","3135 West Hayward Avenue, Phoenix, AZ 85051",Phoenix,2750.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=3135 West Hayward Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/gwee-s-comfort-assisted-living-ii
Sunnyside Care Home,"Sunnyside Care Home is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","7631 West Sunnyside Drive, Peoria, AZ 85345",Peoria,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=7631 West Sunnyside Drive,Peoria,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/sunnyside-care-home-llc
Maria's Garden Care Home,"Maria's Garden Care Home offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","3646 West Dunlap Avenue, Phoenix, AZ 85051",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=3646 West Dunlap Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/maria-s-garden-care-home-llc
Casa De Vida Living,"Casa De Vida Living creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","6713 North 41St Drive, Phoenix, AZ 85019",Phoenix,2750.0,Assisted Living,,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/casa-de-vida-living-phoenix
Vicky's Loving Home,"Vicky's Loving Home offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","3433 West Malapai Drive, Phoenix, AZ 85051",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=3433 West Malapai Drive,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/vicky-s-loving-home
JMJ Adult Care Home,"JMJ Adult Care Home is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","7754 North 33Rd Avenue, Phoenix, AZ 85051",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=7754 North 33Rd Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/j-m-j-adult-care-home
A Lane Adult Care Home,"A Lane Adult Care Home is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","3729 West Lane Avenue, Phoenix, AZ 85051",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=3729 West Lane Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/a-lane-adult-care-home
Tang Assisted Living,"Tang Assisted Living is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","4113 West Hayward Avenue, Phoenix, AZ 85051",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=4113 West Hayward Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/tang-assisted-living-llc
Halyna's Care,"Halyna's Care offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","2107 West Orangewood Avenue, Phoenix, AZ 85021",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=2107 West Orangewood Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/halyna-s-care
Sierra Valaha,"At Sierra Valaha, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","3633 West Sierra Street, Phoenix, AZ 85029",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=3633 West Sierra Street,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/sierra-valaha
Desert View Adult Care Home,"Desert View Adult Care Home creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","9407 North 36Th Avenue, Phoenix, AZ 85051",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=9407 North 36Th Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/desert-view-adult-care-home
Gavrilas Family Home,"Gavrilas Family Home is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","7327 West Eva Street, Peoria, AZ 85345",Peoria,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=7327 West Eva Street,Peoria,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/gavrilas-family-home
St. Michael's Manor,"St. Michael's Manor is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","8449 West Shaw Butte Drive, Peoria, AZ 85345",Peoria,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=8449 West Shaw Butte Drive,Peoria,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/st-michael-s-manor
Lake View Retirement Villa,"Lake View Retirement Villa offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","2902 West Cholla Street, Phoenix, AZ 85029",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=2902 West Cholla Street,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/lake-view-retirement-villa
