title,address,location-name,state,url,featured_image,type,price
Birchwood Care Home,"4512 Birchwood Court, Union City, Ca 94587",Union City,CA,https://app.seniorplace.com/communities/show/eeebc29e-d6af-4ca6-9721-d406e82a60b4,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/17e75f03873bc41aea8db75c4117df10.jpg,Assisted Living Home,
Bird Of Paradise Care,"14447 Delicious Street, Adelanto, Ca 92301",Adelanto,CA,https://app.seniorplace.com/communities/show/896abfbf-ca7b-454a-a309-45a8a15aadc3,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/aacb3c76f303b25761b60ca124092395.jpg,Assisted Living Home,
Birdie House,"1402 Birdie Drive, Windsor, Ca 95492",Windsor,CA,https://app.seniorplace.com/communities/show/0295e0b9-209a-474f-9188-08fa8aadc5ce,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/702480317d8ec2f00ad2c4566563ca96.jpg,Assisted Living Home,
Birds Of Paradise Home,"9821 Newcastle Lane, Cypress, Ca 90630",Cypress,CA,https://app.seniorplace.com/communities/show/010dbc34-f7c1-4eb2-8075-77c1ef2c7e5a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/afe1e527ace7a864b5d15e4375044166.jpg,Assisted Living Home,
Birmingham Villa,"825 Birmingham Road, Burbank, Ca 91504",Burbank,CA,https://app.seniorplace.com/communities/show/b2d4e212-6870-4c02-a5f5-4e5ad168f63e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0ab9828a8c1a7af422d692c3c91fd7e2.jpg,Assisted Living Home,
Bishop Adult Res Care,"758 Bishop Avenue, Hayward, Ca 94544",Hayward,CA,https://app.seniorplace.com/communities/show/37bfdb2c-0f8e-48f7-8405-d1b8d4ae2765,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/26df4b372672629a9ddff001d349e9f3.jpg,Assisted Living Home,
Bishop Foundation Residential Care Facility The,"3111 L Street, San Diego, Ca 92102",San Diego,CA,https://app.seniorplace.com/communities/show/d0d219ac-7675-49db-8147-0a820552fa38,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ce502bfc85d3d3e2e5c7f487231198b2.jpg,Assisted Living Home,
Biyok Home,"15820 Via Rivera, San Lorenzo, Ca 94580",San Lorenzo,CA,https://app.seniorplace.com/communities/show/962ce2e0-398c-4976-854a-7b30fc82d758,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6d472e67e7d8eb43d4c75ccb8a36426f.jpg,Assisted Living Home,
Bjs Residential,"263 Elm Avenue, Atwater, Ca 95301",Atwater,CA,https://app.seniorplace.com/communities/show/e0c616ef-ff20-4620-bd3c-b2f295e8338b,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/27a5b5583f8b43b4ffeec13beb2573fe.jpg,Assisted Living Home,
Bjk Residential Care I,"656 Paradise Road, Modesto, Ca 95351",Modesto,CA,https://app.seniorplace.com/communities/show/90ecc8e2-07d4-4758-bde7-a22052bdd074,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6480a089c2514a0163d3b9acf3265a20.jpg,Assisted Living Home,
Bk House Of Grace 2,"5742 East Lorena Avenue, Fresno, Ca 93727",Fresno,CA,https://app.seniorplace.com/communities/show/071a7ab8-3090-44c7-8b9e-927fadbb8091,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/87ca8199e115e320d18db7f9488c3b6d.jpg,Assisted Living Home,
Bk House Of Grace,"1463 North Archie Avenue, Fresno, Ca 93703",Fresno,CA,https://app.seniorplace.com/communities/show/0a24d8d3-f920-4e97-b26d-d30983412c3c,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/10cb1756039019455141f88ed796d79e.jpg,Assisted Living Home,
Blc Residential,"804 East Clinton Avenue, Atwater, Ca 95301",Atwater,CA,https://app.seniorplace.com/communities/show/ad7388d1-13cc-4d22-af02-27f37a9075a7,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/36e5b856ea38c7f273e129f343369ee6.jpg,Assisted Living Home,
Blake Home,"606 Jackman Avenue, San Fernando, Ca 91342",San Fernando,CA,https://app.seniorplace.com/communities/show/cf74fc38-a2bb-4f99-98bf-e4af085b7d20,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d082093161eb970fdbdb0dd1e9fbc945.jpg,Assisted Living Home,
Blake Residential,"9549 Twin Brooks Lane, Stockton, Ca 95219",Stockton,CA,https://app.seniorplace.com/communities/show/75a6bd1d-b461-438d-815c-0e95e49f4e8d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f34ff3c49759d0a642dd59b940708074.jpg,Assisted Living Home,
Blakeys Place Arf,"1420 Peerless Drive, El Cajon, Ca 92021",El Cajon,CA,https://app.seniorplace.com/communities/show/88014396-bc7b-4352-9684-3891fe2c62d8,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a78fb5c24fe0a7dcfaec70b5b2a08de1.jpg,Assisted Living Home,
Blancas Place,"1728 South Norfolk Street, San Mateo, Ca 94403",San Mateo,CA,https://app.seniorplace.com/communities/show/17fa757b-77fd-4030-86f5-c188531b7578,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/63cabcd33b4e5ad4070e2f0c4b6a2249.jpg,Assisted Living Home,
Blossom Valley Residential Care,"10044 Blossom Valley Road, El Cajon, Ca 92021",El Cajon,CA,https://app.seniorplace.com/communities/show/ae4226cf-a57a-4e71-b699-93e03165c2dc,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/657db4aa139c16b629685e02bd5ddb95.jpg,Assisted Living Home,
Blossomkare,"2101 South B Street, Stockton, Ca 95206",Stockton,CA,https://app.seniorplace.com/communities/show/c11cd5de-224f-449b-b954-e496d3499e4a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/045a20a9aef7af715c0143beec7d92bd.jpg,Assisted Living Home,
Blossoms Care Home,"106 Violet Road, Hercules, Ca 94547",Hercules,CA,https://app.seniorplace.com/communities/show/32b8a0f5-e8f2-414c-81fb-185e58260bfd,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ea6052d8675163af9b43ca65790ee5bb.jpg,Assisted Living Home,
Blu Skyyz Residential Care,"16251 Night Star Court, Fontana, Ca 92336",Fontana,CA,https://app.seniorplace.com/communities/show/f59cd175-5570-41d2-8f36-b890f1af5126,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4f396f278fc8afb1fc20128e2558b979.jpg,Assisted Living Home,
Blue Cottage Lane,"110 West Brentwood Avenue, Orange, Ca 92865",Orange,CA,https://app.seniorplace.com/communities/show/3a5c8110-c78e-49f0-a754-b7712c80ecb9,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1f1f551f8ee9f6e443e84c4748f8f8b6.jpg,Assisted Living Home,
Blue Eagle Villas,"1630 North Brighton Street, Burbank, Ca 91506",Burbank,CA,https://app.seniorplace.com/communities/show/37c6453b-223d-445b-a153-a1a53cf1012a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/fdfbfe6d6f2ce04fad15f9b412c51779.jpg,Assisted Living Home,
Blue Eagle Villas 2,"203 North Kingsley Drive, Los Angeles, Ca 90004",Los Angeles,CA,https://app.seniorplace.com/communities/show/d679fa07-4af8-4297-a82d-bd7602455d58,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/52a4b0d1f2c8682e0ff3a7b2202e20f8.jpg,Assisted Living Home,
Blue Haven Guest Home I,"7207 Norwalk Boulevard, Whittier, Ca 90606",Whittier,CA,https://app.seniorplace.com/communities/show/d622c0e7-202a-4c23-af22-4baf265f2efe,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0e839f173c7c8e81fe0b27ca323f82f0.jpg,Assisted Living Home,
Blue Horizon,"11727 Blythe Street, Los Angeles, Ca 91605",Los Angeles,CA,https://app.seniorplace.com/communities/show/bd3db1b1-f510-46cd-8d5f-f60945a891fc,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/bdafb4d79b7dc63c0ef556e9f0b092e2.jpg,Assisted Living Home,
Blue Horizon Eldercare,"11729 Blythe Street, Los Angeles, Ca 91605",Los Angeles,CA,https://app.seniorplace.com/communities/show/a5a85ab3-52ec-4ff0-8065-6b23980ba342,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/26620c534753537fd4e853d7cfb71a92.jpg,Assisted Living Home,
Blue Horizon Living,"1319 Linden Drive, Concord, Ca 94520",Concord,CA,https://app.seniorplace.com/communities/show/1db20f37-a866-4b5c-aba8-aec06d7ca407,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3e3356fde33944b7acf35cbc8e256328.jpg,Assisted Living Home,
Blue Jasmine Villa,"18 Sequoia Tree Lane, Irvine, Ca 92612",Irvine,CA,https://app.seniorplace.com/communities/show/7931869a-6a59-46a5-a269-d59e4a95dec6,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/734159e6afba6c4f00f22e037f4eab3d.jpg,Assisted Living Home,
Blue Jay Home,"414 East Blue Jay Way, Ontario, Ca 91761",Ontario,CA,https://app.seniorplace.com/communities/show/8dccf92f-7993-4100-8ee2-fea3fcc7f1b4,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ccd4076f55cede555277f1242310b906.jpg,Assisted Living Home,
Blue Morpho Assisted Living,"1052 Ariana Street West, Madera, Ca 93636",Madera,CA,https://app.seniorplace.com/communities/show/6f58e10f-82dc-4bb8-a311-bdef5da4f763,,Assisted Living Home,
Blue Oaks Senior Care,"4065 Peabody Way, Roseville, Ca 95747",Roseville,CA,https://app.seniorplace.com/communities/show/b863b835-6872-4af1-82d5-4ddee8482800,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e0a4382ffd6df0224f65c2d69802e4d5.jpg,Assisted Living Home,
Blue Oasis Senior Home,"3906 Apple Blossom Way, Carmichael, Ca 95608",Carmichael,CA,https://app.seniorplace.com/communities/show/a42e85ae-1b2e-4556-a688-6955fd622638,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e7bcc984759b4c3a698d39298f41dc83.jpg,Assisted Living Home,
Blue Odyssey Adult Home,"44238 Mahogany Street, Lancaster, Ca 93536",Lancaster,CA,https://app.seniorplace.com/communities/show/16f4744e-bf56-4eca-a2ac-e1fb25215a3e,,Assisted Living Home,
Blue Pearl Home Care Ii,"10018 Saint Albans Avenue, Bakersfield, Ca 93311",Bakersfield,CA,https://app.seniorplace.com/communities/show/8face147-ec5e-465c-bd1a-635e4fae7205,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8309e3ae920c31de8ef95995e472f00c.jpg,Assisted Living Home,
Blue Ridge Home Care,"16604 Lassen Street, Los Angeles, Ca 91343",Los Angeles,CA,https://app.seniorplace.com/communities/show/08aa0710-fe8b-4c55-89dd-0537fd2294b2,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/56146496c0b1b4e0a887b0c4d8b96b91.jpg,Assisted Living Home,
Bowen Guest Home,"1428 Christina Way, Ramona, Ca 92065",Ramona,CA,https://app.seniorplace.com/communities/show/5ecc69d3-8b3c-441f-a4e3-a045bacae753,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b9a6a5f2f1cdccc22ceeb071dc81f562.jpg,Assisted Living Home,
Boyd Senior Care Home,"345 Boyd Road, Pleasant Hill, Ca 94523",Pleasant Hill,CA,https://app.seniorplace.com/communities/show/ba03ac16-f16e-4101-8ae6-a6f622949e44,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d2281f3e9271a463592261001da62121.jpg,Assisted Living Home,
Boyd Inc Adult Residential Facility,"630 East 136Th Street, Los Angeles, Ca 90059",Los Angeles,CA,https://app.seniorplace.com/communities/show/ecdac3c7-54d1-424a-b8f1-6d88bfbcd642,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6a282629123ffc9928befd6b3869d184.jpg,Assisted Living Home,
Boylan Board And Care,"11324 Avenger Road, San Diego, Ca 92126",San Diego,CA,https://app.seniorplace.com/communities/show/b20bc872-a968-4a35-a006-d99598c741ce,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/cae6ca96ea34dbb5f74eec8978fcaba7.jpg,Assisted Living Home,
Br Care,"2830 Hawthorn Court, Brentwood, Ca 94513",Brentwood,CA,https://app.seniorplace.com/communities/show/c6bdb549-da07-4af6-8693-4d66590068bb,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d882975e76137ddf302e9f592d3abd45.jpg,Assisted Living Home,
Bracost I,"1096 North Cantara Street, Colton, Ca 92324",Colton,CA,https://app.seniorplace.com/communities/show/756d65e8-233d-41e8-8a88-9c66a8387b6d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/28a709b26e8388c90ff7d996c23e6e8f.jpg,Assisted Living Home,
Bracost Ii,"2105 Harris Street, Colton, Ca 92324",Colton,CA,https://app.seniorplace.com/communities/show/af85bffa-2be1-4ac1-962c-19d0284a3eb2,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/fdab1447ecc13a38cfb39538f311b1ce.jpg,Assisted Living Home,
Bracost Iii,"239 East Kimberly Court, San Bernardino, Ca 92408",San Bernardino,CA,https://app.seniorplace.com/communities/show/e5c0025e-d157-4cfa-9809-fd46d683be44,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a456c802d9307f4091eb83b26b38eb55.jpg,Assisted Living Home,
Bracost Iv,"1989 Mesa Drive, Colton, Ca 92324",Colton,CA,https://app.seniorplace.com/communities/show/8be67b2a-05c5-4271-82b5-e8a29761440a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d46a601e59b56552ded337e686c8639a.jpg,Assisted Living Home,
Bracost V,"2269 Tiffany Lane, Colton, Ca 92324",Colton,CA,https://app.seniorplace.com/communities/show/c1ea2352-a72a-49aa-bbb3-e718c4835e99,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/be182214777426e1fbf2ce9983946aa2.jpg,Assisted Living Home,
Bradbourne,"1332 Bradbourne Avenue, Duarte, Ca 91010",Duarte,CA,https://app.seniorplace.com/communities/show/0c33f041-eeb8-4532-a0eb-3f19995062b9,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8d415553394fb540ac37b112fdd81339.jpg,Assisted Living Home,
Braddock Home,"12136 Braddock Drive, Culver City, Ca 90230",Culver City,CA,https://app.seniorplace.com/communities/show/772effdd-709b-4762-9be3-210fad14d1dd,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4e1595e96254a53014bbc5c1c741562e.jpg,Assisted Living Home,
Bradford Residence,"1238 West Cienega Avenue, San Dimas, Ca 91773",San Dimas,CA,https://app.seniorplace.com/communities/show/bf54c37d-4696-4f63-a16d-589c20f5d4b1,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/5c177466c07c090b078d71d658d0e9b0.jpg,Assisted Living Home,
Bradford Residential Care,"1111 Bradford Drive, Glendora, Ca 91740",Glendora,CA,https://app.seniorplace.com/communities/show/b662d448-f7de-40ca-a815-50b828258a6e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/98958a2beb556b96a31cecdf5c4b73db.jpg,Assisted Living Home,
Bradys Home The,"2401 Fairfield Avenue, Concord, Ca 94520",Concord,CA,https://app.seniorplace.com/communities/show/82446d07-e7b4-4928-a1f3-86896b77969c,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d75a167f5e86fadff1beb273fb339dac.jpg,Assisted Living Home,
Bragg House,"10511 Bragg Avenue, Grass Valley, Ca 95945",Grass Valley,CA,https://app.seniorplace.com/communities/show/bac69c2a-399b-46ea-81e2-3ff6296243be,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b9219b415b70b04360993af66192cb7c.jpg,Assisted Living Home,
Bramblewood Arf,"1261 Pershing Road, Chula Vista, Ca 91913",Chula Vista,CA,https://app.seniorplace.com/communities/show/accaeabc-b86a-4cc7-a0a1-2bca7611ec46,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e621186bc307da4d80069dcfbb20d780.jpg,Assisted Living Home,
Brandies Home,"19416 Eldorado Road, Perris, Ca 92570",Perris,CA,https://app.seniorplace.com/communities/show/4ff93338-2bec-4c82-9502-8113ad1c7ee6,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9f1b3cce0bee6e3da43896637db36d20.jpg,Assisted Living Home,
Brandon Manor,"28421 Brandon Drive, Laguna Niguel, Ca 92677",Laguna Niguel,CA,https://app.seniorplace.com/communities/show/96cf5279-647b-445d-94bb-9924d59ba51e,,Assisted Living Home,
Brandons Home,"4013 Branson Drive, San Mateo, Ca 94403",San Mateo,CA,https://app.seniorplace.com/communities/show/970ce993-dbbf-47a4-a3e2-3e8acc870a7b,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/eaea4a2237070232e58cb11e454ba609.jpg,Assisted Living Home,
Brandywood Home,"221 Brandywood Street, San Diego, Ca 92114",San Diego,CA,https://app.seniorplace.com/communities/show/0e235368-4da4-4594-bbc1-d313789116d2,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e4ca943a7d5e87b211ba5dc85b4215ba.jpg,Assisted Living Home,
Brandywood Home 2,"4944 Clearview Way, La Mesa, Ca 91942",La Mesa,CA,https://app.seniorplace.com/communities/show/cc27763a-ca01-4cda-b14b-aa668cd14c55,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/68ded0bc413c1c6ed988ab9c46030c06.jpg,Assisted Living Home,
Brandywood Home 3,"1730 La Corta Street, Lemon Grove, Ca 91945",Lemon Grove,CA,https://app.seniorplace.com/communities/show/9b66af64-4e96-43fc-90b0-2e460f5ad434,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0cd6f00a10a264e456be8fa74f89270b.jpg,Assisted Living Home,
Casa De Maya,"9643 Bote Court, Spring Valley, Ca 91977",Spring Valley,CA,https://app.seniorplace.com/communities/show/e42d5e87-48a9-4c23-b80e-a91bf00fbc82,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3df40efcfa53b819eb75434eb374063d.jpg,Assisted Living Home,
Casa De Modesto,"1745 Eldena Way, Modesto, Ca 95350",Modesto,CA,https://app.seniorplace.com/communities/show/b3dafde8-5f1c-4b2a-96f6-9e99663dddf7,,Assisted Living Community,
Casa De Oro,"6717 Lorraine Avenue, Stockton, Ca 95210",Stockton,CA,https://app.seniorplace.com/communities/show/ff1e822e-b42e-4c18-90ad-eef520424a20,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/40070760fb46a6ad439439066428bdd6.jpg,Assisted Living Home,
Casa De Oro Residential Care,"3602 South Cordoba Avenue, Spring Valley, Ca 91977",Spring Valley,CA,https://app.seniorplace.com/communities/show/395cf687-bd6b-4da6-84bc-7035393d8b73,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/246076d7cc185d0ca40fc5d47225e8d5.jpg,Assisted Living Home,
Casa De Reyes,"7566 Alexander Street, Gilroy, Ca 95020",Gilroy,CA,https://app.seniorplace.com/communities/show/d37f0cba-3e5c-48ff-a232-2b06ae30688f,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/338cd6289fceccf2abe8e74a62303973.jpg,Assisted Living Home,
Casa De Stella,"2210 Clock Tower Court, Riverbank, Ca 95367",Riverbank,CA,https://app.seniorplace.com/communities/show/8503ac8e-8f99-442e-9985-2f92fef7e278,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/637a6c3b431ed5756fce039c695bb9a5.jpg,Assisted Living Home,
Casa De Vida Senior Living,"4633 Denwood Road, La Mesa, Ca 91942",La Mesa,CA,https://app.seniorplace.com/communities/show/6fe4a0e3-1abf-4390-89c9-156055075f7c,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/147a0eec52da9eec4bff7fc596e19be5.jpg,Assisted Living Home,
Casa Del Cielo,"6173 Adelaide Avenue, San Diego, Ca 92115",San Diego,CA,https://app.seniorplace.com/communities/show/17f3f5a1-0820-4149-9faa-72f01d167625,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/24bca497389015e9fbdd0161cb8354c3.jpg,Assisted Living Home,
Casa Del Corazon Alegre,"8515 Raviller Drive, Downey, Ca 90240",Downey,CA,https://app.seniorplace.com/communities/show/335e7995-2ebe-4534-8b04-53ca9a6ed06a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/bcfd97699a26f280aef1c5a9b9fa089d.jpg,Assisted Living Home,
Casa Del Lago,"27332 Allariz, Mission Viejo, Ca 92691",Mission Viejo,CA,https://app.seniorplace.com/communities/show/7da6113a-c21b-4cdf-9a78-28fdd052c1f9,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c5ec5d82e728a442cb7cbcdb60ba8178.jpg,Assisted Living Home,
Casa Del Manana,"1190 5Th Avenue, Chula Vista, Ca 91911",Chula Vista,CA,https://app.seniorplace.com/communities/show/cfcf545b-5582-4d69-a68d-d5d1e836a765,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a9a3143f3c0612b6253769e680393719.jpg,Assisted Living Home,
Casa Del Rio,"817 West 7Th Street, Hanford, Ca 93230",Hanford,CA,https://app.seniorplace.com/communities/show/8d1e203f-eec8-4fa2-87e5-31975b8758c4,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e16b307df26bfab64a57de2ab93e0ff4.jpg,Assisted Living Home,
Casa Del Sol,"4290 Layla Way, San Diego, Ca 92154",San Diego,CA,https://app.seniorplace.com/communities/show/9749d5f7-9f01-4d97-8f9d-0031b46fe227,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a630c2eb3f78f401d2144f7e124df788.jpg,Assisted Living Home,
Casa Del Sol,"6486 East Calle Del Norte, Anaheim, Ca 92807",Anaheim,CA,https://app.seniorplace.com/communities/show/b7119a99-5633-4297-acad-cd3750f98050,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/62ee6d0ba9765b520a77ad053896f9e4.jpg,Assisted Living Home,
Casa Del Sol,"2312 Norwalk Avenue, Los Angeles, Ca 90041",Los Angeles,CA,https://app.seniorplace.com/communities/show/28f7200d-c8f1-4127-8318-a9804c3e3a79,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b5d85f9b723c75612be16109adfa2435.jpg,Assisted Living Home,
Casa Del Sol Ii Residence,"11600 Washington Boulevard, Los Angeles, Ca 90066",Los Angeles,CA,https://app.seniorplace.com/communities/show/62faaf81-588f-43bc-9666-4007ec0db722,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/5352d774adc716aee63365ede8474bc2.jpg,Assisted Living Home,
Casa Del Sol Residence,"11606 Washington Boulevard, Los Angeles, Ca 90066",Los Angeles,CA,https://app.seniorplace.com/communities/show/ee5e245e-d5d1-497f-be85-b527ec6643c3,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0263a288cc657743a87ec8b1ac5afb08.jpg,Assisted Living Home,
Casa Del Sol Residential,"27830 Brodiaea Avenue, Moreno Valley, Ca 92555",Moreno Valley,CA,https://app.seniorplace.com/communities/show/9259018f-4a95-4c9c-9aea-050d09f6d5d9,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6d8ccfa1d50b9d163e92975f248c5a55.jpg,Assisted Living Home,
Casa Del Sol Rtf,"1561 East Mission Road, Fallbrook, Ca 92028",Fallbrook,CA,https://app.seniorplace.com/communities/show/4827a263-d3b7-494c-9f50-e868e6852e2a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/328af61a76fcb11af0ce05026d83a5d7.jpg,Assisted Living Home,
Casa Laurel,"680 North 18Th Street, San Jose, Ca 95112",San Jose,CA,https://app.seniorplace.com/communities/show/a80776ee-6ad1-4ba2-b070-aab0c19f4dbe,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ee795e9e3b0e085c600ca70d8a641655.jpg,Assisted Living Home,
Casa Lorenzo,"10149 Brian Kelly Way, Elk Grove, Ca 95757",Elk Grove,CA,https://app.seniorplace.com/communities/show/7fb55dc4-e2d9-4005-b82b-261cefda5a03,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f7a03ae0dd0182df7473e1f2d7abd696.jpg,Assisted Living Home,
Casa Luna Care,"3427 Meadow View Drive, Oceanside, Ca 92058",Oceanside,CA,https://app.seniorplace.com/communities/show/b6f580e1-493f-4f0b-b2f1-954b94de6055,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/49e963cb4c28a9f3b2e4b216927dc19a.jpg,Assisted Living Home,
Casa Mahal,"12631 Casa Avenida, Poway, Ca 92064",Poway,CA,https://app.seniorplace.com/communities/show/21a278c3-c0e5-466f-89f8-6419fbfc8179,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/666c7ba93624aabf472f8f298fe7031f.jpg,Assisted Living Home,
Casa Marichu Adult Residential Facility,"4829 Lemat Place, San Diego, Ca 92154",San Diego,CA,https://app.seniorplace.com/communities/show/518e3c8a-0f8a-4858-852e-fc92096def3b,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/49858be6f63e8847e2c4cbb4d98894a8.jpg,Assisted Living Home,
Casa Marina Residential Care,"17029 Romar Street, Los Angeles, Ca 91325",Los Angeles,CA,https://app.seniorplace.com/communities/show/1ec58654-f66b-45ac-8fc8-104171baab72,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6c171528a9100fb81f6f41d64b3ecbd1.jpg,Assisted Living Home,
Casa Mariposa Premiere,"6048 Premiere Avenue, Lakewood, Ca 90712",Lakewood,CA,https://app.seniorplace.com/communities/show/ab06c2f3-2f1d-49c4-b335-13b78017470a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/2a5816e45377675c91ab3c27ac12b509.jpg,Assisted Living Home,
Casa Mariposadollar,"2403 Dollar Street, Lakewood, Ca 90712",Lakewood,CA,https://app.seniorplace.com/communities/show/f2ba7932-0c23-422e-95f6-c00cf380eea9,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6888310bcd610d1670cdefd40a514a98.jpg,Assisted Living Home,
Casa Menendez,"8521 Stewart And Gray Road, Downey, Ca 90241",Downey,CA,https://app.seniorplace.com/communities/show/0eb5bcb7-b9b4-4e69-a18e-2e809b9a94d1,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e8c650906baa293224cd732d35d09a6d.jpg,Assisted Living Home,
Casa Mia,"10650 54Th Street, Jurupa Valley, Ca 91752",Jurupa Valley,CA,https://app.seniorplace.com/communities/show/9c8fc1ab-4448-448a-bf7c-636ee9a59d3a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a29466d584e435f09510a7f658930594.jpg,Assisted Living Community,
Casa Michana,"29161 Bridal Veil Lane, Menifee, Ca 92584",Menifee,CA,https://app.seniorplace.com/communities/show/e8250762-9be5-4e48-affe-11fc7ab11373,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ed0488f67d59109f845ab2a8c6fd6e60.jpg,Assisted Living Home,
