ID,Title,website,seniorly_url,normalized_types,Slug
,Sun Valley Care Home,https://www.seniorly.com/assisted-living/arizona/eleven-mile-corner/sun-valley-care-home-llc,https://www.seniorly.com/assisted-living/arizona/eleven-mile-corner/sun-valley-care-home-llc,"Assisted Living Community, Assisted Living Home",sun-valley-care-home
,Family Tree Assisted Living,https://www.seniorly.com/assisted-living/arizona/eleven-mile-corner/family-tree-assisted-living,https://www.seniorly.com/assisted-living/arizona/eleven-mile-corner/family-tree-assisted-living,"Assisted Living Community, Assisted Living Home",family-tree-assisted-living
,Olive Branch Assisted Living,https://www.seniorly.com/assisted-living/arizona/eleven-mile-corner/olive-branch-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/eleven-mile-corner/olive-branch-assisted-living-home,"Assisted Living Community, Assisted Living Home",olive-branch-assisted-living
,Family Tys,https://www.seniorly.com/assisted-living/arizona/eleven-mile-corner/family-tys-llc,https://www.seniorly.com/assisted-living/arizona/eleven-mile-corner/family-tys-llc,"Assisted Living Community, Assisted Living Home",family-tys
,Jaidon Manor Ii,https://www.seniorly.com/assisted-living/arizona/eleven-mile-corner/jaidon-manor-ii,https://www.seniorly.com/assisted-living/arizona/eleven-mile-corner/jaidon-manor-ii,"Assisted Living Community, Assisted Living Home",jaidon-manor-ii
,Savanna House,https://www.seniorly.com/assisted-living/arizona/gilbert/savanna-house,https://www.seniorly.com/assisted-living/arizona/gilbert/savanna-house,"Assisted Living Community, Memory Care",savanna-house
,Gardens At Ocotillo Senior Living,https://www.seniorly.com/assisted-living/arizona/chandler/gardens-at-ocotillo-senior-living,https://www.seniorly.com/assisted-living/arizona/chandler/gardens-at-ocotillo-senior-living,"Assisted Living Community, Independent Living, Memory Care",gardens-at-ocotillo-senior-living
,The Enclave At Chandler,https://www.seniorly.com/assisted-living/arizona/chandler/the-enclave-at-chandler,https://www.seniorly.com/assisted-living/arizona/chandler/the-enclave-at-chandler,"Assisted Living Community, Independent Living, Memory Care",the-enclave-at-chandler
,Mountain Park Senior Living,https://www.seniorly.com/assisted-living/arizona/phoenix/mountain-park-senior-living,https://www.seniorly.com/assisted-living/arizona/phoenix/mountain-park-senior-living,"Assisted Living Community, Independent Living, Memory Care",mountain-park-senior-living
,American Groves Senior Living,https://www.seniorly.com/assisted-living/arizona/gilbert/american-groves-senior-living,https://www.seniorly.com/assisted-living/arizona/gilbert/american-groves-senior-living,"Assisted Living Community, Independent Living",american-groves-senior-living
,Inspirations Of Tempe,https://www.seniorly.com/assisted-living/arizona/tempe/inspirations-of-tempe,https://www.seniorly.com/assisted-living/arizona/tempe/inspirations-of-tempe,Assisted Living Community,inspirations-of-tempe-2
,Heritage Lane Behavioral Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/heritage-lane-behavioral-assisted-living,https://www.seniorly.com/assisted-living/arizona/mesa/heritage-lane-behavioral-assisted-living,Assisted Living Community,heritage-lane-behavioral-assisted-living
,Fellowship Square Historic Mesa,https://www.seniorly.com/assisted-living/arizona/mesa/fellowship-square-historic-mesa,https://www.seniorly.com/assisted-living/arizona/mesa/fellowship-square-historic-mesa,Assisted Living Community,fellowship-square-historic-mesa-2
,Chandler Memory Care,https://www.seniorly.com/assisted-living/arizona/chandler/chandler-memory-care,https://www.seniorly.com/assisted-living/arizona/chandler/chandler-memory-care,Assisted Living Community,chandler-memory-care
,Clearwater Ahwatukee,https://www.seniorly.com/assisted-living/arizona/phoeniz/clearwater-ahwatukee,https://www.seniorly.com/assisted-living/arizona/phoeniz/clearwater-ahwatukee,"Assisted Living Community, Independent Living, Memory Care",clearwater-ahwatukee-2
,Avista Senior Living Downtown Mesa,https://www.seniorly.com/assisted-living/arizona/mesa/avista-senior-living-historic-downtown-mesa,https://www.seniorly.com/assisted-living/arizona/mesa/avista-senior-living-historic-downtown-mesa,Assisted Living Community,avista-senior-living-downtown-mesa
,The Abbington At Gilbert,https://www.seniorly.com/assisted-living/arizona/gilbert/the-abbington-at-gilbert,https://www.seniorly.com/assisted-living/arizona/gilbert/the-abbington-at-gilbert,"Assisted Living Community, Independent Living, Memory Care",the-abbington-at-gilbert
,Robson Reserve,https://www.seniorly.com/assisted-living/arizona/sun-lakes/robson-reserve,https://www.seniorly.com/assisted-living/arizona/sun-lakes/robson-reserve,"Assisted Living Community, Independent Living, Memory Care",robson-reserve
,Clearwater Agritopia,https://www.seniorly.com/assisted-living/arizona/gilbert/livgenerations-agritopia,https://www.seniorly.com/assisted-living/arizona/gilbert/livgenerations-agritopia,"Assisted Living Community, Independent Living, Memory Care",clearwater-agritopia-2
,Big Heart Angel Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/big-heart-angel-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/chandler/big-heart-angel-assisted-living-home,"Assisted Living Community, Assisted Living Home",big-heart-angel-assisted-living
,Arizona Harmony Autumn Years Care Center,https://www.seniorly.com/assisted-living/arizona/chandler/arizona-harmony-autumn-years-care-center,https://www.seniorly.com/assisted-living/arizona/chandler/arizona-harmony-autumn-years-care-center,Assisted Living Community,arizona-harmony-autumn-years-care-center
,Stellas Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/stella-s-assisted-living-inc,https://www.seniorly.com/assisted-living/arizona/chandler/stella-s-assisted-living-inc,"Assisted Living Community, Assisted Living Home",stellas-assisted-living
,Infinite Care For Elderly Alh,https://www.seniorly.com/assisted-living/arizona/chandler/infinite-care-for-elderly-alh,https://www.seniorly.com/assisted-living/arizona/chandler/infinite-care-for-elderly-alh,Assisted Living Community,infinite-care-for-elderly-alh
,Az Lotus V Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/az-lotus-v-assisted-living-home-inc,https://www.seniorly.com/assisted-living/arizona/chandler/az-lotus-v-assisted-living-home-inc,"Assisted Living Community, Assisted Living Home",az-lotus-v-assisted-living
,Aging With Dignity,https://www.seniorly.com/assisted-living/arizona/chandler/aging-with-dignity-chandler,https://www.seniorly.com/assisted-living/arizona/chandler/aging-with-dignity-chandler,"Assisted Living Community, Assisted Living Home",aging-with-dignity
,White Roses Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/white-roses-assisted-living,https://www.seniorly.com/assisted-living/arizona/chandler/white-roses-assisted-living,"Assisted Living Community, Assisted Living Home",white-roses-assisted-living
,Aqua Garden Care,https://www.seniorly.com/assisted-living/arizona/chandler/aqua-garden-care,https://www.seniorly.com/assisted-living/arizona/chandler/aqua-garden-care,"Assisted Living Community, Assisted Living Home",aqua-garden-care
,Casa Aplaya 4,https://www.seniorly.com/assisted-living/arizona/chandler/casa-aplaya-4,https://www.seniorly.com/assisted-living/arizona/chandler/casa-aplaya-4,"Assisted Living Community, Assisted Living Home",casa-aplaya-4
,Anas Haven At Elmwood,https://www.seniorly.com/assisted-living/arizona/chandler/ana-s-haven-at-elmwood,https://www.seniorly.com/assisted-living/arizona/chandler/ana-s-haven-at-elmwood,"Assisted Living Community, Assisted Living Home",anas-haven-at-elmwood
,Desert Stream Assisted Living 2,https://www.seniorly.com/assisted-living/arizona/chandler/desert-stream-assisted-living-home-2,https://www.seniorly.com/assisted-living/arizona/chandler/desert-stream-assisted-living-home-2,"Assisted Living Community, Assisted Living Home",desert-stream-assisted-living-2
,Chandler Harmony Adult Care,https://www.seniorly.com/assisted-living/arizona/chandler/chandler-harmony-adult-care-llc,https://www.seniorly.com/assisted-living/arizona/chandler/chandler-harmony-adult-care-llc,Assisted Living Community,chandler-harmony-adult-care
,Clearwater Ahwatuckee,https://www.seniorly.com/assisted-living/arizona/phoenix/clearwater-ahwatuckee,https://www.seniorly.com/assisted-living/arizona/phoenix/clearwater-ahwatuckee,"Assisted Living Community, Independent Living, Memory Care",clearwater-ahwatuckee
,American Orchards,https://www.seniorly.com/assisted-living/arizona/gilbert/american-orchards,https://www.seniorly.com/assisted-living/arizona/gilbert/american-orchards,"Assisted Living Community, Memory Care",american-orchards
,The Enclave At Gilbert Senior Living,https://www.seniorly.com/assisted-living/arizona/gilbert/the-enclave-at-gilbert,https://www.seniorly.com/assisted-living/arizona/gilbert/the-enclave-at-gilbert,"Assisted Living Community, Independent Living, Memory Care",the-enclave-at-gilbert-senior-living
,Hildas Haven Alf 4,https://www.seniorly.com/assisted-living/arizona/chandler/hilda-s-haven-alf-4,https://www.seniorly.com/assisted-living/arizona/chandler/hilda-s-haven-alf-4,Assisted Living Community,hildas-haven-alf-4
,Castle Canyon Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/castle-canyon-assisted-living-inc,https://www.seniorly.com/assisted-living/arizona/chandler/castle-canyon-assisted-living-inc,"Assisted Living Community, Assisted Living Home",castle-canyon-assisted-living
,Longmore Mc Assisted Living Facility,https://www.seniorly.com/assisted-living/arizona/chandler/longmore-mc-assisted-living-facility,https://www.seniorly.com/assisted-living/arizona/chandler/longmore-mc-assisted-living-facility,"Assisted Living Community, Assisted Living Home",longmore-mc-assisted-living-facility
,Mercys Care Home Ii,https://www.seniorly.com/assisted-living/arizona/chandler/mercy-s-care-home-ii,https://www.seniorly.com/assisted-living/arizona/chandler/mercy-s-care-home-ii,"Assisted Living Community, Assisted Living Home",mercys-care-home-ii
,Cheerful Living Home,https://www.seniorly.com/assisted-living/arizona/chandler/cheerful-living-home-llc,https://www.seniorly.com/assisted-living/arizona/chandler/cheerful-living-home-llc,"Assisted Living Community, Assisted Living Home",cheerful-living-home
,Anas Haven Adult Homecare,https://www.seniorly.com/assisted-living/arizona/chandler/ana-s-haven-adult-homecare,https://www.seniorly.com/assisted-living/arizona/chandler/ana-s-haven-adult-homecare,"Assisted Living Community, Assisted Living Home",anas-haven-adult-homecare
,Golden Touch Assisted Living At Andersen,https://www.seniorly.com/assisted-living/arizona/chandler/golden-touch-assisted-living-home-at-andersen,https://www.seniorly.com/assisted-living/arizona/chandler/golden-touch-assisted-living-home-at-andersen,"Assisted Living Community, Assisted Living Home",golden-touch-assisted-living-at-andersen
,Magic Touch Adult Care,https://www.seniorly.com/assisted-living/arizona/chandler/magic-touch-adult-care,https://www.seniorly.com/assisted-living/arizona/chandler/magic-touch-adult-care,"Assisted Living Community, Assisted Living Home",magic-touch-adult-care-2
,Villa Jean V,https://www.seniorly.com/assisted-living/arizona/chandler/villa-jean-v,https://www.seniorly.com/assisted-living/arizona/chandler/villa-jean-v,"Assisted Living Community, Assisted Living Home",villa-jean-v
,Total Care Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/total-care-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/chandler/total-care-assisted-living-home,"Assisted Living Community, Assisted Living Home",total-care-assisted-living
,Cam Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/cam-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/chandler/cam-assisted-living-home-llc,"Assisted Living Community, Assisted Living Home",cam-assisted-living
,Eldercare At Santa Anna,https://www.seniorly.com/assisted-living/arizona/chandler/eldercare-at-santa-anna,https://www.seniorly.com/assisted-living/arizona/chandler/eldercare-at-santa-anna,"Assisted Living Community, Assisted Living Home",eldercare-at-santa-anna
,Hildas Haven Alf 5,https://www.seniorly.com/assisted-living/arizona/chandler/hilda-s-haven-alf-5,https://www.seniorly.com/assisted-living/arizona/chandler/hilda-s-haven-alf-5,Assisted Living Community,hildas-haven-alf-5
,The Pasadena At Yellowstone,https://www.seniorly.com/assisted-living/arizona/chandler/the-pasadena-at-yellowstone,https://www.seniorly.com/assisted-living/arizona/chandler/the-pasadena-at-yellowstone,"Assisted Living Community, Assisted Living Home",the-pasadena-at-yellowstone
,Arizona Premier At Ironwood,https://www.seniorly.com/assisted-living/arizona/chandler/arizona-premier-at-ironwood,https://www.seniorly.com/assisted-living/arizona/chandler/arizona-premier-at-ironwood,"Assisted Living Community, Assisted Living Home",arizona-premier-at-ironwood
,Desert Palace Assisted Living I,https://www.seniorly.com/assisted-living/arizona/chandler/desert-palace-assisted-living-i,https://www.seniorly.com/assisted-living/arizona/chandler/desert-palace-assisted-living-i,"Assisted Living Community, Assisted Living Home",desert-palace-assisted-living-i
,Our Lady Of Fatima Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/our-lady-of-fatima-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/chandler/our-lady-of-fatima-assisted-living-home,Assisted Living Community,our-lady-of-fatima-assisted-living
,Desert Sunshine Ii,https://www.seniorly.com/assisted-living/arizona/chandler/desert-sunshine-ii-assisted-living,https://www.seniorly.com/assisted-living/arizona/chandler/desert-sunshine-ii-assisted-living,"Assisted Living Community, Assisted Living Home",desert-sunshine-ii
,Happy Family Home Care,https://www.seniorly.com/assisted-living/arizona/chandler/happy-family-home-care,https://www.seniorly.com/assisted-living/arizona/chandler/happy-family-home-care,"Assisted Living Community, Assisted Living Home",happy-family-home-care
,Archangel Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/archangel-assisted-living,https://www.seniorly.com/assisted-living/arizona/chandler/archangel-assisted-living,Assisted Living Community,archangel-assisted-living-2
,Aloe Haven Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/aloe-haven-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/chandler/aloe-haven-assisted-living-home,"Assisted Living Community, Assisted Living Home",aloe-haven-assisted-living
,A Place Called Home,https://www.seniorly.com/assisted-living/arizona/chandler/a-place-called-home-chandler,https://www.seniorly.com/assisted-living/arizona/chandler/a-place-called-home-chandler,"Assisted Living Community, Assisted Living Home",a-place-called-home
,Desert Palm 5,https://www.seniorly.com/assisted-living/arizona/chandler/desert-palm-5,https://www.seniorly.com/assisted-living/arizona/chandler/desert-palm-5,"Assisted Living Community, Assisted Living Home",desert-palm-5
,Desert Palace Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/desert-palace-assisted-living,https://www.seniorly.com/assisted-living/arizona/chandler/desert-palace-assisted-living,"Assisted Living Community, Assisted Living Home",desert-palace-assisted-living-2
,Desert Breeze Of Kempton Crossing,https://www.seniorly.com/assisted-living/arizona/chandler/desert-breeze-of-kempton-crossing,https://www.seniorly.com/assisted-living/arizona/chandler/desert-breeze-of-kempton-crossing,"Assisted Living Community, Assisted Living Home",desert-breeze-of-kempton-crossing
,Magnificent Cedar,https://www.seniorly.com/assisted-living/arizona/chandler/magnificent-cedar,https://www.seniorly.com/assisted-living/arizona/chandler/magnificent-cedar,"Assisted Living Community, Assisted Living Home",magnificent-cedar
,Andersen Springs Care Home,https://www.seniorly.com/assisted-living/arizona/chandler/andersen-springs-care-home-llc,https://www.seniorly.com/assisted-living/arizona/chandler/andersen-springs-care-home-llc,"Assisted Living Community, Assisted Living Home",andersen-springs-care-home
,Whitewing Mansion Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/whitewing-mansion-assisted-living,https://www.seniorly.com/assisted-living/arizona/chandler/whitewing-mansion-assisted-living,"Assisted Living Community, Assisted Living Home",whitewing-mansion-assisted-living
,Casa Aplaya 2,https://www.seniorly.com/assisted-living/arizona/chandler/casa-aplaya-2,https://www.seniorly.com/assisted-living/arizona/chandler/casa-aplaya-2,"Assisted Living Community, Assisted Living Home",casa-aplaya-2
,Chandler Adult Care Home 1,https://www.seniorly.com/assisted-living/arizona/chandler/chandler-adult-care-home-1,https://www.seniorly.com/assisted-living/arizona/chandler/chandler-adult-care-home-1,"Assisted Living Community, Assisted Living Home",chandler-adult-care-home-1
,Precious Care Assisted,https://www.seniorly.com/assisted-living/arizona/chandler/precious-care-assisted-llc,https://www.seniorly.com/assisted-living/arizona/chandler/precious-care-assisted-llc,"Assisted Living Community, Assisted Living Home",precious-care-assisted
,Jal Assisted Living Facility,https://www.seniorly.com/assisted-living/arizona/chandler/jal-assisted-living-facility-llc,https://www.seniorly.com/assisted-living/arizona/chandler/jal-assisted-living-facility-llc,"Assisted Living Community, Assisted Living Home",jal-assisted-living-facility
,Eldercare At Western Sunrise Adult Care,https://www.seniorly.com/assisted-living/arizona/chandler/eldercare-at-western-sunrise-adult-care,https://www.seniorly.com/assisted-living/arizona/chandler/eldercare-at-western-sunrise-adult-care,"Assisted Living Community, Assisted Living Home",eldercare-at-western-sunrise-adult-care
,Genuine Home In Chandler Ii,https://www.seniorly.com/assisted-living/arizona/chandler/genuine-home-in-chandler-ii,https://www.seniorly.com/assisted-living/arizona/chandler/genuine-home-in-chandler-ii,"Assisted Living Community, Assisted Living Home",genuine-home-in-chandler-ii
,Ocotillo Adult Care Home,https://www.seniorly.com/assisted-living/arizona/chandler/ocotillo-adult-care-home-llc,https://www.seniorly.com/assisted-living/arizona/chandler/ocotillo-adult-care-home-llc,"Assisted Living Community, Assisted Living Home",ocotillo-adult-care-home
,Best Choice Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/best-choice-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/chandler/best-choice-assisted-living-home,"Assisted Living Community, Assisted Living Home",best-choice-assisted-living
,Kiran Manor,https://www.seniorly.com/assisted-living/arizona/chandler/kiran-manor,https://www.seniorly.com/assisted-living/arizona/chandler/kiran-manor,"Assisted Living Community, Assisted Living Home",kiran-manor-2
,Villa Jean I,https://www.seniorly.com/assisted-living/arizona/chandler/villa-jean-i-llc,https://www.seniorly.com/assisted-living/arizona/chandler/villa-jean-i-llc,"Assisted Living Community, Assisted Living Home",villa-jean-i
,Powell Way,https://www.seniorly.com/assisted-living/arizona/chandler/powell-way,https://www.seniorly.com/assisted-living/arizona/chandler/powell-way,"Assisted Living Community, Assisted Living Home",powell-way
,Oasis Senior Advisors East Valley,https://www.seniorly.com/assisted-living/arizona/chandler/oasis-senior-advisors-east-valley,https://www.seniorly.com/assisted-living/arizona/chandler/oasis-senior-advisors-east-valley,"Assisted Living Community, Assisted Living Home, Memory Care",oasis-senior-advisors-east-valley
,Cedar Care,https://www.seniorly.com/assisted-living/arizona/chandler/cedar-care-llc,https://www.seniorly.com/assisted-living/arizona/chandler/cedar-care-llc,"Assisted Living Community, Assisted Living Home",cedar-care
,The Gardens Well Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/the-garden-s-well-assisted-living,https://www.seniorly.com/assisted-living/arizona/chandler/the-garden-s-well-assisted-living,"Assisted Living Community, Assisted Living Home",the-gardens-well-assisted-living
,Casa Maia,https://www.seniorly.com/assisted-living/arizona/chandler/casa-maia,https://www.seniorly.com/assisted-living/arizona/chandler/casa-maia,"Assisted Living Community, Assisted Living Home",casa-maia
,Markesh Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/markesh-assisted-living,https://www.seniorly.com/assisted-living/arizona/chandler/markesh-assisted-living,"Assisted Living Community, Assisted Living Home",markesh-assisted-living
,Grand Court Of Mesa Senior Living,https://www.seniorly.com/assisted-living/arizona/mesa/grand-court-of-mesa,https://www.seniorly.com/assisted-living/arizona/mesa/grand-court-of-mesa,"Assisted Living Community, Independent Living",grand-court-of-mesa-senior-living
,Royalty Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/royalty-assisted-living-chandler,https://www.seniorly.com/assisted-living/arizona/chandler/royalty-assisted-living-chandler,Assisted Living Community,royalty-assisted-living
,Light House Manor,https://www.seniorly.com/assisted-living/arizona/chandler/light-house-manor,https://www.seniorly.com/assisted-living/arizona/chandler/light-house-manor,"Assisted Living Community, Assisted Living Home",light-house-manor
,Amore Courtyard Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/amore-courtyard-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/chandler/amore-courtyard-assisted-living-home-llc,"Assisted Living Community, Assisted Living Home",amore-courtyard-assisted-living
,A Home At Chandler Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/a-home-at-chandler-assisted-living,https://www.seniorly.com/assisted-living/arizona/chandler/a-home-at-chandler-assisted-living,Assisted Living Community,a-home-at-chandler-assisted-living
,Desert Sunshine Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/desert-sunshine-assisted-living,https://www.seniorly.com/assisted-living/arizona/chandler/desert-sunshine-assisted-living,"Assisted Living Community, Assisted Living Home",desert-sunshine-assisted-living
,Harmony Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/harmony-assisted-living,https://www.seniorly.com/assisted-living/arizona/chandler/harmony-assisted-living,"Assisted Living Community, Assisted Living Home",harmony-assisted-living
,Desert Palm 2,https://www.seniorly.com/assisted-living/arizona/chandler/desert-palm-2,https://www.seniorly.com/assisted-living/arizona/chandler/desert-palm-2,"Assisted Living Community, Assisted Living Home",desert-palm-2
,Rustic River Homes,https://www.seniorly.com/assisted-living/arizona/chandler/rustic-river-homes,https://www.seniorly.com/assisted-living/arizona/chandler/rustic-river-homes,"Assisted Living Community, Assisted Living Home",rustic-river-homes
,Garden Village Assisted Living 4,https://www.seniorly.com/assisted-living/arizona/chandler/garden-village-assisted-living-4,https://www.seniorly.com/assisted-living/arizona/chandler/garden-village-assisted-living-4,"Assisted Living Community, Assisted Living Home",garden-village-assisted-living-4
,Mercys Care Home I,https://www.seniorly.com/assisted-living/arizona/chandler/mercy-s-care-home-i,https://www.seniorly.com/assisted-living/arizona/chandler/mercy-s-care-home-i,Assisted Living Community,mercys-care-home-i-2
,Chandler Harmony Adult Care Home 1,https://www.seniorly.com/assisted-living/arizona/chandler/joulienne-guda,https://www.seniorly.com/assisted-living/arizona/chandler/joulienne-guda,"Assisted Living Community, Memory Care",chandler-harmony-adult-care-home-1
,M K Assisted Living Chandler,https://www.seniorly.com/assisted-living/arizona/chandler/m-k-assisted-living-chandler,https://www.seniorly.com/assisted-living/arizona/chandler/m-k-assisted-living-chandler,"Assisted Living Community, Assisted Living Home",m-k-assisted-living-chandler
,St Therese Care Home,https://www.seniorly.com/assisted-living/arizona/chandler/st-therese-care-home-chandler,https://www.seniorly.com/assisted-living/arizona/chandler/st-therese-care-home-chandler,"Assisted Living Community, Assisted Living Home",st-therese-care-home
,Casadora Manor,https://www.seniorly.com/assisted-living/arizona/chandler/casadora-manor,https://www.seniorly.com/assisted-living/arizona/chandler/casadora-manor,"Assisted Living Community, Assisted Living Home",casadora-manor
,Westchester Garden Court,https://www.seniorly.com/assisted-living/arizona/tempe/westchester-garden-court,https://www.seniorly.com/assisted-living/arizona/tempe/westchester-garden-court,Assisted Living Community,westchester-garden-court
,Red Mountain Gilbert,https://www.seniorly.com/assisted-living/arizona/gilbert/red-mountain-assisted-living,https://www.seniorly.com/assisted-living/arizona/gilbert/red-mountain-assisted-living,"Assisted Living Community, Assisted Living Home",red-mountain-gilbert
,Family Living Homes,https://www.seniorly.com/assisted-living/arizona/mesa/family-living-homes,https://www.seniorly.com/assisted-living/arizona/mesa/family-living-homes,Assisted Living Community,family-living-homes
,La Nina Assisted Living,https://www.seniorly.com/assisted-living/arizona/tempe/la-nina-assisted-living,https://www.seniorly.com/assisted-living/arizona/tempe/la-nina-assisted-living,"Assisted Living Community, Assisted Living Home",la-nina-assisted-living
,Marigold Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/marigold-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/marigold-assisted-living,"Assisted Living Community, Assisted Living Home, Memory Care",marigold-assisted-living
,Geneva Assisted Living,https://www.seniorly.com/assisted-living/arizona/tempe/geneva-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/tempe/geneva-assisted-living-home,"Assisted Living Community, Assisted Living Home",geneva-assisted-living
,Class Act Assisted Livings,https://www.seniorly.com/assisted-living/arizona/mesa/class-act-assisted-living-homes,https://www.seniorly.com/assisted-living/arizona/mesa/class-act-assisted-living-homes,"Assisted Living Community, Assisted Living Home",class-act-assisted-livings
,Hh Home Plate Assisted Living,https://www.seniorly.com/assisted-living/arizona/gilbert/hh-home-plate-assisted-living-llc,https://www.seniorly.com/assisted-living/arizona/gilbert/hh-home-plate-assisted-living-llc,"Assisted Living Community, Assisted Living Home",hh-home-plate-assisted-living
,Majestic Rose,https://www.seniorly.com/assisted-living/arizona/gilbert/majestic-rose,https://www.seniorly.com/assisted-living/arizona/gilbert/majestic-rose,"Assisted Living Community, Assisted Living Home",majestic-rose
,Eldercare At Siesta,https://www.seniorly.com/assisted-living/arizona/tempe/eldercare-at-siesta,https://www.seniorly.com/assisted-living/arizona/tempe/eldercare-at-siesta,"Assisted Living Community, Assisted Living Home",eldercare-at-siesta
,Simones Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/simone-s-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/simone-s-assisted-living,"Assisted Living Community, Assisted Living Home",simones-assisted-living
,Motherdears Place Ii,https://www.seniorly.com/assisted-living/arizona/phoenix/motherdear-s-place-ii,https://www.seniorly.com/assisted-living/arizona/phoenix/motherdear-s-place-ii,Assisted Living Community,motherdears-place-ii
,St Walter Group Home,https://www.seniorly.com/assisted-living/arizona/tempe/st-walter-group-home,https://www.seniorly.com/assisted-living/arizona/tempe/st-walter-group-home,Assisted Living Community,st-walter-group-home
,Whitewing Mansion Family Care,https://www.seniorly.com/assisted-living/arizona/gilbert/whitewing-mansion-family-care,https://www.seniorly.com/assisted-living/arizona/gilbert/whitewing-mansion-family-care,Assisted Living Community,whitewing-mansion-family-care
,House Of Comfort,https://www.seniorly.com/assisted-living/arizona/gilbert/house-of-comfort,https://www.seniorly.com/assisted-living/arizona/gilbert/house-of-comfort,"Assisted Living Community, Assisted Living Home",house-of-comfort
,Meadow Adult Care Home,https://www.seniorly.com/assisted-living/arizona/gilbert/meadow-adult-care-home,https://www.seniorly.com/assisted-living/arizona/gilbert/meadow-adult-care-home,"Assisted Living Community, Assisted Living Home",meadow-adult-care-home
,Jo Lex At Obispo,https://www.seniorly.com/assisted-living/arizona/mesa/jo-lex-at-obispo,https://www.seniorly.com/assisted-living/arizona/mesa/jo-lex-at-obispo,"Assisted Living Community, Assisted Living Home",jo-lex-at-obispo
,Sheltered Cedar,https://www.seniorly.com/assisted-living/arizona/gilbert/sheltered-cedar,https://www.seniorly.com/assisted-living/arizona/gilbert/sheltered-cedar,"Assisted Living Community, Assisted Living Home",sheltered-cedar
,Ark Of Life,https://www.seniorly.com/assisted-living/arizona/tempe/ark-of-life-inc,https://www.seniorly.com/assisted-living/arizona/tempe/ark-of-life-inc,"Assisted Living Community, Assisted Living Home",ark-of-life
,Caissa Assisted Living,https://www.seniorly.com/assisted-living/arizona/gilbert/caissa-assisted-living-home-inc-460-east-phelps-street-gilbert,https://www.seniorly.com/assisted-living/arizona/gilbert/caissa-assisted-living-home-inc-460-east-phelps-street-gilbert,"Assisted Living Community, Assisted Living Home",caissa-assisted-living-4
,Stonebridge Family Care,https://www.seniorly.com/assisted-living/arizona/gilbert/stonebridge-family-care,https://www.seniorly.com/assisted-living/arizona/gilbert/stonebridge-family-care,"Assisted Living Community, Assisted Living Home",stonebridge-family-care
,Whipple Circle Manor Assisted Living,https://www.seniorly.com/assisted-living/arizona/gilbert/whipple-circle-manor-assisted-living,https://www.seniorly.com/assisted-living/arizona/gilbert/whipple-circle-manor-assisted-living,"Assisted Living Community, Assisted Living Home",whipple-circle-manor-assisted-living
,Pennington Manor Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/pennington-manor-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/mesa/pennington-manor-assisted-living-home,Assisted Living Community,pennington-manor-assisted-living
,Emerson Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/emerson-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/mesa/emerson-assisted-living-home-llc,"Assisted Living Community, Assisted Living Home",emerson-assisted-living
,Monte Manor Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/monte-manor-assisted-living,https://www.seniorly.com/assisted-living/arizona/mesa/monte-manor-assisted-living,"Assisted Living Community, Assisted Living Home",monte-manor-assisted-living-2
