title,description,address,location-name,price,type,featured_image,photos,amenities,url
San Nicolas Assisted Living Nw,"San Nicolas Assisted Living Nw is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","1362 West San Nicolas Drive, Tucson, Az 85704",Tucson,2750,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/48d60293b9d7779dc6407a59ffda17d1.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/tucson/san-nicolas-assisted-living-home-nw-inc
San Nicolas Ii,"San Nicolas II offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","6767 North Leonardo Da Vinci Way, Tucson, Az 85704",Tucson,2750,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/29351d56bd44952f716fc74ab653e51d.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/tucson/san-nicolas-ii
Sanctuary Assisted Living,,"18003 West Mauna Loa Lane, Surprise, Az 85388",Surprise,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a1d429fdb1026ffcc9160e47702f528b.jpg,,,https://app.seniorplace.com/communities/show/cc8ebea8-3d1d-4344-b97f-9ef083587130
Sanctuary I Assisted Living,,"3870 West Alameda Road, Glendale, Az 85310",Glendale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d5fb892f2134bfcc1581e28b1cb98bae.jpg,,,https://app.seniorplace.com/communities/show/4bf4f60b-b6fc-4ae8-9d93-086266b8d52c
Santo Nino Adult Care Home,,"2290 South Quail Hollow Drive, Tucson, Az 85710",Tucson,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b904fe65018025409456bdb5daaa56ae.jpg,,,https://app.seniorplace.com/communities/show/2da34bb4-a21f-4674-98a4-b30af9078991
Santorini Villas Assisted Living,"Santorini Villas Assisted Living is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","10862 East Rembrandt Avenue, Mesa, Az 85212",Mesa,2750,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d4920a93c308ec4445d179f2bf2f3b13.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://app.seniorplace.com/communities/show/1f5a661e-959f-46c3-bc88-70704d13f172
Sapphire Elite Care Home,"Sapphire Elite Care Home is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","4350 East Mountain Vista Drive, Phoenix, Az 85048",Phoenix,2750,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3d1cd863d3495c0b8888fd2fc5fe1481.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/sapphire-elite-care-home-llc
Saragosa Mc Assisted Living,,"1691 West Saragosa Street Chandler, Chandler, Az 85224",Chandler,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/82372d11-5877-4e9a-a1e7-535582e0b80f
Saragosa Mc Assisted Living,,"1691 West Saragosa Street, Chandler, Az 85224",Chandler,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/319dfd2a4046c2f78aede9dcc68b83e3.jpg,,,https://app.seniorplace.com/communities/show/4b01b4f8-70ea-48d3-8e8d-50e7e2f1afcf
Sarahs Place At Glencroft,"Sarah's Place At Glencroft is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, arts room, offering convenience and ease. Here, community and compassion go hand in hand.","6670 West Butler Drive, Glendale, Az 85302",Glendale,2940,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a3d0db571f3df8b5005b47a175367b7a.jpg,https://d354o3y6yz93dt.cloudfront.net/images/1200x/3858c22e7dcc27c2a2399c1a6fc4f002/GlencroftSeniorLiving_Photos_01_Seniorly.jpg,"all day dining, allergy-sensitive, arts room, barber / salon, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, resident-run activities, restaurant-style dining, special dietary restrictions, telephone, walking paths",https://www.seniorly.com/assisted-living/arizona/glendale/sarah-s-place-at-glencroft
Savanna House Assisted Living Memory Care,,"1415 North San Benito Drive, Gilbert, Az 85234",Gilbert,,"Assisted Living Home, Memory Care",https://app.seniorplace.com/api/files/public/8adaac38-7981-469e-bd12-77463af8907b,,,https://app.seniorplace.com/communities/show/b48eecb2-991c-439e-9982-8f9d4cb3c317
Scotts Harbor,,"8196 East Yavapai Road, Prescott Valley, Az 86314",Prescott Valley,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d2382908774fb157d85c921f14566a58.jpg,,,https://app.seniorplace.com/communities/show/da5d145f-07fb-451b-b7fd-1cc19588c8c0
Scottsdale Foothills Assisted Living,"Scottsdale Foothills Assisted Living is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","10474 East Corrine Drive, Scottsdale, Az 85259",Scottsdale,3110,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/207815c2061900c951e0fff82c8ac19c.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-foothills-assisted-living
Scottsdale North Inc A L,,"9883 East Cortez Street, Scottsdale, Az 85260",Scottsdale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/dc7d5eab2edbf57e1751ef44ff04641d.jpg,,,https://app.seniorplace.com/communities/show/688eb5d5-6dca-4c49-8ebf-619c99420554
Scottsdale Palms Assisted Living,,"12202 North 68Th Place, Scottsdale, Az 85254",Scottsdale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/53bee456d2ed1a8b438f86e09b765047.jpg,,,https://app.seniorplace.com/communities/show/070ff922-2a48-48f0-be58-db02657a9a2f
Scottsdale Quarter Care Assisted Living,,"6321 East Evans Drive, Scottsdale, Az 85254",Scottsdale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f63f4bd1d99533c06caa339acf64781a.jpg,,,https://app.seniorplace.com/communities/show/8cde519b-2549-491b-8a97-b36c1b9fd5b0
Scottsdale Silver Lining,,"8849 East Cholla Street, Scottsdale, Az 85260",Scottsdale,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/f4f816e8-2dd1-456d-9791-4c6766ed7930
Scottsdale Village Square,"At Scottsdale Village Square, residents find a supportive environment that puts well-being first. Amenities include accepted financial services, activity room, air conditioning, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","2620 North 68Th Street, Scottsdale, Az 85257",Scottsdale,,"Assisted Living Home, Continuing Care Retirement Community, Independent Living, Memory Care, Nursing Home",https://app.seniorplace.com/api/files/public/9dbb0704-efbd-48af-93b2-257c39d4e88c,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/85c47463e9694918f107b597e8878eee2b1b84d5/scottsdale-village-square-a-pacifica-senior-living-community-pool.jpeg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/6c0f20ba1542c52dd7b7a1022615bb8cbe15309c/scottsdale-village-square-a-pacifica-senior-living-community-bedroom.jpeg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/8c0608482a45f3369cc85c1eed704c3c1d9d0ff3/PSLScottsdaleVillageL-14.jpg","accepted financial services, activity room, air conditioning, all day dining, allergy-sensitive, arts room, business room, cable tv, community-sponsored activities, concierge, continuing learning experience, day trips, diabetes diet, dining room, emergency alert system, faith based, family support services, fitness programs, fitness room, furnished, game room, garden, grill, housekeeping, international cuisine, kitchenette, laundry service / dry cleaning, library, meal preparation and service, move-in coordination, movie nights, movie theater, music programs, outdoor common space, outdoor programs, private bathroom, professional chef, resident-run activities, restaurant-style dining, scheduled daily activities, spa / sauna / wellness room, special dietary restrictions, telephone, transportation & parking, vegetarian, volunteer program, walking paths, wi-fi / high-speed internet",https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-village-square-a-pacifica-senior-living-community
Searles Care Home,,"11109 East Tanque Verde Road, Tucson, Az 85749",Tucson,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b2ba130f14a0153ae389ace82691a972.jpg,,,https://app.seniorplace.com/communities/show/b393b0b5-3543-46c3-b9a5-1ec320d3a6c1
Secret Garden Assisted Living Ii,,"1320 West 7Th Street, Tempe, Az 85281",Tempe,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b4bb45fc3770359757bc79f3b77b69dc.jpg,,,https://app.seniorplace.com/communities/show/f3fa510f-f40b-4e3b-9530-0d181f4bbeb7
Sedona Springs Assisted Living,,"6402 North Treasure Drive, Tucson, Az 85704",Tucson,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4feaca97975902a5b5583d2a83d936d8.jpg,,,https://app.seniorplace.com/communities/show/1ffff575-50a6-4550-a787-24ae445a4a4c
Sedona Sunset Assisted Living,,"6442 North Treasure Drive, Tucson, Az 85704",Tucson,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/10485284-f445-4608-8a5d-d0e86c71b626
Sedona Treasure Assisted Living,,"6432 North Treasure Drive, Tucson, Az 85704",Tucson,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/800479674dcd86c4c52374b334a26ed9.jpg,,,https://app.seniorplace.com/communities/show/d89c0c5d-14a4-47ca-9ab2-dedb1b15a36e
Sedona Winds,"At Sedona Winds, residents find a supportive environment that puts well-being first. Amenities include activity room, air conditioning, all day dining, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","475 Jacks Canyon Road, Sedona, Az 86351",Sedona,4940,"Assisted Living Home, Independent Living, Memory Care",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/50f814c476fe6cb8e37757a3dd37b05a.jpg,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/77f7c859e2127f5c13c4a2c9f218159d/Sedona%2520Winds_Photo_Seniorly_03.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/77f7c859e2127f5c13c4a2c9f218159d/Sedona%2520Winds_Photo_Seniorly_02.jpg","activity room, air conditioning, all day dining, allergy-sensitive, arts room, barber / salon, business room, cable tv, community-sponsored activities, concierge, diabetes diet, dining room, emergency alert system, faith based, family support services, fitness programs, fitness room, furnished, game room, garden, housekeeping, kitchenette, kosher meals, laundry service / dry cleaning, library, meal preparation and service, move-in coordination, movie nights, movie theater, music programs, outdoor common space, outdoor programs, pet-friendly, private bathroom, professional chef, resident-run activities, restaurant-style dining, scheduled daily activities, spa / sauna / wellness room, special dietary restrictions, swimming pool / jacuzzi, telephone, transportation & parking, vegetarian, walking paths, wi-fi / high-speed internet",https://www.seniorly.com/assisted-living/arizona/sedona/sedona-winds
Sedona Winds Independent Living,,"405 Jacks Canyon Road, Sedona, Az 86351",Sedona,,Independent Living,https://app.seniorplace.com/api/files/public/2cd3aaa8-5a33-43ee-9a35-76c11b8461fa,,,https://app.seniorplace.com/communities/show/8c88a11a-749d-4e8e-b50d-1d2fbda02ed9
Sedona Winds Independent Living Community,,"405 Jacks Canyon Road, Sedona, Az 86351",Sedona,,,,,,https://app.seniorplace.com/communities/show/c9ec1fce-d8c6-448e-80d1-f91eb145c036
Senior Care Assisted Living,"Senior Care Assisted Living offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","5901 East Juarez Street, Tucson, Az 85711",Tucson,2750,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c61e2fba37bc5267417bedf90bc56b7b.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/tucson/senior-care-assisted-living-tucson
Senior Care Manor,,"3802 West Brown Street, Phoenix, Az 85051",Phoenix,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/beadc9fb55fbd5768f83024a977524e4.jpg,,,https://app.seniorplace.com/communities/show/8193a3d4-2331-4207-8fe7-01b302b3c608
Senior Living At Pinnacle Vista,,"3410 West Pinnacle Vista Drive, Phoenix, Az 85083",Phoenix,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a2818dd07a86770779316577ef8b660d.jpg,,,https://app.seniorplace.com/communities/show/54f6cc32-e0ef-4af7-b994-96d88d9b359a
Senior Living At Superstition Mountains,"At Senior Living at Superstition Mountains, residents find a supportive environment that puts well-being first. Amenities include allergy-sensitive, cable tv, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","5465 North Winchester Road, Apache Junction, Az 85119",Apache Junction,4500,"Assisted Living Home, Memory Care",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7ea03809fece12e134d79821141f9e18.jpg,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/a45e72067c92a07f74e730db8e2374830fd1f342/senior-living-at-superstition-mountains-bathroom-02.jpeg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/bb786c1f1ab4b0b237f81d677c6de370b2850015/senior-living-at-superstition-mountains-bedroom-05.jpeg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/e72a4fdb272c7c81175df2baecee1123d25c0f60/70-Winchester.jpg","allergy-sensitive, cable tv, community-sponsored activities, courtyard, day trips, diabetes diet, dining room, emergency alert system, furnished, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, outdoor common space, outdoor programs, patio, patio dining, professional chef, resident-run activities, scheduled meals, special dietary restrictions, swimming pool / jacuzzi, telephone, transportation & parking, wi-fi / high-speed internet",https://www.seniorly.com/assisted-living/arizona/apache-junction/senior-living-at-superstition-mountains
Senior Paradise Living,,"5045 East Paradise Lane, Phoenix, Az 85048",Phoenix,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/35e47379f7e545e4ed7e72bc2dd57b40.jpg,,,https://app.seniorplace.com/communities/show/225226d3-b75e-424c-a56c-6dbb98477609
Senior Sanctuary Of Anthem,"Senior Sanctuary Of Anthem creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","2213 West Keller Court, Anthem, Az 85086",Anthem,3690,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9e43820e0e2fadcad3ad86ed369bd674.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/anthem/senior-sanctuary-of-anthem
Senior Serenity Assisted Living,"Senior Serenity Assisted Living is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","3123 West Sequoia Way, Phoenix, Az 85053",Phoenix,2750,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7122d0b08325374a10b842e954cd0594.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/senior-serenity-assisted-living
Senior Valley Assisted Living Ii,,"16810 North 66Th Street, Scottsdale, Az 85254",Scottsdale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6d0800b244b1a4065e1341eaffa8a8e2.jpg,,,https://app.seniorplace.com/communities/show/dedc5737-fb98-4e58-ba7c-561387e49ff9
Senior Valley Assisted Living,,"5241 East Anderson Drive, Scottsdale, Az 85254",Scottsdale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/cd4523edbff791badc8c51867024ca2f.jpg,,,https://app.seniorplace.com/communities/show/67085ac1-af54-46fc-b262-323ef7d29ac9
Senior Wellcare Home,,"4402 E Leroy Street, Gilbert, Az 85295",Gilbert,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9cbb48addb5fbb5e7c4a7f19bc609fab.jpg,,,https://app.seniorplace.com/communities/show/8d8461e8-4d25-477b-80e1-075186e40feb
Senita Ridge,,"18172 North 91St Avenue, Peoria, Az 85382",Peoria,,Assisted Living Home,https://app.seniorplace.com/api/files/public/ff724051-d44c-40a6-b06c-7400bd3266ab,,,https://app.seniorplace.com/communities/show/044660c3-27ca-4da0-8466-cb8efc0c3deb
Serenade Assisted Living,"Serenade Assisted Living is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","25403 South 154Th Street, Gilbert, Az 85298",Gilbert,2750,"Assisted Living Home, Board And Care Home",,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/gilbert/serenade-assisted-living-llc
Serendipity In The Sun Ii,,"10250 North 124Th Street, Scottsdale, Az 85259",Scottsdale,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/174b3d41-9b6d-4032-bef7-e041748a19e7
Serendipity In The Sun,"Serendipity In The Sun creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","6501 East Corrine Drive, Scottsdale, Az 85254",Scottsdale,3110,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/253549c7f15a3e2fd34e0a4ba7f1ec79.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/scottsdale/serendipity-in-the-sun
Serene Haven Estates,,"8007 North 7Th Avenue, Phoenix, Az 85021",Phoenix,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/86fdb989485653b907e344d2d59ffce0.jpg,,,https://app.seniorplace.com/communities/show/b341c29f-d836-48f0-a28a-b0e623906418
Serene Valley Assisted Living,,"8704 East Amelia Avenue, Scottsdale, Az 85251",Scottsdale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4e4ace35cdf854108ec9701c5a71c609.jpg,,,https://app.seniorplace.com/communities/show/04c71359-58cc-406b-a088-a8bcbc1cb9c4
Serenity Assisted Living,,"3677 Blue Colt Drive, Lake Havasu City, Az 86406",Lake Havasu City,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/2beb117ab73027b3a9002a1882c02ada.jpg,,,https://app.seniorplace.com/communities/show/232d57ea-5728-41e1-96aa-70152e990b32
Serenity Assisted Living At Lakewood,"Serenity Assisted Living at Lakewood is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","3540 East Brookwood Court, Phoenix, Az 85048",Phoenix,2750,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c870c44f31a84aaea0440d836d25f19f.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/serenity-assisted-living-at-lakewood
Serenity Care Home,,"13365 West Banff Lane, Surprise, Az 85379",Surprise,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/fa967bb6eed0b60785f5249cdf59718d.jpg,,,https://app.seniorplace.com/communities/show/ea87c56c-3890-40fb-86cb-51e76a270c9c
Serenity Of North Scottsdale,"Serenity Of North Scottsdale offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","29750 North 77Th Place, Scottsdale, Az 85266",Scottsdale,3110,"Assisted Living Home, Board And Care Home",https://app.seniorplace.com/api/files/public/8daca0d5-4705-4074-a7c6-66366458a00f,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/scottsdale/serenity-of-north-scottsdale
Serenity Space,,"2045 South College Avenue, Tempe, Az 85282",Tempe,,Assisted Living Home,https://app.seniorplace.com/api/files/public/0caa2f8f-a1eb-4903-b704-149d4e029833,,,https://app.seniorplace.com/communities/show/cd6d2143-9213-45fc-a897-968953e35071
Serenity United Senior Care,,"3750 West Mulberry Drive, Phoenix, Az 85019",Phoenix,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/da1cbef5bc574fdfddc8a757c2056d6f.jpg,,,https://app.seniorplace.com/communities/show/175ccd40-fdab-4a98-8af2-f7a02a753363
Serva Assisted Living Of Scottsdale,,"7412 East Wethersfield Road, Scottsdale, Az 85260",Scottsdale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f8bf10746f74593677c9d9ba6d666a6e.jpg,,,https://app.seniorplace.com/communities/show/0281f379-656d-4742-868f-14ccc3182962
Seven Haven Ii,,"6456 East Orion Street, Mesa, Az 85215",Mesa,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7898ca27ca1852d5edd7d0b0e6c24efb.jpg,,,https://app.seniorplace.com/communities/show/ac8242fc-354f-4da5-bb5b-a156c05bd5da
Seven Haven,,"4833 East Mclellan Road, Mesa, Az 85205",Mesa,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/42a27a0d566d769bed365341de07c5e0.jpg,,,https://app.seniorplace.com/communities/show/eed4257b-00ee-44f9-b600-a053d2fd544b
Shadow Mountain Memory Care,,"10030 North 32Nd Street, Phoenix, Az 85028",Phoenix,,"Assisted Living Home, Memory Care",https://app.seniorplace.com/api/files/public/bac84f27-fbbc-47d4-820f-7b55b160510b,,,https://app.seniorplace.com/communities/show/fb0a5679-d440-40a5-8f64-136d39993d5e
Shady Lane Living,,"11240 East Shady Lane, Tucson, Az 85749",Tucson,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/2dfb7280919baecaa50a6310ee53661a.jpg,,,https://app.seniorplace.com/communities/show/6e0b3fd5-f266-4cb9-ba3a-564b4f475846
Shady Pines Care Home,"Shady Pines Care Home creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","3178 East Vaughn Avenue, Gilbert, Az 85234",Gilbert,2750,"Assisted Living Home, Board And Care Home",,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/gilbert/shady-pines-care-home
Shambhala Assisted Living,,"17814 North 56Th Street, Scottsdale, Az 85254",Scottsdale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d2f265e7348c24aa9763951cdbfac5ef.jpg,,,https://app.seniorplace.com/communities/show/6f9b0f6f-0143-4bcb-8872-5798604da78f
Shea Estates Assisted Living,,"6101 East Voltaire Avenue, Scottsdale, Az 85254",Scottsdale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/28939d7c7e865704299cfdd3171e6b72.jpg,,,https://app.seniorplace.com/communities/show/bf4c96b6-29d0-4f0d-8b48-cd013bc82da9
Shea Manor Assisted Living,,"10433 North 43Rd Street, Phoenix, Az 85028",Phoenix,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ea77bf065d2e5e4232b9e3c262e9bcd1.jpg,,,https://app.seniorplace.com/communities/show/8147b0ee-6c66-47ae-8533-d8554310f488
Shepherd Hills Senior Care,,"6451 Shepherd Hills, Tucson, Az 85710",Tucson,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/b6fc7cbc-9eac-4aeb-9477-9d6ac2d3f0b9
Shepherd Hills Senior Care,,"6447 Shepherd Hills, Tucson, Az 85710",Tucson,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/66e976da1532fe32a09cd467d0bc075c.jpg,,,https://app.seniorplace.com/communities/show/d93f0c6c-3e69-400e-b949-5cb058cc0a1c
