ID,Title,URL,OldSerialized,NormalizedTypes,NormalizedTypeIDs,SerializedWritten
?,Vison Of Care Home,https://app.seniorplace.com/communities/show/0a371306-8072-4485-8175-076cb6f28f05,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Vista Del Rio,https://app.seniorplace.com/communities/show/9f4f243d-f3c9-4516-8efe-2acecec821f0,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Vista Del Verde Assisted Living,https://app.seniorplace.com/communities/show/049f7510-6c26-4c17-9ef0-9da68b9f6f44,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Vista Living Arcadia,https://app.seniorplace.com/communities/show/e8417dcb-5959-46f2-a5ba-2244e17de582,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Vista Living Camelback,https://app.seniorplace.com/communities/show/2ff05dac-61d4-4cd9-b865-0d6fd19b0ff2,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Vista Living Camelback View,https://app.seniorplace.com/communities/show/cbc3e92e-4d22-417a-8977-ca7feb58e501,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Vista Living Paradise Valley,https://app.seniorplace.com/communities/show/efbe7add-d0cf-46a2-bbc7-166ee72e1fe8,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Vista Pointe At Sierra Vista,https://app.seniorplace.com/communities/show/954791fb-dfab-4569-8995-8da90244bb2c,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Vista Winds Independent Living,https://app.seniorplace.com/communities/show/f5166c03-7023-4b9f-99e2-1e23e6f244b0,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Vista Winds,https://app.seniorplace.com/communities/show/821e844c-37ff-4492-86d8-a80f5b436058,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Vista Winds,https://app.seniorplace.com/communities/show/5b0e1c8e-4666-4e82-92cc-72f125696cb0,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Vitality Assisted Living,https://app.seniorplace.com/communities/show/845ad593-6f4f-4836-8efc-fdc7d7987bbc,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Watermark At Continental Ranch,https://app.seniorplace.com/communities/show/bc5e2a33-0936-4d4f-996e-785e7a8422dd,field_682fc481aaf60,"Independent Living, Assisted Living Community","6, 5",a:2:{i:0;i:6;i:1;i:5;}
?,We Care Recovery,https://app.seniorplace.com/communities/show/bd85381f-59f6-4799-8fb7-41ea5a80597f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Welcome Home,https://app.seniorplace.com/communities/show/9885996b-acc9-49ec-b00e-0f667dc232ca,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Welcome Home Residential Adult Care,https://app.seniorplace.com/communities/show/daa23ee4-b0b0-4b1f-b46d-7c5233e6e6e7,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Well Life Care Homes Feather,https://app.seniorplace.com/communities/show/217a7cca-e3d6-4256-957e-5240b14b13fb,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Wellspring Alh At Val Vista,https://app.seniorplace.com/communities/show/0958358d-54b0-498f-bee6-60af8dd13137,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Wellspring Alh In Chandler,https://app.seniorplace.com/communities/show/971305d2-a429-4286-b619-38eae4da0ddb,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,West Lane Home,https://app.seniorplace.com/communities/show/4056369c-0639-429f-8404-f31c430eed0b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,West Valley Care Home,https://app.seniorplace.com/communities/show/a1213662-c08a-449b-9697-d3799fb55fd6,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,West Valley Care Home Ii,https://app.seniorplace.com/communities/show/09af6233-93ee-40a9-bcdb-33a4d2bc2d20,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,West Wing Loving Care,https://app.seniorplace.com/communities/show/7c7c5299-7637-42e5-9988-9c523320d15e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Westchester Tbi Home Care,https://app.seniorplace.com/communities/show/25316ba5-f336-42cf-be84-8d5508f3766f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Westgate Village A Provincial Senior Living Community,https://app.seniorplace.com/communities/show/2f4f227b-d789-4faf-8e0e-a3063f006747,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Whispering Waters,https://app.seniorplace.com/communities/show/3b7ff0cd-a717-4846-9059-dca97eb1c8b1,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Whispering Wind Assisted Living,https://app.seniorplace.com/communities/show/a6ff83f6-6cf8-4ed8-9686-faaed8f7e2ba,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,White Dove Assisted Living,https://app.seniorplace.com/communities/show/5e4060ba-4b90-4dd9-9ac4-bed6796ee2d0,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,White Dove At Silver Crest,https://app.seniorplace.com/communities/show/da5b3019-8f79-441c-837d-2d9fd6c79eab,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,White Dove At Sunrise Mountain Assisted Living,https://app.seniorplace.com/communities/show/f51efb47-2fda-4351-8215-4ab765ab77f9,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,White Violet,https://app.seniorplace.com/communities/show/8f497e41-e0d1-432e-8ba1-3b6a85988dad,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,White Violet Adult Care Home Iii,https://app.seniorplace.com/communities/show/cf3f5eb3-3ac5-416f-98db-281042539d48,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Willow Creek Assisted Living,https://app.seniorplace.com/communities/show/43a4ffeb-32cc-4e8e-85cf-fa56ca77bde1,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Willow Springs Assisted Living,https://app.seniorplace.com/communities/show/b54c8e4f-d337-4fa1-a38c-18e3637ab0bf,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Willow Wind Assisted Living,https://app.seniorplace.com/communities/show/28cdacab-239e-43aa-bf15-af850c94264d,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Windrest Manor Assisted Living,https://app.seniorplace.com/communities/show/c512e78f-1926-4efb-ad88-3de6efef2656,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Windrose Assisted Living,https://app.seniorplace.com/communities/show/e2fa40a5-7eae-4958-86c2-a48098da982c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Windsong Care Assisted Living,https://app.seniorplace.com/communities/show/c7f7bb47-6f32-432e-b184-e52a33ef966f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Wings Of Faith Assisted Living,https://app.seniorplace.com/communities/show/73f91321-5afd-41a0-a615-9d8053951978,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Winilyn Home,https://app.seniorplace.com/communities/show/9267352e-dbdf-4860-a721-7633715d610a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Wooddale Village,https://app.seniorplace.com/communities/show/390510a3-c2e0-48d9-b208-d6a84df60b79,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Woodland Palms,https://app.seniorplace.com/communities/show/6b74ff8f-43e7-45ad-b5e6-5a3c7f11ef0a,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Wyns Garden Assisted Living,https://app.seniorplace.com/communities/show/a3984e60-199d-4f42-b99f-6d9acff4977c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Xcianna Assisted Living,https://app.seniorplace.com/communities/show/5f59d9a9-142c-4cc1-a0eb-f78e33468226,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Young Family Care Homes And Investments,https://app.seniorplace.com/communities/show/f85a5378-2c6d-418b-8b2f-17053d7cbb53,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Young Life Assisted Living,https://app.seniorplace.com/communities/show/ddfe4c01-9068-46be-8eda-a1a7c04fc817,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Young Life Assisted Living 2,https://app.seniorplace.com/communities/show/ccf4d5ca-1a19-4acb-8b0e-2a3dc9f06dfc,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Young Life Assisted Living 4,https://app.seniorplace.com/communities/show/af4c257b-e847-4ce4-9962-00783bc9cb05,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Young Life Assisted Living 5,https://app.seniorplace.com/communities/show/95b0b007-3dc4-4da3-8a81-5b9e53508288,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Yucca Assisted Living,https://app.seniorplace.com/communities/show/90f74227-5828-4be8-80e6-601b160bab36,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Zaweah Luxury Living,https://app.seniorplace.com/communities/show/334141d8-56a6-4bab-9292-921f7a44f041,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Zoes Assisted Living,https://app.seniorplace.com/communities/show/4f595738-e3d2-4cca-a7c3-83530292ad48,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Zuri Homes,https://app.seniorplace.com/communities/show/4ff9372a-8178-4423-9131-4c274ce19f66,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,A Bridge Home,https://app.seniorplace.com/communities/show/b96d0a5e-e0dc-4d53-82ee-dea185fc923d,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,A Caring Heart,https://app.seniorplace.com/communities/show/6bfd5867-5f04-4ab5-b6c4-88144fdae2ca,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,A Haven Of Care,https://app.seniorplace.com/communities/show/50276268-89c5-47fb-be7a-773658bd62e2,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,A Haven Of Hope,https://app.seniorplace.com/communities/show/53f0f552-61d9-41b0-9359-6f975d4e60c7,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,A Legacy Personal Care Home,https://app.seniorplace.com/communities/show/5c61c9cc-e0db-4a72-9f13-3d4ee35736e0,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,A Love For Life,https://app.seniorplace.com/communities/show/b31963b7-62f0-40b1-b3b9-4575ca65a7ca,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,A Love For Life,https://app.seniorplace.com/communities/show/c725d27a-f6ee-43ee-8c4c-48ec2263b25a,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,A Loving Hand,https://app.seniorplace.com/communities/show/7124718d-15ba-489a-a7d7-671e33415629,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,A New Day,https://app.seniorplace.com/communities/show/bf70f13e-af77-41b1-b15a-c0d2ae5e86f2,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,A Wildflower Assisted Living And Care Home,https://app.seniorplace.com/communities/show/b7be47eb-24c0-4098-889a-bd1b0832e4d3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,A Wildflower Assisted Living And Care Home,https://app.seniorplace.com/communities/show/9f431046-b830-4178-bf7b-b699e08d57a7,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,A Wildflower Assisted Living And Care Home,https://app.seniorplace.com/communities/show/fb16a527-6630-4e2e-8901-810b8ffc9c10,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,A Wildflower Assisted Living And Care Home,https://app.seniorplace.com/communities/show/084aa593-ae50-4291-be0c-c931ddd8dae2,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,A Wildflower Assisted Living And Care Home,https://app.seniorplace.com/communities/show/bd722838-e59c-4e8b-a080-080ab0f0f8e9,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,A Wildflower Assisted Living And Care Home,https://app.seniorplace.com/communities/show/ca95e8e7-6caf-43b9-8661-2ae230fd7ab0,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Aplus Healthcare At Home Home Health,https://app.seniorplace.com/communities/show/0ce44f1f-5f60-4f95-b501-f22e1fe7de8b,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Abbey Road Assisted Livingnewport,https://app.seniorplace.com/communities/show/9b246844-058e-45c4-ac4b-fa3b235b3630,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Abbey Road Assisted Livingulster,https://app.seniorplace.com/communities/show/f037a657-cc2d-4a16-96ed-5c1a90a25cf5,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Abbington Manor Al I,https://app.seniorplace.com/communities/show/658dad7d-865e-41de-8960-9abea14ca467,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Abbington Manor Memory Care,https://app.seniorplace.com/communities/show/7f28c3fe-7e20-4f3c-a87c-e3a979911651,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Aberdeen Ridge,https://app.seniorplace.com/communities/show/b0973e40-16d7-403e-bd49-ffdfd89046ed,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Ability Home Health,https://app.seniorplace.com/communities/show/2b69de32-4385-4b4e-9859-27771f831c95,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Ability Hospice,https://app.seniorplace.com/communities/show/0208c275-e1be-4a5b-aa23-cb51890e243a,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Abundant Blessings Care Assisted Livinglincoln,https://app.seniorplace.com/communities/show/9c214370-e431-4e36-a23d-4f81b5446fff,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Abundant Blessings And Care Assisted Living,https://app.seniorplace.com/communities/show/2958739f-1f04-4558-b313-cc5021029848,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Abundant Blessings And Care Assisted Livngeastman,https://app.seniorplace.com/communities/show/c78f87e1-903c-4692-b620-51cf4566f81c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Abundant Blessings And Care Asst Lvg Geddes Ave,https://app.seniorplace.com/communities/show/18170c81-8b33-4297-8fb2-079c93ac1e81,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Abundant Blessings And Caremarion Way,https://app.seniorplace.com/communities/show/f398509e-e071-4649-bbab-10d67c296ec3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Academy University Hill,https://app.seniorplace.com/communities/show/a37b67ab-7afd-4ff7-b5d0-355eaa81c0af,field_682fc481aaf60,"Assisted Living Community, Home Care","5, 488",a:2:{i:0;i:5;i:1;i:488;}
?,Accelerate Skilled Nursing Rehab Lafayette,https://app.seniorplace.com/communities/show/2146663e-51c4-456f-ba1f-f2d330b3320a,field_682fc481aaf60,"Assisted Living Community, Nursing Home","5, 7",a:2:{i:0;i:5;i:1;i:7;}
?,Achs Hospice Palliative Care,https://app.seniorplace.com/communities/show/07fb89b9-b9b1-40fd-aafe-a4cd5524aa97,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Acoya Cherry Creek,https://app.seniorplace.com/communities/show/a5c0e6b5-8477-4073-82bd-126868e2776f,field_682fc481aaf60,"Independent Living, Assisted Living Community","6, 5",a:2:{i:0;i:6;i:1;i:5;}
?,Active Hospice,https://app.seniorplace.com/communities/show/f5b77519-9659-4710-b407-1c4f29a13b24,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Adelante Ventana,https://app.seniorplace.com/communities/show/8472a1ae-ab15-4ddb-96c0-c1b22a30a2b1,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Adobe Assisted Living 1 The,https://app.seniorplace.com/communities/show/cbb0205b-1eb5-4638-8f9e-0acd357fac5e,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Advanced Home Care And Hospice Of Coeur Dalene,https://app.seniorplace.com/communities/show/9f275fd8-1cd4-4970-884c-9932cced10e0,field_682fc481aaf60,"Nursing Home, Home Care","7, 488",a:2:{i:0;i:7;i:1;i:488;}
?,Advantage Assisted Living,https://app.seniorplace.com/communities/show/bec08a19-13aa-433e-923d-1d5b282b29ac,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Advantage Assisted Living,https://app.seniorplace.com/communities/show/82020c19-819a-419b-ab4a-9569e6e87558,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Afi Hospice,https://app.seniorplace.com/communities/show/bfc1aaab-5c32-4c6f-9fa2-73b656f0a3da,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Aladdin At Brush,https://app.seniorplace.com/communities/show/114fa771-4fcc-41e0-a317-0f85fe196606,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Aladdin At Keenesburg The,https://app.seniorplace.com/communities/show/dca0d074-ef36-4a96-a9e8-4742ff515562,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Albuquerque Uptown Assisted Living,https://app.seniorplace.com/communities/show/6aa4a4b8-6f70-42fd-a787-8f54b8bfc684,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,All Seasons Hospice,https://app.seniorplace.com/communities/show/23f587dd-73e7-4cda-9a22-bc1ea907ce4f,field_682fc481aaf60,"Assisted Living Home, Home Care","162, 488",a:2:{i:0;i:162;i:1;i:488;}
?,All Seasons Of Cedar City,https://app.seniorplace.com/communities/show/42bd028e-0429-4df8-a19b-b3282117abc6,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,All Seasons Of West Jordan 2,https://app.seniorplace.com/communities/show/5dce357b-b657-4a2b-a9d7-1ed25fb082c2,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Allcare Assisted Living,https://app.seniorplace.com/communities/show/60b97301-8553-42fa-9326-d8d8adc82d98,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Alliance Hospice Of Idaho,https://app.seniorplace.com/communities/show/87fe23f9-5097-4972-beba-1ab5832deac1,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Alpine Acres Assisted Living,https://app.seniorplace.com/communities/show/be2976a3-d59d-45f4-8b50-33b25ebf484c,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Alpine Manor Ii,https://app.seniorplace.com/communities/show/44443b17-b0cf-4723-a284-53196ed7672b,field_682fc481aaf60,"Assisted Living Community, Assisted Living Home, Memory Care","5, 162, 3",a:3:{i:0;i:5;i:1;i:162;i:2;i:3;}
?,Alta Ridge Sandy Al,https://app.seniorplace.com/communities/show/2bb491ba-067c-43eb-a879-c0581fb31d98,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Alta Ridgesandy Mc,https://app.seniorplace.com/communities/show/6ff5cf73-acf0-4e13-afa7-a942e62ca883,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Altavita Assisted Living,https://app.seniorplace.com/communities/show/bd62479e-8209-4acf-81dc-ef43f077e879,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Altavita Memory Care Centre,https://app.seniorplace.com/communities/show/a64680e5-3e59-42fe-9cf9-0d1286ee8668,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Alternative Care Homesmarshall,https://app.seniorplace.com/communities/show/9aee124e-4d72-4df2-9933-23731a04bc48,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Amaran Senior Living,https://app.seniorplace.com/communities/show/28b3f96b-b395-446b-8e46-b87f736def43,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Amaris Assisted Living,https://app.seniorplace.com/communities/show/1f0cd506-78a2-4c05-ae26-6de5264931fe,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,American San Pablo Assisted Living,https://app.seniorplace.com/communities/show/6b8bfa74-199a-46a2-956c-f849bd396226,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,American Winds Of Grace,https://app.seniorplace.com/communities/show/3399a90a-7fa5-485e-b982-3e714532b639,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Amira Choice Arvada,https://app.seniorplace.com/communities/show/17a08bc6-8e18-46a3-b719-ae23da2943c8,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Ancestors Home,https://app.seniorplace.com/communities/show/3f9ad0ac-69a6-4e12-8cbf-6725d0171efb,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Angels Crossing Home Hospice,https://app.seniorplace.com/communities/show/6ac3ee40-c40c-416d-8193-aab1b5f44fa7,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Apex Assisted Living,https://app.seniorplace.com/communities/show/138035fb-527a-404d-be64-6ca8f29daa67,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Apple Tree Assisted Living,https://app.seniorplace.com/communities/show/5baab959-b6d4-426a-b7b1-6cdab8b9d892,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Apple Tree Assisted Living,https://app.seniorplace.com/communities/show/6aff27fd-d0c0-4dce-8b2e-dec210a57b5b,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Apple Valley Residence,https://app.seniorplace.com/communities/show/df2a0b82-bb08-4737-b2a2-753c71bc6a77,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Apple Village Assisted Living,https://app.seniorplace.com/communities/show/f3bc3a55-a620-4356-8f65-7197b794d1dd,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Applegate Assisted Living,https://app.seniorplace.com/communities/show/21b9e38f-4e7d-4b5b-9754-795a08290c93,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Applegate Homecare,https://app.seniorplace.com/communities/show/a3c58dca-98a1-40e5-9f99-ce695035a995,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Appleleaf Assisted Living,https://app.seniorplace.com/communities/show/db977a30-0bad-4323-b132-f53a2fe6030b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Applewood Our House 4,https://app.seniorplace.com/communities/show/8b546bed-5f90-4163-9895-d35b8426bf96,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Applewood Our House Assisted Living Facility Iii,https://app.seniorplace.com/communities/show/1b6e2c61-63cc-4ed2-89df-aec4d43f8792,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Applewood Our House Assisted Living Facility 5,https://app.seniorplace.com/communities/show/c7b030dc-e362-4b16-ba56-3a0c5c0cf399,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Applewood Our House Assisted Living,https://app.seniorplace.com/communities/show/bdbdd8d0-e2e1-4849-bb7d-307b80adf78f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Applewood Our House Asst Lvg Facilities Ii,https://app.seniorplace.com/communities/show/16bbf833-2254-4994-b302-5e52141a65ed,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Ara At Hidden River Tbi,https://app.seniorplace.com/communities/show/1fd5a347-1e06-45cb-88ed-f53d32ba3dfb,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Ara At Holly Hills Tbi,https://app.seniorplace.com/communities/show/287dc1a0-aa07-4faf-9aaa-322c927bbd99,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Ara At Lander Circle,https://app.seniorplace.com/communities/show/2d1cf582-7d6e-4ec1-ad77-ef11952133e7,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Ara At The Pinery,https://app.seniorplace.com/communities/show/bf942315-620d-4621-9394-ead4fbc8bc1a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Ara At The Woodlands,https://app.seniorplace.com/communities/show/e513e8fd-9447-4fc3-b712-b0495a280557,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arbor View,https://app.seniorplace.com/communities/show/058536c2-6017-463a-b7b3-b771bb5001de,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Arbor View,https://app.seniorplace.com/communities/show/7acf57b0-00ed-410b-9481-5f32ef2fe0ba,field_682fc481aaf60,"Assisted Living Community, Nursing Home","5, 7",a:2:{i:0;i:5;i:1;i:7;}
?,Arbor Village At Hillcrest,https://app.seniorplace.com/communities/show/3d0e280d-cbb3-4794-8d90-f7f31e469f98,field_682fc481aaf60,"Independent Living, Assisted Living Community","6, 5",a:2:{i:0;i:6;i:1;i:5;}
?,Arbors Of Del Rey,https://app.seniorplace.com/communities/show/00d58b8b-2c72-4ad2-bdc2-95cde836f3b3,field_682fc481aaf60,"Assisted Living Community, Home Care","5, 488",a:2:{i:0;i:5;i:1;i:488;}
?,Arca Gun Club,https://app.seniorplace.com/communities/show/4e290249-dc78-4a44-859e-46e982913c6d,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arca Lakeview,https://app.seniorplace.com/communities/show/6abbb27f-11fa-4424-a993-1066979c3c87,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arca Mesquite Wood,https://app.seniorplace.com/communities/show/7a9e0172-38bc-420d-abb4-6381b4bf34fe,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arca Summerwood,https://app.seniorplace.com/communities/show/02b439d0-a9c3-4d44-86fd-0c1fdc4efadf,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Aristocrat Assisted Living The,https://app.seniorplace.com/communities/show/3a552f12-2fc2-4f05-8aeb-ecf40ce676e3,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
