ID,Title,City,State,SeniorPlaceURL,SeniorlyURL,NormalizedTypes,NormalizedTypeIDs
,Beehive Cottages,St. George,Utah,https://app.seniorplace.com/communities/show/0890c1c5-38d3-4ed1-9a15-109742b798df,,Independent Living,6
,Beehive Home Of Layton,Layton,Utah,https://app.seniorplace.com/communities/show/e0326b14-8dae-4c28-b655-61dc89aa2b76,,Assisted Living Community,5
,Beehive Homes At The Cortez Homestead,Cortez,Colorado,https://app.seniorplace.com/communities/show/94d18c8d-f619-48c0-a9fa-303521a2c005,,Assisted Living Community,5
,Beehive Homes Of Alamogordo,Alamogordo,New Mexico,https://app.seniorplace.com/communities/show/30b5ffd7-d794-4a89-8389-327a78406340,,Assisted Living Community,5
,Beehive Homes Of American Fork South Building One,American Fork,Utah,https://app.seniorplace.com/communities/show/b6c47aaa-5cb0-428b-8f46-9af39ed8d874,,Assisted Living Community,5
,Beehive Homes Of Bernalillo,Bernalillo,New Mexico,https://app.seniorplace.com/communities/show/789f063e-ff94-47ab-b682-4bcea8d2bd67,,Assisted Living Community,5
,Beehive Homes Of Bernalillo 2,Bernalillo,New Mexico,https://app.seniorplace.com/communities/show/3d972429-80db-47fe-86f6-7b1e4ad5674b,,Assisted Living Community,5
,Beehive Homes Of Bosque Farms 2,Bosque Farms,New Mexico,https://app.seniorplace.com/communities/show/17dc5298-8fe4-48b9-9d72-d10b7aa7cf89,,Assisted Living Community,5
,Beehive Homes Of Clovis,Clovis,New Mexico,https://app.seniorplace.com/communities/show/5d639adf-4bac-483a-85a4-a099cd0f2958,,Assisted Living Community,5
,Beehive Homes Of Deming,Deming,New Mexico,https://app.seniorplace.com/communities/show/3012916c-66b2-4711-8b70-5da0213e5ad4,,Assisted Living Community,5
,Beehive Homes Of Draper,Draper,Utah,https://app.seniorplace.com/communities/show/8a2a59d2-da92-42c9-ac0a-3d3429c7c474,,Assisted Living Community,5
,Beehive Homes Of Draper 2,Draper,Utah,https://app.seniorplace.com/communities/show/05181625-0e6e-4f5a-99ed-59809e8ca304,,Assisted Living Community,5
,Beehive Homes Of Enchanted Hills,Rio Rancho,New Mexico,https://app.seniorplace.com/communities/show/0676d3e9-7597-42fd-b44a-b4e981be9f3e,,Assisted Living Community,5
,Beehive Homes Of Farmington,Farmington,New Mexico,https://app.seniorplace.com/communities/show/a0c588cf-b7d1-4241-9a6b-78c007a1b983,,Assisted Living Home,162
,Beehive Homes Of Farmington 2,Farmington,New Mexico,https://app.seniorplace.com/communities/show/d15791dc-95b6-4799-9d92-6b6eee8a3367,,Assisted Living Home,162
,Beehive Homes Of Farmington 4,Farmington,New Mexico,https://app.seniorplace.com/communities/show/5dd409da-9b9e-4351-b5f1-ccd013c554b6,,Assisted Living Community,5
,Beehive Homes Of Four Hills I,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/c1aa5542-bdfc-4c55-9254-d5d9432c5525,,Assisted Living Community,5
,Beehive Homes Of Gallup,Gallup,New Mexico,https://app.seniorplace.com/communities/show/f2e18cc9-0490-4da7-8205-1b99301fcb30,,Assisted Living Community,5
,Beehive Homes Of Grand Junction,Grand Junction,Colorado,https://app.seniorplace.com/communities/show/f3058eea-f412-4674-83c7-9ec5dec6a837,,Assisted Living Home,162
,Beehive Homes Of Herriman 1,Herriman,Utah,https://app.seniorplace.com/communities/show/478f0160-3a1e-40e6-8386-12c913790d68,,Assisted Living Community,5
,Beehive Homes Of Hobbs,Hobbs,New Mexico,https://app.seniorplace.com/communities/show/244cbc10-d1d7-4b73-b0ef-637284a11c4e,,Assisted Living Community,5
,Beehive Homes Of Kanab,Kanab,Utah,https://app.seniorplace.com/communities/show/09c1b308-3ebb-4143-a3fc-d2ac1dda23bb,,"Assisted Living Community, Assisted Living Home","5, 162"
,Beehive Homes Of Maeser,Vernal,Utah,https://app.seniorplace.com/communities/show/66259c9a-c601-4425-83c7-3a3728cc4447,,Assisted Living Community,5
,Beehive Homes Of Magna,Magna,Utah,https://app.seniorplace.com/communities/show/b5725a65-b438-4a75-906f-2834de42dd63,,Assisted Living Community,5
,Beehive Homes Of Naples,Vernal,Utah,https://app.seniorplace.com/communities/show/1b745d96-c166-4b88-9afd-dcc1f108bfc7,,Assisted Living Community,5
,Beehive Homes Of Parker,Parker,Colorado,https://app.seniorplace.com/communities/show/5ed714b5-e317-454c-85fe-2fa70fc898fd,,Assisted Living Community,5
,Beehive Homes Of Payson,Payson,Utah,https://app.seniorplace.com/communities/show/1e91e0ec-5a3b-40ce-ae4c-0f05850bc36e,,Assisted Living Community,5
,Beehive Homes Of Perry,Brigham City,Utah,https://app.seniorplace.com/communities/show/109a1f87-c9e0-400e-a44e-30c50c1cc9be,,Assisted Living Community,5
,Beehive Homes Of Portales,Portales,New Mexico,https://app.seniorplace.com/communities/show/ea768b6b-1170-4648-a23d-a3fb33178499,,Assisted Living Community,5
,Beehive Homes Of Provo,Provo,Utah,https://app.seniorplace.com/communities/show/75bd02ff-b0dd-41ae-92c4-a26cb5629923,,Assisted Living Community,5
,Beehive Homes Of Provo Ii,Provo,Utah,https://app.seniorplace.com/communities/show/08fa0a74-4a25-47e4-ab02-37dbc56c6634,,,
,Beehive Homes Of Raton,Raton,New Mexico,https://app.seniorplace.com/communities/show/9eb8d08c-5c86-459b-aa3c-4630911f6849,,Assisted Living Community,5
,Beehive Homes Of Richfield 1,Richfield,Utah,https://app.seniorplace.com/communities/show/24d355ca-a12f-4e9b-9cb6-b7e107c640ab,,Assisted Living Community,5
,Beehive Homes Of Richfield 2,Richfield,Utah,https://app.seniorplace.com/communities/show/9653c3af-2687-4d8c-9c3e-53b73b023ec2,,"Assisted Living Community, Assisted Living Home","5, 162"
,Beehive Homes Of Rio Rancho I,Rio Rancho,New Mexico,https://app.seniorplace.com/communities/show/29ece350-9452-41f1-9c89-8ddcfa198723,,Assisted Living Home,162
,Beehive Homes Of Riverton,Riverton,Utah,https://app.seniorplace.com/communities/show/10ccb021-3d93-42b1-abff-2a9fdaf49949,,Assisted Living Community,5
,Beehive Homes Of Roswell,Roswell,New Mexico,https://app.seniorplace.com/communities/show/6ef93d6e-c35c-404b-81ac-316327591729,,"Assisted Living Community, Assisted Living Home","5, 162"
,Beehive Homes Of Salem,Salem,Utah,https://app.seniorplace.com/communities/show/7fa5ff43-6d7f-45b1-ba43-94c1591fcdc3,,Assisted Living Community,5
,Beehive Homes Of Salt Lake City,Salt Lake City,Utah,https://app.seniorplace.com/communities/show/bd3c43e2-5421-40d4-9db3-7692f78d0aac,,Assisted Living Community,5
,Beehive Homes Of San Pedro Building C,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/cfe2669b-0c0f-4602-bd80-d04ac2eff13f,,Assisted Living Community,5
,Beehive Homes Of San Pedro D,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/97752291-0649-4d37-bff0-942fa19185ba,,Assisted Living Community,5
,Beehive Homes Of Santaquin,Santaquin,Utah,https://app.seniorplace.com/communities/show/fc7ede9c-f16d-4c7a-8e72-caeabd141b23,,Assisted Living Community,5
,Beehive Homes Of South Jordan,South Jordan,Utah,https://app.seniorplace.com/communities/show/e02faf40-998e-4fe6-bf5b-9c2b73e19f29,,Assisted Living Community,5
,Beehive Homes Of Spanish Fork,Spanish Fork,Utah,https://app.seniorplace.com/communities/show/37732554-af69-45a8-9d17-6f1662953251,,Assisted Living Community,5
,Beehive Homes Of St George 1,St. George,Utah,https://app.seniorplace.com/communities/show/f03a7820-0270-4327-bc39-2a0097ff96c1,,Assisted Living Community,5
,Beehive Homes Of St George 2,St. George,Utah,https://app.seniorplace.com/communities/show/5a1e26b3-67a9-4d12-ad22-22baf13797ed,,Assisted Living Community,5
,Beehive Homes Of Syracuse,Syracuse,Utah,https://app.seniorplace.com/communities/show/164cdfce-d694-45e0-ad81-b1b45ad64847,,Assisted Living Community,5
,Beehive Homes Of Tooele,Tooele,Utah,https://app.seniorplace.com/communities/show/e775703b-435e-42c6-8b46-6352665c58cc,,Assisted Living Community,5
,Beehive Homes Of Vernal,Vernal,Utah,https://app.seniorplace.com/communities/show/7f91faa5-f52d-4aee-9923-149d7622002f,,Assisted Living Community,5
,Beehive Homes Of Volcano Cliffs,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/f9682bcc-a536-4324-8c77-5c369e0c8b70,,Assisted Living Community,5
,Beehive Homes Of Washington County 3,Hurricane,Utah,https://app.seniorplace.com/communities/show/b1e4be9d-bc99-44c0-9ff1-fc2136311850,,Assisted Living Community,5
,Beehive Homes Of Washington County 5,Washington,Utah,https://app.seniorplace.com/communities/show/3be1efb3-b192-4b65-a2c6-19d53c954a05,,Assisted Living Community,5
,Beehive Homes Of Washington County 7,Washington,Utah,https://app.seniorplace.com/communities/show/34565f26-6dd8-4ddc-91d1-936965b2f01f,,Assisted Living Community,5
,Beehive Homes Of Washington County 8,St. George,Utah,https://app.seniorplace.com/communities/show/8dcfd7a1-ac6c-4f1e-a064-f2c533fecd34,,Assisted Living Community,5
,Beehive Homes Of White Rock,White Rock,New Mexico,https://app.seniorplace.com/communities/show/df5570f1-83af-4cdc-8dd0-49b9edcf4804,,Assisted Living Community,5
,Beewell Assisted Living,Colorado Springs,Colorado,https://app.seniorplace.com/communities/show/d68ebba4-58df-4028-9591-8e0fd1c41e40,,Assisted Living Community,5
,Beewell Assisted Living Winterberry,Nampa,Idaho,https://app.seniorplace.com/communities/show/a6caf6ff-32c5-405b-9849-c23674d1386a,,"Assisted Living Community, Memory Care","5, 3"
,Bel Aire Homes,Orem,Utah,https://app.seniorplace.com/communities/show/4c621527-19e0-4617-81c0-c05327b9af8f,,Assisted Living Community,5
,Bella Terra St George,St. George,Utah,https://app.seniorplace.com/communities/show/2c2731c4-2294-4002-ac53-ca17e328e7c6,,Nursing Home,7
,Bellamah House Ltd Co,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/fde4df6b-343d-4865-92a7-9f4718068327,,Assisted Living Home,162
,Belle Vie Hospice,Lehi,Utah,https://app.seniorplace.com/communities/show/1bc495a7-10a6-464b-bed8-c7eb3dbb3c35,,Home Care,488
,Belleview Heights,Aurora,Colorado,https://app.seniorplace.com/communities/show/e940a76d-9dd4-423e-82d1-b2818358bd18,,"Assisted Living Community, Memory Care","5, 3"
,Belleview Heights Alzheimers Special Care Center,Aurora,Colorado,https://app.seniorplace.com/communities/show/1d371aa2-82e3-4a2e-bde7-9b0da3d4d84d,,Assisted Living Community,5
,Belleview Suites At Dtc Assisted Living Memory,Denver,Colorado,https://app.seniorplace.com/communities/show/fa6e4e07-3992-4396-8de7-4121d9c9615f,,Assisted Living Community,5
,Belmont Senior Care,Pueblo,Colorado,https://app.seniorplace.com/communities/show/c1a5c2c0-fe60-4b6a-8c5c-105dfdecb338,,Assisted Living Community,5
,Best Assisted Living,Sandy,Utah,https://app.seniorplace.com/communities/show/aabc92cc-1f77-475a-8929-f7f43f67a1ba,,"Assisted Living Community, Assisted Living Home","5, 162"
,Best Assisted Living,Sandy,Utah,https://app.seniorplace.com/communities/show/76f1ce14-136e-4172-988a-b1ec17ff6afd,,"Assisted Living Community, Assisted Living Home","5, 162"
,Best Homecare And Staffing,Nampa,Idaho,https://app.seniorplace.com/communities/show/889a5283-0104-486c-a44c-cc292a5108dd,,Home Care,488
,Bethesda Gardens Loveland,Loveland,Colorado,https://app.seniorplace.com/communities/show/8267b9fe-2629-4a20-8400-5d34aca13740,,Assisted Living Community,5
,Bethesda Gardens Thornton,Thornton,Colorado,https://app.seniorplace.com/communities/show/93cce790-50f0-4248-a468-b1ae583eaa20,,"Assisted Living Community, Memory Care","5, 3"
,Bethesda Gardens Thornton Assisted Living And Memory Care,"Thornton,",Colorado,https://app.seniorplace.com/communities/show/8b248dd5-60d5-4abd-82eb-ac08e8de845f,,,
,Bethhaven House,Colorado Springs,Colorado,https://app.seniorplace.com/communities/show/386ec8a3-bc3e-4eac-a683-a32d0d6cf45a,,Assisted Living Home,162
,Birch Assisted Living,Greeley,Colorado,https://app.seniorplace.com/communities/show/70a89249-1df6-42ac-8542-b9b30dda98ae,,Assisted Living Community,5
,Blacksmith Fork Assisted Living,Hyrum,Utah,https://app.seniorplace.com/communities/show/2ca77195-1da5-4afa-b7a9-1cfe9a2f9b55,,Assisted Living Community,5
,Blessings Senior Services,Thornton,Colorado,https://app.seniorplace.com/communities/show/abbb3443-db07-405b-8894-2a3363bf0121,,Assisted Living Home,162
,Blessings Senior Services Ii,Aurora,Colorado,https://app.seniorplace.com/communities/show/31056618-4f4d-4108-b8b1-fd2714234d52,,Assisted Living Home,162
,Blossom View Assisted Living,Clifton,Colorado,https://app.seniorplace.com/communities/show/22dbec7a-1f12-48e8-b113-25f856ce12d2,,Assisted Living Community,5
,Blue Horizon Boutique Assisted Living Memory Care Building A,Las Cruces,New Mexico,https://app.seniorplace.com/communities/show/52f58856-16fa-4e32-ae8d-f36fd8d8151a,,Assisted Living Community,5
,Bluebird Hospice,Meridian,Idaho,https://app.seniorplace.com/communities/show/c9a87291-5131-4b76-9151-eda0adb083aa,,Home Care,488
,Bluebonnet Haus,Twin Falls,Idaho,https://app.seniorplace.com/communities/show/b6523a64-4443-4648-8e28-7d5580eb6f43,,"Assisted Living Community, Assisted Living Home, Memory Care","5, 162, 3"
,Bonaventure Of Colorado Springs,Colorado Springs,Colorado,https://app.seniorplace.com/communities/show/5c58c638-f4ad-46a9-b87d-20666e4e87a4,,,
,Bonaventure Of Colorado Springs,Colorado Springs,Colorado,https://app.seniorplace.com/communities/show/86c16cd1-db02-428e-bdc2-39852e908fcb,,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3"
,Bonney Home,Gallup,New Mexico,https://app.seniorplace.com/communities/show/296776c7-6b8f-4623-935a-ba0ec158fa95,,Assisted Living Home,162
,Bonney Home,Gallup,New Mexico,https://app.seniorplace.com/communities/show/2a46ff33-fbc5-451b-b20e-05c8f981ad7a,,Assisted Living Community,5
,Bookcliff Manor Assisted Living,Grand Junction,Colorado,https://app.seniorplace.com/communities/show/ed3890ab-e22d-4f6c-8e71-3c1fe274d907,,Assisted Living Community,5
,Briargate House,Colorado Springs,Colorado,https://app.seniorplace.com/communities/show/b29232cc-43ef-4af8-9136-01e294988607,,Assisted Living Home,162
,Briarwood Assisted Living,Centennial,Colorado,https://app.seniorplace.com/communities/show/3ce3125f-8500-4171-a015-0f356c7487d4,,Assisted Living Home,162
,Bridge Assisted Living At Sandpoint,Sandpoint,Idaho,https://app.seniorplace.com/communities/show/a72a05f7-da73-4090-888f-06fb5b4a81eb,,"Assisted Living Community, Memory Care","5, 3"
,Bridge Assisted Living Life Care Cntr Of Greeley,Greeley,Colorado,https://app.seniorplace.com/communities/show/2f8761b1-15c0-424d-8fd7-6c3298f18bff,,Assisted Living Community,5
,Bridge Assisted Lvg At Life Care Ctr Of Co Springs,Colorado Springs,Colorado,https://app.seniorplace.com/communities/show/6c9e74e0-de28-4108-a7e6-5e281e6b4a1e,,Assisted Living Community,5
,Bridge At Valley View The,Boise,Idaho,https://app.seniorplace.com/communities/show/2da4b08e-2b13-4a5b-87d9-2daf20283ffb,,"Assisted Living Community, Memory Care","5, 3"
,Bridge Care Assisted Living,Aurora,Colorado,https://app.seniorplace.com/communities/show/4df7cf93-0103-4625-8a7e-db8e418f130f,,Assisted Living Home,162
,Bridgeview Estates Rcf,Twin Falls,Idaho,https://app.seniorplace.com/communities/show/0406f818-bef2-43bd-b2ea-469529de4956,,"Assisted Living Community, Memory Care, Nursing Home","5, 3, 7"
,Bright Assisted Living,Windsor,Colorado,https://app.seniorplace.com/communities/show/04e9a72b-23e3-47aa-add0-f92656d9cde3,,Assisted Living Home,162
,Bright Sun Assisted Living,Littleton,Colorado,https://app.seniorplace.com/communities/show/12e26788-bcdd-49fc-b3c6-1ed4c7a98f2c,,Assisted Living Home,162
,Brighton Co Cares Wellspring,Brighton,Colorado,https://app.seniorplace.com/communities/show/cc3f00ed-a90f-4ec3-ad9c-c11a544f35dc,,Assisted Living Home,162
,Brightstar Care Homes Hobble Creek,Boise,Idaho,https://app.seniorplace.com/communities/show/23ef7d65-8558-44c0-9898-1cb09e9f64d9,,"Assisted Living Community, Memory Care","5, 3"
,Brightstar Care Homes Settlers,Meridian,Idaho,https://app.seniorplace.com/communities/show/80a381a7-8c80-4ff4-9cf9-6e0205d85dbd,,"Assisted Living Community, Memory Care","5, 3"
,Brightstar Care Homes Stephen,Boise,Idaho,https://app.seniorplace.com/communities/show/9dc635d3-eb14-4ae0-83c0-f9e8ffcdfdcd,,"Assisted Living Community, Assisted Living Home, Memory Care","5, 162, 3"
,Brightstar Care Homes Summerset,Boise,Idaho,https://app.seniorplace.com/communities/show/18bc4984-b088-451c-8370-a581d2326e61,,"Assisted Living Community, Assisted Living Home","5, 162"
,Brightstar Care Homes Taft,Boise,Idaho,https://app.seniorplace.com/communities/show/10031a7e-872d-4050-aeab-4026fed8faf3,,"Assisted Living Community, Memory Care","5, 3"
,Brightwork Villa American Fork,American Fork,Utah,https://app.seniorplace.com/communities/show/fa6031c9-1aaf-43ef-a995-e8dbf9186abb,,Assisted Living Community,5
,Brightwork Villa Park Place,Pleasant Grove,Utah,https://app.seniorplace.com/communities/show/8150308d-fb02-4ac6-a36e-b46d95b22550,,"Assisted Living Community, Assisted Living Home","5, 162"
,Brio Assisted Living,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/9aa92cd5-8c52-4c98-a7c8-9d608be92212,,Assisted Living Community,5
,Brio Idaho Hospice,Idaho Falls,Idaho,https://app.seniorplace.com/communities/show/9fc581b7-cf61-4094-8414-b0dfe6f1087c,,Home Care,488
,Bristol Hospice Utah,North Ogden,Utah,https://app.seniorplace.com/communities/show/61577e61-5f4a-4313-a002-349a5fb6b05e,,Home Care,488
,Bristol Hospiceutah Ii,Murray,Utah,https://app.seniorplace.com/communities/show/8e0d9816-a7ec-4da2-bd9e-26988d87af2f,,Home Care,488
,Broadway Hills,Idaho Falls,Idaho,https://app.seniorplace.com/communities/show/5cd1c95d-f825-43eb-95ac-d7fba59c7eb6,,"Assisted Living Community, Memory Care","5, 3"
,Brookdale Briargate,Colorado Springs,Colorado,https://app.seniorplace.com/communities/show/286fc4fd-5827-4157-8d9f-391b92bbde14,,"Assisted Living Community, Memory Care","5, 3"
,Brookdale Brighton,Brighton,Colorado,https://app.seniorplace.com/communities/show/b781ec0e-cb38-40d5-8954-ccf8e1c2d2ea,,Assisted Living Community,5
,Brookdale Chubbuck,Chubbuck,Idaho,https://app.seniorplace.com/communities/show/24183d5f-25f4-45f6-92d0-708358a6e8bc,,"Assisted Living Community, Memory Care","5, 3"
,Brookdale Coeur Dalene,Coeur d'Alene,Idaho,https://app.seniorplace.com/communities/show/f68511df-e298-4026-a0ae-a09dc6e4e3d2,,"Assisted Living Community, Memory Care","5, 3"
,Brookdale Fort Collins Al Co,Fort Collins,Colorado,https://app.seniorplace.com/communities/show/a1634cc6-585c-4bbf-ba6f-69fdd936eebe,,"Assisted Living Community, Memory Care","5, 3"
,Brookdale Greeley,Greeley,Colorado,https://app.seniorplace.com/communities/show/f0b01bba-6beb-4c5b-ab09-ba687c69d36c,,Assisted Living Community,5
,Brookdale Lewiston,Lewiston,Idaho,https://app.seniorplace.com/communities/show/c7310a8b-f60e-4a43-8c83-bd74f7675995,,"Assisted Living Community, Memory Care","5, 3"
,Brookdale Littleton,Littleton,Colorado,https://app.seniorplace.com/communities/show/1e24a20f-9713-40b4-89d7-c9ff22e18aae,,Assisted Living Community,5
,Brookdale Mariana Butte,Loveland,Colorado,https://app.seniorplace.com/communities/show/b26636d6-2368-4ae4-92cf-6d87aa45f83a,,Assisted Living Community,5
,Brookdale Meridian Westland,Lakewood,Colorado,https://app.seniorplace.com/communities/show/afc19604-22c9-4a03-bdf1-4366dd6b8960,,,
,Brookdale North Loveland,Loveland,Colorado,https://app.seniorplace.com/communities/show/909cf8c9-52b1-41aa-aeaa-2fb59db1823c,,"Assisted Living Community, Memory Care","5, 3"
,Brookdale Pocatello,Pocatello,Idaho,https://app.seniorplace.com/communities/show/bf29c819-43b5-41f5-ae2c-c3d6849bfed7,,"Assisted Living Community, Memory Care","5, 3"
,Brookdale Santa Fe,Santa Fe,New Mexico,https://app.seniorplace.com/communities/show/439425ca-239c-4bb9-a534-9aae26a47f70,,,
,Brookdale Skylinealr,Colorado Springs,Colorado,https://app.seniorplace.com/communities/show/78f99160-1e37-4066-ad02-96e7d28a6057,,"Assisted Living Community, Nursing Home","5, 7"
,Brookdale Tramway Ridge,Albuqerque,New Mexico,https://app.seniorplace.com/communities/show/c17d3c00-9150-428b-b104-46031eb1e6dd,,,
,Brookdale Tramway Ridge 2,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/df54b33a-4fa2-4360-9e49-5395e4b8b88b,,,
,Brookdale Twin Falls,Twin Falls,Idaho,https://app.seniorplace.com/communities/show/c561c74f-2ce2-4d10-9732-1d71c65de293,,"Assisted Living Community, Memory Care","5, 3"
,Brookdale Westampton,Westampton,,https://app.seniorplace.com/communities/show/7f29d0f0-b9b3-4c63-bb01-b01ec01f1fe8,,,
,Brookside Assisted Living,Colorado Springs,Colorado,https://app.seniorplace.com/communities/show/8f3a51d0-376c-405c-82fe-a93e9cb20afa,,Assisted Living Community,5
,Brookside Landing Orofino,Orofino,Idaho,https://app.seniorplace.com/communities/show/2a31b8ff-6847-45ee-b344-ff7730a21af4,,"Assisted Living Community, Memory Care","5, 3"
,Bross Street Assisted Living,Longmont,Colorado,https://app.seniorplace.com/communities/show/dfd0f93b-d147-4d63-b8a7-5fc014e3b07e,,Assisted Living Home,162
,Buena Vista Senior Care,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/57934d4f-79da-4e7f-a630-bd449ec4deae,,Assisted Living Home,162
,Caley Ridge Assisted Living Community,Englewood,Colorado,https://app.seniorplace.com/communities/show/e3715fc3-e235-4d3c-b218-73200665c6e9,,Assisted Living Community,5
,Camas Home,Boise,Idaho,https://app.seniorplace.com/communities/show/994b953f-2cac-4fb9-b5a6-48ed66ccb4ae,,Assisted Living Community,5
,Camino Retirement Apartments,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/fb6cdb19-ac62-4103-a9ff-892e87a6a0dc,,Assisted Living Community,5
,Canterbury Assisted Living,Springville,Utah,https://app.seniorplace.com/communities/show/a0fdf4ff-165d-46c5-9755-80aab8852699,,"Assisted Living Community, Assisted Living Home","5, 162"
,Canterbury Assisted Living West,Springville,Utah,https://app.seniorplace.com/communities/show/a7ff4ecc-00bc-428b-98a7-b540cf54f763,,Assisted Living Community,5
,Cantril House Assisted Living,Castle Rock,Colorado,https://app.seniorplace.com/communities/show/323bbe3b-8e00-4b04-b089-e66d5a6c92b4,,Assisted Living Community,5
,Canyon Home Care Hospice,Fruitland,Idaho,https://app.seniorplace.com/communities/show/9bc0ca0c-6375-41cb-bdd8-b7f12d0abf64,,Home Care,488
,Canyon Hospice,Murray,Utah,https://app.seniorplace.com/communities/show/6ebc7638-0a60-4fc5-98bc-0ca0949fcacf,,Home Care,488
,Canyon Hospice Of Southern Utah,St. George,Utah,https://app.seniorplace.com/communities/show/72914057-667c-4d03-8ca5-cd75cbeb7bb3,,Home Care,488
,Canyon Rim Care Center,Salt Lake City,Utah,https://app.seniorplace.com/communities/show/12121c8b-4a10-418f-9862-ccfc6b6b0f10,,Nursing Home,7
,Canyon Utah,Springville,Utah,https://app.seniorplace.com/communities/show/4262706b-1bb4-40a5-9e93-e982ef75a87b,,Home Care,488
,Canyons Senior Living,Twin Falls,Idaho,https://app.seniorplace.com/communities/show/c8ce63e7-c54f-47df-84c9-6fdb5118df93,,,
,Capitol Hill Senior Living,Salt Lake City,Utah,https://app.seniorplace.com/communities/show/99e2d44c-fbfe-41f6-aafd-d51f8da37f4f,,Assisted Living Community,5
,Cappella Of Pueblo West,Pueblo West,Colorado,https://app.seniorplace.com/communities/show/42627542-be09-4d35-ad82-ebff9d08f9ec,,Assisted Living Community,5
,Cappella Of Pueblo West,Pueblo,Colorado,https://app.seniorplace.com/communities/show/ff473a33-f896-4078-a360-21617f3db71e,,Assisted Living Community,5
,Cardan Manor Assisted Living,Aurora,Colorado,https://app.seniorplace.com/communities/show/e475a62b-43a5-4032-bf89-b0a11f435ae3,,Assisted Living Home,162
,Care Group Of Northglenn,Northglenn,Colorado,https://app.seniorplace.com/communities/show/dcc79a65-be3a-4f12-ba0a-09709d7a0c4f,,Assisted Living Community,5
,Care Haven Assisted Living,Golden,Colorado,https://app.seniorplace.com/communities/show/12a67699-37c4-4f78-8417-2ed5b189ed11,,Assisted Living Home,162
,Carefree Living,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/59188c46-8d45-4d98-8e7e-938d0ec83e80,,Assisted Living Community,5
,Caregiver Support Network Hospice,Farmington,Utah,https://app.seniorplace.com/communities/show/12a7dc29-caf8-4992-987f-82bf9a0ec37b,,Home Care,488
,Carelink Assisted Living,Centennial,Colorado,https://app.seniorplace.com/communities/show/376a4adf-f9ce-4fa7-82ae-35b3983613fc,,Assisted Living Home,162
,Carelink At Delta House Assisted Living,Delta,Colorado,https://app.seniorplace.com/communities/show/c409415c-5a28-4fd4-bd65-295da4ced326,,Assisted Living Community,5
,Carillon At Belleview Station The,Denver,Colorado,https://app.seniorplace.com/communities/show/e0f93eb0-046f-40b9-b585-24507264c992,,Assisted Living Community,5
,Carillon Boulder,Boulder,Colorado,https://app.seniorplace.com/communities/show/6b8bf727-0e0c-45da-a41b-b19f15f26293,,,
,Caring Hearts,Pocatello,Idaho,https://app.seniorplace.com/communities/show/34ba8c72-13ca-4028-98f1-771f88da2019,,"Assisted Living Community, Memory Care","5, 3"
,Caring Hearts Of Arvada,Arvada,Colorado,https://app.seniorplace.com/communities/show/dd7c9847-1c54-47d4-93be-8e80ee6aacc0,,Assisted Living Home,162
,Caring Souls Assisted Living At Tollgate,Aurora,Colorado,https://app.seniorplace.com/communities/show/9958247f-12c5-4078-9d9e-62db9c138209,,Assisted Living Home,162
,Carrington Court Assisted Living And Memory Care,South Jordan,Utah,https://app.seniorplace.com/communities/show/9a7af8d6-fa42-490b-8fc6-7d1a70e242ce,,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3"
,Casa Angelina South East,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/939fd765-c21b-4dc2-8066-f5ae488e0f27,,Assisted Living Home,162
,Casa Bella Residential Care Facility,Las Cruces,New Mexico,https://app.seniorplace.com/communities/show/7f8c8dc9-02b4-426e-86df-97432714e30e,,Assisted Living Community,5
,Casa Contenta Assisted Living,Rio Rancho,New Mexico,https://app.seniorplace.com/communities/show/4ede3561-9554-4b95-9f1e-296be4e72155,,Assisted Living Home,162
,Casa De Paz,Rio Rancho,New Mexico,https://app.seniorplace.com/communities/show/c031b5db-dc48-41d0-bdc4-3e71082268c0,,Assisted Living Home,162
,Casa De Rosa Leasing,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/b38328c0-fdd3-4b02-bd04-8615a5865a04,,,
,Casa De Shalom Dba Casa De Paz Village East,Rio Rancho,New Mexico,https://app.seniorplace.com/communities/show/c1aff435-8ea7-4041-8584-b16908e4eb8a,,Assisted Living Home,162
,Casa Del Valle I,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/8bad2afc-0fea-4c00-87a9-46a33f938850,,Assisted Living Home,162
,Casa Mis Abuelos,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/d16f3d8c-243f-4e28-a58f-3866aba47fa9,,Assisted Living Home,162
,Casa Palo Duro Active Solutions Inc,Albuquerque,New Mexico,https://app.seniorplace.com/communities/show/a2d84720-ebde-47e2-a4f8-7c6d67ef39ba,,Assisted Living Home,162
