ID,Title,before_types,after_types,status
10571,Healing Gardens Assisted Living Care Home,,,UNCHANGED
10572,Gilbert Assisted Living,,,UNCHANGED
10573,Ahwatukee Adult Care Ii,,,UNCHANGED
10574,Sunrise Adult Care Center,,,UNCHANGED
10575,Desert Garden Assisted Living Iii,,,UNCHANGED
10576,Gateway Ranch Assisted Living Ii,,,UNCHANGED
10577,Rosalbas Adult Care Home,,,UNCHANGED
10578,Shiv Adult Care Home,,,UNCHANGED
10579,Shiv Adult Care Home Ii,,,UNCHANGED
10580,Koala Care Assisted Living,,,UNCHANGED
10581,Belindas Assisted Living,,,UNCHANGED
10582,Des Moines Specialized Care,,,UNCHANGED
10583,Golden Legacy Assisted Living,,,UNCHANGED
10584,Southern Assisted Living,,,UNCHANGED
10585,Mayberry Assisted Living,,,UNCHANGED
10586,Young Family Care Homes And Investments,,,UNCHANGED
10587,Garden Rose Assisted Living,,,UNCHANGED
10588,Az Assisted Living,,,UNCHANGED
10589,Dayflower Care Home,,,UNCHANGED
10590,Alder Leaf Assisted Living,,,UNCHANGED
10591,Acuna At Morning Sun,,,UNCHANGED
10592,Acuna At Morning Sun Ii,,,UNCHANGED
10593,Renatas Home For The Elderly,,,UNCHANGED
10594,Treasures Of Wisdom,,,UNCHANGED
10595,San Tan Valley Assisted Living,,,UNCHANGED
10596,Desert Spring Adult Care Home,,,UNCHANGED
10597,Renatas Home For The Elderly 2,,,UNCHANGED
10598,Zen Family Care At Wayne Ranch,,,UNCHANGED
10599,Canyon Oaks Assisted Living,,,UNCHANGED
10600,Angels Wings Assisted Living,,,UNCHANGED
10601,Supreme Assisted Living Care Home,,,UNCHANGED
10602,Harmony Adult Living Solution,,,UNCHANGED
10603,Annas Assisted Living,,,UNCHANGED
10604,New Horizons Adult Care Home 3,,,UNCHANGED
10605,Granite View Adult Care Home,,,UNCHANGED
10606,The Meadows Of Prescott Valley,,,UNCHANGED
10607,Circle Of Life 2,,,UNCHANGED
10608,Brookings,,,UNCHANGED
10609,Generations Senior Living,,,UNCHANGED
10610,Christian Care Assisted Living Cottonwood,,,UNCHANGED
10611,Living Spaces Assisted Living,,,UNCHANGED
10612,Christian Care Cottonwood,,,UNCHANGED
10613,Mingus Terrace Assisted Living,,,UNCHANGED
10614,Mingus Manor Assisted Living,,,UNCHANGED
10615,Valley View Care,,,UNCHANGED
10616,Country Manor,,,UNCHANGED
10617,Country Ranch,,,UNCHANGED
10618,Country Cottage,,,UNCHANGED
10619,Page Springs Living,,,UNCHANGED
10620,Glassford Place,,,UNCHANGED
10621,Touchmark At The Ranch,,,UNCHANGED
10622,Ativo Senior Living Of Prescott Valley,,,UNCHANGED
10623,Arizona Angels,,,UNCHANGED
10624,Hilltop Quail Haven,,,UNCHANGED
10625,Edenz Assisted Living,,,UNCHANGED
10626,The Oasis Of Prescott,,,UNCHANGED
10627,Westfield Assisted Living,,,UNCHANGED
10628,Arizona Angels,,,UNCHANGED
10629,Shiloh Adult Care,,,UNCHANGED
10630,Elaines Forest House,,,UNCHANGED
10631,Highgate Senior Living At Flagstaff,,,UNCHANGED
10632,Eldercare Springs,,,UNCHANGED
10633,Heritage Assisted Living,,,UNCHANGED
10634,The Heritage Tradition,,,UNCHANGED
10635,The Gardens Of Sun City,,,UNCHANGED
10636,Ridges At Peoria,,,UNCHANGED
10637,Fellowship Square Surprise,,,UNCHANGED
10638,Sun City West Assisted Living,,,UNCHANGED
10639,The Care Center At Royal Oaks,,,UNCHANGED
10640,Solana At The Park,,,UNCHANGED
10641,Fairmont Village,,,UNCHANGED
10642,Palos Verdes Senior Living,,,UNCHANGED
10643,Lifestream At Thunderbird,,,UNCHANGED
10644,Ventana Winds Retirement Home,,,UNCHANGED
10645,Moonlight Manor,,,UNCHANGED
10646,Amethyst Arbor,,,UNCHANGED
10647,Sun Valley Lodge,,,UNCHANGED
10648,Friendship House,,,UNCHANGED
10649,Surprise Memory Care,,,UNCHANGED
10650,Heart To Heart Ach,,,UNCHANGED
10651,Ccs Adult Care,,,UNCHANGED
10652,Royal Oaks Assisted Living Center,,,UNCHANGED
10653,The Inn At Freedom Plaza,,,UNCHANGED
10654,Chaparral Winds Assisted Living,,,UNCHANGED
10655,The Heritage Legacy,,,UNCHANGED
10656,Inn At The Amethyst Assisted Living,,,UNCHANGED
10657,Orchard Pointe Assisted Living Memory Support,,,UNCHANGED
10658,Above And Beyond Senior Care,,,UNCHANGED
10659,Care First,,,UNCHANGED
10660,Elevated View,,,UNCHANGED
10661,Living Waters Care Home,,,UNCHANGED
10662,Sage Laurel,,,UNCHANGED
10663,Oasis Pavilion Nursing Rehabilitation Center,,,UNCHANGED
10664,Aspire Transitional Care,,,UNCHANGED
10665,Haven Of Flagstaff,,,UNCHANGED
10666,Angels Touch Care Home,,,UNCHANGED
10667,The Legacy Rehab Care Center,,,UNCHANGED
10668,Morningstar Of Fountain Hills,,,UNCHANGED
10669,Andara By Cogir,,,UNCHANGED
10670,Fountain View Village,,,UNCHANGED
10671,Belmont Village Senior Living Scottsdale,,,UNCHANGED
10672,Truewood By Merrill Scottsdale,,,UNCHANGED
10673,Life Care Center Of Scottsdale,,,UNCHANGED
10674,Scottsdale Memory Care,,,UNCHANGED
10675,Fountainview Assisted Living Facility,,,UNCHANGED
10676,Fountainview Assisted Living,,,UNCHANGED
10677,Tuscan Manor,,,UNCHANGED
10678,Scottsdale North,,,UNCHANGED
10679,East Shea Assisted Living,,,UNCHANGED
10680,Avenir Memory Care At Scottsdale,,,UNCHANGED
10681,Sante Of North Scottsdale,,,UNCHANGED
10682,The Sierras Assisted Living,,,UNCHANGED
10683,Lianns Homes 2,,,UNCHANGED
10684,Scottsdale Life Assisted Living,,,UNCHANGED
10685,Bethany Adult Home Care,,,UNCHANGED
10686,Via Linda Assisted Livng,,,UNCHANGED
10687,Kay Adult Care Home,,,UNCHANGED
10688,Mountain View Assisted Living,,,UNCHANGED
10689,Trinity Home Of Scottsdale,,,UNCHANGED
10690,Trinity Home On Clinton,,,UNCHANGED
10691,Mother Teresas Senior Care Home,,,UNCHANGED
10692,Cactus Senior Villa,,,UNCHANGED
10693,Bridge Royal Homecare,,,UNCHANGED
10694,Citadel Post Acute,,,UNCHANGED
10695,Apache Junction Health Center,,,UNCHANGED
10696,Mi Casa Nursing Center,,,UNCHANGED
10697,Sante Of Mesa,,,UNCHANGED
10698,Rio Vista Post Acute Rehabilitation,,,UNCHANGED
10699,Palm Valley Rehabilitation Care Center,,,UNCHANGED
10700,Haven Health Camp Verde Assisted Living,,,UNCHANGED
10701,Solterra At White Mountains Two Ops,,,UNCHANGED
10702,Chandler Post Acute And Rehabilitation,,,UNCHANGED
10703,The Center At Val Vista,,,UNCHANGED
10704,Haven Of Cottonwood,,,UNCHANGED
10705,Good Samaritan Society Prescott Valley,,,UNCHANGED
10706,White House Group Home,,,UNCHANGED
10707,Sunview Health And Rehabilitation Center,,,UNCHANGED
10708,Camelback Post Acute Care And Rehabilitation,,,UNCHANGED
10709,Ridge At The Stratford,,,UNCHANGED
10710,Ahc Of Glendale,,,UNCHANGED
10711,Coronado Healthcare Center,,,UNCHANGED
10712,Arizona State Veteran Homephx,,,UNCHANGED
10713,Amarsi Assisted Living,,,UNCHANGED
10714,Mercy Adult Care Home Iv,,,UNCHANGED
10715,Hope Assisted Living,,,UNCHANGED
10716,Corinas Love And Care,,,UNCHANGED
10717,Golden Age Residential Care,,,UNCHANGED
10718,Rose Court Assisted Living And Memory Care,,,UNCHANGED
10719,New Reflections Adult Care Home,,,UNCHANGED
10720,The Oasis Assisted Living At Fellowship Square,,,UNCHANGED
10721,Serene Haven Living,,,UNCHANGED
10722,The Park At 7Th Avenue Assisted Living Center,,,UNCHANGED
10723,Paradise Living Centers Central Phoenix,,,UNCHANGED
10724,Bridgewater Assisted Living Midtown,,,UNCHANGED
10725,Harpers Haven Assisted Living,,,UNCHANGED
10726,Holy Cross Care Home,,,UNCHANGED
10727,Majestic Villa,,,UNCHANGED
10728,Everlasting Services At Glendale,,,UNCHANGED
10729,Good Hart Assisted Living,,,UNCHANGED
10730,Devonshire Ii Alh,,,UNCHANGED
10731,J B Assisted Living Inc Ii,,,UNCHANGED
10732,Home Away From Home Senior Assisted Living,,,UNCHANGED
10733,Pines Assisted Lovin Home,,,UNCHANGED
10734,Felicity Care Home,,,UNCHANGED
10735,Rejoice Assisted Living,,,UNCHANGED
10736,Ac Adult Care Home,,,UNCHANGED
10737,Angels Paradise Care Home Glendale,,,UNCHANGED
10738,D Providence Care Home,,,UNCHANGED
10739,Sunrise Adult Care Home 2,,,UNCHANGED
10740,Family Home Care House Of Treasures,,,UNCHANGED
10741,Charles Residential Care,,,UNCHANGED
10742,Sunlight Adult Care Home,,,UNCHANGED
10743,Acquainted Senior Care Home,,,UNCHANGED
10744,Burkeshire Retirement Hotel,,,UNCHANGED
10745,Green Desert Care Home,,,UNCHANGED
10746,D I Adult Care Home,,,UNCHANGED
10747,Annies Care Home,,,UNCHANGED
10748,Anabell Assisted Living,,,UNCHANGED
10749,Kristal Bell Assisted Home,,,UNCHANGED
10750,Marias And Ralucas Adult Care Home,,,UNCHANGED
10751,Haven Health Phoenix,,,UNCHANGED
10752,Grovers Terrace Alh,,,UNCHANGED
10753,Vandermeyer House,,,UNCHANGED
10754,Cocos Assisted Living,,,UNCHANGED
10755,Hallmark Assisted Living At Wagoner,,,UNCHANGED
10756,Liia Adult Care Home,,,UNCHANGED
10757,Amazing Grace Care Home,,,UNCHANGED
10758,Avalon Care,,,UNCHANGED
10759,Home Care Choice,,,UNCHANGED
10760,Right Choice Adult Care Home,,,UNCHANGED
10761,A Place For Mom And Dad,,,UNCHANGED
10762,Crystal Creek Assisted Living,,,UNCHANGED
10763,G I Adult Care Home,,,UNCHANGED
10764,Imperium Alh,,,UNCHANGED
10765,Emv Assisted Living,,,UNCHANGED
10766,Spectrum Assisted Living,,,UNCHANGED
10767,Quality Senior Home Care,,,UNCHANGED
10768,The Next Genesis Ii,,,UNCHANGED
10769,Magdas Family Home Care Ii,,,UNCHANGED
10770,Embracing Assisted Living,,,UNCHANGED
10771,Avista Senior Living North Mountain,,,UNCHANGED
10772,North Mountain Medical And Rehabilitation Center,,,UNCHANGED
10773,Golden Years Assisted Living 2,,,UNCHANGED
10774,Center At Arrowhead,,,UNCHANGED
10775,El Dorado Of Sun City,,,UNCHANGED
10776,Banner Boswell Rehabilitation Center,,,UNCHANGED
10777,Arrowhead Lakes Adult Home Care,,,UNCHANGED
10778,Arrowhead Adult Care Home,,,UNCHANGED
10779,Beebes Assisted Living,,,UNCHANGED
10780,Bridgewater Assisted Living Deer Valley,,,UNCHANGED
10781,T Y Wolf Assisted Living,,,UNCHANGED
10782,Royal Palm Assisted Living 1,,,UNCHANGED
10783,Absolute Best Care Group Home,,,UNCHANGED
10784,Acoma Assisted Living,,,UNCHANGED
10785,Obriens Care Home,,,UNCHANGED
10786,Desert Harbor Adult Care Home,,,UNCHANGED
10787,West Valley Helping Hands 2,,,UNCHANGED
10788,Monte Cristo Adult Care Home,,,UNCHANGED
10789,Mama Mary Assisted Living,,,UNCHANGED
10790,G J Personal Care Ii,,,UNCHANGED
10791,Gwees Comfort Assisted Living Ii,,,UNCHANGED
10792,Sunnyside Care Home,,,UNCHANGED
10793,A Lane Adult Care Home,,,UNCHANGED
10794,Tang Assisted Living,,,UNCHANGED
10795,Sierra Valaha,,,UNCHANGED
10796,Desert View Adult Care Home,,,UNCHANGED
10797,Gavrilas Family Home,,,UNCHANGED
10798,Desert Bloom Adult Care Home 2,,,UNCHANGED
10799,Desert Bloom Adult Care Home 1,,,UNCHANGED
10800,Summer Star Care Home,,,UNCHANGED
10801,Ace Best Medical And Nursing Care,,,UNCHANGED
10802,A Touch Of Exceilence,,,UNCHANGED
10803,Orangewood Assisted Loving Home,,,UNCHANGED
10804,Beebes Assisted Living,,,UNCHANGED
10805,Bsd Home Care,,,UNCHANGED
10806,A Divine Love Home Care,,,UNCHANGED
10807,West Valley Care Home,,,UNCHANGED
10808,Palmaritas Home Care,,,UNCHANGED
10809,Care More Assisted Living,,,UNCHANGED
10810,Burzs Arrowhead Home Care,,,UNCHANGED
10811,Emerald Home Care 2,,,UNCHANGED
10812,Elite Care Usa,,,UNCHANGED
10813,Royal Palm Care Home,,,UNCHANGED
10814,Silver Sunset Home Care,,,UNCHANGED
10815,The Golden Place At Peoria,,,UNCHANGED
10816,Fisher Family Home,,,UNCHANGED
10817,Angels Working Adult Care Home,,,UNCHANGED
10818,Constant Care Assisted Living,,,UNCHANGED
10819,Elsies House,,,UNCHANGED
10820,Adagio Gardens Central,,,UNCHANGED
10821,Person To Person Assisted Living Care Home,,,UNCHANGED
10822,Lynettes Care Center Ii,,,UNCHANGED
10823,Care With Love,,,UNCHANGED
10824,Care With Love,,,UNCHANGED
10825,Alj Peoria,,,UNCHANGED
10826,Lifestream At Youngtown Green House 3,,,UNCHANGED
10827,Lifestream At Youngtown Green House 2,,,UNCHANGED
10828,Desert Palm Adult Care,,,UNCHANGED
10829,Moon Valley Assisted Living,,,UNCHANGED
10830,Hillside Senior Living,,,UNCHANGED
10831,East Whitton Manor Care Center,,,UNCHANGED
10832,Clarendon Home Assisted Living,,,UNCHANGED
10833,Contemporary Adult Care Home,,,UNCHANGED
10834,Happy Hearts,,,UNCHANGED
10835,Heritage Care Home,,,UNCHANGED
10836,Sunnyside Scottsdale 2,,,UNCHANGED
10837,Villas At Deer Valley Care Facility,,,UNCHANGED
10838,Claire And Letis Home,,,UNCHANGED
10839,Our Parents Home Care Ii,,,UNCHANGED
10840,Alj Assisted Living I,,,UNCHANGED
10841,Charleston Assisted Living,,,UNCHANGED
10842,Gwees Comfort Assisted Living Iii,,,UNCHANGED
10843,Lifes Blessings Assisted Living,,,UNCHANGED
10844,Adina Adult Care Home,,,UNCHANGED
10845,Adina Adult Care Home 2,,,UNCHANGED
10846,Everlasting Services At Phillips,,,UNCHANGED
10847,Morning Glory Assisted Living,,,UNCHANGED
10848,Haven Of Globe,,,UNCHANGED
10849,Faubush Family Homes,,,UNCHANGED
10850,Ac Assisted Living 3,,,UNCHANGED
10851,Ac Assisted Living 5,,,UNCHANGED
10852,Ac Assisted Living 2,,,UNCHANGED
10853,Ac Assisted Living 1,,,UNCHANGED
10854,Ac Assisted Living 4,,,UNCHANGED
10855,Arroyo Gardens Independent Assisted Living,,,UNCHANGED
10856,Santa Rita Nursing Rehabilitation Center,,,UNCHANGED
10857,Villas At Green Valley Villa I,,,UNCHANGED
10858,Villas At Green Valley Villa B,,,UNCHANGED
10859,Villas At Green Valley Villa D,,,UNCHANGED
10860,Bee Hive Homes Of Green Valley,,,UNCHANGED
10861,Villas At Green Valley Villa G,,,UNCHANGED
10862,Rancho Verde Care Home Canalito,,,UNCHANGED
10863,Villas At Green Valley Villa F,,,UNCHANGED
10864,Family Loving Kare S2,,,UNCHANGED
10865,San Judas Adult Care Home,,,UNCHANGED
10866,Nans Hacienda,,,UNCHANGED
10867,Via Elegante Sierra Vista,,,UNCHANGED
10868,Windmill Ranch,,,UNCHANGED
10869,Golden Oaks Ranch Assisted Living,,,UNCHANGED
10870,Golden Oaks Annex Assisted Living,,,UNCHANGED
10871,Olive Branch Home Care,,,UNCHANGED
10872,Beehive Homes Of Sierra Vista,,,UNCHANGED
10873,Cerbat Guest Home,,,UNCHANGED
10874,Hope Haven Assisted Living,,,UNCHANGED
10875,La Bella Assisted Living,,,UNCHANGED
10876,The Gardens Rehab Care Center,,,UNCHANGED
10877,Desert Highlands Care Center,,,UNCHANGED
10878,The Lingenfelter Center,,,UNCHANGED
10879,Avista Senior Living Lake Havasu,,,UNCHANGED
10880,Claremont Assisted Living,,,UNCHANGED
10881,Prestige Assisted Living At Lake Havasu,,,UNCHANGED
10882,Haven Of Lake Havasu,,,UNCHANGED
10883,Havasu Nursing Center,,,UNCHANGED
10884,Aster Elder Care,,,UNCHANGED
10885,Serenity Assisted Living,,,UNCHANGED
10886,Heritage House Care Home,,,UNCHANGED
10887,Sunhaven Assisted Living South,,,UNCHANGED
10888,Gems Assisted Living,,,UNCHANGED
10889,Sunhaven Assisted Living North,,,UNCHANGED
10890,Gems Assisted Living 4,,,UNCHANGED
10891,Havasu Regional Medical Center,,,UNCHANGED
10892,Global Care Ii,,,UNCHANGED
10893,South Mountain Post Acute,,,UNCHANGED
10894,Allegiant Healthcare Of Phoenix,,,UNCHANGED
10895,Zaweah Luxury Living,,,UNCHANGED
10896,Loving Care Assisted Living,,,UNCHANGED
10897,Heaven Can Wait,,,UNCHANGED
10898,Beautiful Assisted Living 2,,,UNCHANGED
10899,Archstone Care Center,,,UNCHANGED
10900,Maravilla Care Center,,,UNCHANGED
10901,Hacienda Nursing Facility,,,UNCHANGED
10902,Suncrest Healthcare Center,,,UNCHANGED
10903,Daylight Assisted Living Facility,,,UNCHANGED
10904,St Charles Place Iii,,,UNCHANGED
10905,Chekela Turners Place Iii,,,UNCHANGED
10906,Motherdears Place,,,UNCHANGED
10907,La Sonora At Dove Mountain,,,UNCHANGED
10908,The Watermark At Continental Ranch,,,UNCHANGED
10909,Picture Rocks Adult Care Home,,,UNCHANGED
10910,Summersett Acres Assisted Living,,,UNCHANGED
10911,Haven House Az,,,UNCHANGED
10912,Samanthas Cz Assisted Living,,,UNCHANGED
10913,Pendo Care Home,,,UNCHANGED
10914,Olive Care Homes,,,UNCHANGED
10915,Desert Springs Healthcare,,,UNCHANGED
10916,Heritage Court Post Acute Of Scottsdale,,,UNCHANGED
10917,Haven Of Scottsdale,,,UNCHANGED
10918,Villa Ocotillo,,,UNCHANGED
10919,Extended Family Ii,,,UNCHANGED
10920,Lindsay Manor,,,UNCHANGED
10921,Mesa Adult Care Home Ii,,,UNCHANGED
10922,Family Care Homes Jensen House,,,UNCHANGED
10923,Home Sweet Home On Leland,,,UNCHANGED
10924,Plaza Healthcare,,,UNCHANGED
10925,All Seasons Of Oro Valley,,,UNCHANGED
10926,The Fountains At La Cholla,,,UNCHANGED
10927,The Watermark At Oro Valley,,,UNCHANGED
10928,Inspirations Of River Centre,,,UNCHANGED
10929,Avista Senior Living Tucson,,,UNCHANGED
10930,Mountain View Care Center,,,UNCHANGED
10931,Tucson Place At Ventana Canyon,,,UNCHANGED
10932,Copper Canyon,,,UNCHANGED
10933,Hacienda De Luna,,,UNCHANGED
10934,La Canada Care Center,,,UNCHANGED
10935,Casas Adobes Post Acute Rehabilitation Center,,,UNCHANGED
10936,The Hacienda At The River,,,UNCHANGED
10937,Oasis Assisted Living Community,,,UNCHANGED
10938,Villa Liddell,,,UNCHANGED
10939,Solterra La Cholla,,,UNCHANGED
10940,Msm P Enterprises,,,UNCHANGED
10941,The Villas At La Canada Villa M,,,UNCHANGED
10942,Starfish Care Homes Gardenview Circle,,,UNCHANGED
10943,Haven Of Tucson,,,UNCHANGED
10944,Starfish Care Homes W Limberlost Dr,,,UNCHANGED
10945,The Villas At King Road Villa B,,,UNCHANGED
10946,Sedona Garden Assisted Living,,,UNCHANGED
10947,Connies Manor Home,,,UNCHANGED
10948,Desert View Residence,,,UNCHANGED
10949,Summersett Haven,,,UNCHANGED
10950,Villas At La Canda Villa J,,,UNCHANGED
10951,Danilo Place,,,UNCHANGED
10952,Villas At La Canada The Villa E,,,UNCHANGED
10953,Villas At La Canada The Villa B,,,UNCHANGED
10954,Villas At La Canada The Villa D,,,UNCHANGED
10955,Fidelity Care Home,,,UNCHANGED
10956,The Villas At La Canada Villa H,,,UNCHANGED
10957,Villas At La Canada The Villa C,,,UNCHANGED
10958,Northwest Assisted Living Ii,,,UNCHANGED
10959,Villas At La Canada The Villa A,,,UNCHANGED
10960,The Villas At La Canada Villa G,,,UNCHANGED
10961,Spring Days Adult Care Home,,,UNCHANGED
10962,Villas At La Canada The Villa F,,,UNCHANGED
10963,Desert Sun Residence,,,UNCHANGED
10964,The Villas At La Canada Villa K,,,UNCHANGED
10965,Desert Treasure Residence,,,UNCHANGED
10966,Normandel Place,,,UNCHANGED
10967,Tlc At San Lucas,,,UNCHANGED
10968,Fidelity Care Corner,,,UNCHANGED
10969,Desert Palms Residence,,,UNCHANGED
10970,The Villas At La Canada Villa I,,,UNCHANGED
10971,The Villas At La Canada Villa L,,,UNCHANGED
10972,Copper Health Oro Valley,,,UNCHANGED
10973,La Casa De Stella,,,UNCHANGED
10974,Open Arms At La Canada,,,UNCHANGED
10975,My Family Assisted Living,,,UNCHANGED
10976,Aspen Care Assisted Living,,,UNCHANGED
10977,Desert Gardens Assisted Living And Memory Care At Hacienda,,,UNCHANGED
10978,Golden Hope Adult Care Home Ii,,,UNCHANGED
10979,Abba Foothills Assisted Living,,,UNCHANGED
10980,Carlton Village 2,,,UNCHANGED
10981,Carlton Village 1,,,UNCHANGED
10982,Carlton Village 4,,,UNCHANGED
10983,Carlton Village 6,,,UNCHANGED
10984,Carlton Village 5,,,UNCHANGED
10985,Carlton Village 8,,,UNCHANGED
10986,Horizon Acres Assisted Living,,,UNCHANGED
10987,Catalina Foothills Adult Care,,,UNCHANGED
10988,Villas De Bella Assisted Living No 1,,,UNCHANGED
10989,Marys Peace Of Mind,,,UNCHANGED
10990,Heatherwood,,,UNCHANGED
10991,Heritage Manor At Lago Del Oro,,,UNCHANGED
10992,Living Young Homes,,,UNCHANGED
10993,Acoya Shea,,,UNCHANGED
10994,Morningstar At Arcadia,,,UNCHANGED
10995,Maravilla Scottsdale,,,UNCHANGED
10996,Paradise Living Centers Paradise Valley,,,UNCHANGED
10997,Windsor Luxury Assisted Living,,,UNCHANGED
10998,Paradise Valley Senior Living,,,UNCHANGED
10999,Barton House,,,UNCHANGED
11000,Torbrook Manor,,,UNCHANGED
11001,Bethesda Gardens,,,UNCHANGED
11002,Life Care Center Of Paradise Valley,,,UNCHANGED
11003,Oakmont Assisted Living,,,UNCHANGED
11004,Paradise Living Centers Arcadia,,,UNCHANGED
11005,Sweetwater Groves By Majestic Residences,,,UNCHANGED
11006,Doubletree Ranchos Assisted Living,,,UNCHANGED
11007,Vista Living Senior Care Paradise Valley,,,UNCHANGED
11008,Assisted Living Of Paradise Valley Ii,,,UNCHANGED
11009,Assisted Living At Mountain Vista 1,,,UNCHANGED
11010,Clearwater Mayo Boulevard,,,UNCHANGED
11011,Oakbrook Assisted Living,,,UNCHANGED
11012,Desert Haven Care Center,,,UNCHANGED
11013,Ridgecrest Healthcare,,,UNCHANGED
11014,Danila Care Home,,,UNCHANGED
11015,Prats Care Home 1,,,UNCHANGED
11016,The Plaza Assisted Living Of Scottsdale,,,UNCHANGED
11017,Hazelwood Manor Assisted Living,,,UNCHANGED
11018,Opco 68,,,UNCHANGED
11019,Bethesda At Maravilla Ii,,,UNCHANGED
11020,Caremeridian Ludlow,,,UNCHANGED
11021,Scottsdale Adult Care Home,,,UNCHANGED
11022,Intouch Assisted Living Memory Care,,,UNCHANGED
11023,Caring For Loved Ones Ii,,,UNCHANGED
11024,24 Hr Home,,,UNCHANGED
11025,Emerald Bay Senior Living,,,UNCHANGED
11026,Senior Paradise Living,,,UNCHANGED
11027,Arabian Views Assisted Living One,,,UNCHANGED
11028,At Home In Shea,,,UNCHANGED
11029,Tatum Quality Care Assisted Living,,,UNCHANGED
11030,Biltmore Care Home 2,,,UNCHANGED
11031,Soft Touch Assisted Living,,,UNCHANGED
11032,Monterey Geriatric Care,,,UNCHANGED
11033,Royal Palms I Assisted Living,,,UNCHANGED
11034,Paradise Valley Assisted Living,,,UNCHANGED
11035,Sv Assisted Living 2,,,UNCHANGED
11036,Lianns Homes 5,,,UNCHANGED
11037,Bella Vita Residential Assisted Living,,,UNCHANGED
11038,Country Manor Assisted Living Center,,,UNCHANGED
11039,Scottsdale Casa De Paradise,,,UNCHANGED
11040,Sunnyhill Adult Care Home Ii,,,UNCHANGED
11041,Desert Springs Scottsdale South,,,UNCHANGED
11042,Gayles Manor East,,,UNCHANGED
11043,Blue Sage Assisted Living,,,UNCHANGED
11044,Calinis Alos Ii,,,UNCHANGED
11045,Avant One Assisted Living,,,UNCHANGED
11046,Golden Years Resort,,,UNCHANGED
11047,Evergreen Assisted Living,,,UNCHANGED
11048,Harts Home Exceptional Elder Care,,,UNCHANGED
11049,Summa Care Scottsdale,,,UNCHANGED
11050,Lianns Homes 1,,,UNCHANGED
11051,Arcadia Home Care,,,UNCHANGED
11052,Buenavante Alh,,,UNCHANGED
11053,Villa On Sweetwater,,,UNCHANGED
11054,Comfort Givers Assisted Living,,,UNCHANGED
11055,Lending Hand Scottsdale A L,,,UNCHANGED
11056,Adagio Gardens,,,UNCHANGED
11057,K R Assisted Living,,,UNCHANGED
11058,Comfort Givers Ii,,,UNCHANGED
11059,Casa Del Sol Assisted Living,,,UNCHANGED
11060,Above Beyond Assisted Living,,,UNCHANGED
11061,Dream Catcher Assisted Living,,,UNCHANGED
11062,Top Quality Alh,,,UNCHANGED
11063,Caring Hearts Assisted Care Home,,,UNCHANGED
11064,Footsteps Assisted Living Care Home,,,UNCHANGED
11065,Healing Gardens Assisted Living Care Home,,,UNCHANGED
11066,Desert Oasis,,,UNCHANGED
11067,Katies Care Home,,,UNCHANGED
11068,Scottsdale Diamond Ii,,,UNCHANGED
11069,Arizona Senior Living Home 1,,,UNCHANGED
11070,Arizona Senior Living Home 2,,,UNCHANGED
11071,Arizona Senior Living Home 3,,,UNCHANGED
11072,Cactus Glen Care Home,,,UNCHANGED
11073,Sun View Estate Home Care Iv,,,UNCHANGED
11074,Sunnyside Scottsdale,,,UNCHANGED
11075,All Yours Assisted Living,,,UNCHANGED
11076,A Tender Touch Assisted Living,,,UNCHANGED
11077,Jade Royale Care Home On Paradise Lane,,,UNCHANGED
11078,Grandview Assisted Living,,,UNCHANGED
11079,Desert Paradise Assisted Living,,,UNCHANGED
11080,Secret Garden Assisted Living,,,UNCHANGED
11081,Villa Bella Home,,,UNCHANGED
11082,Ndg Adult Care Home,,,UNCHANGED
11083,Dbcare Assisted Living,,,UNCHANGED
11084,Hummingbird Retreat Of Arizona,,,UNCHANGED
11085,Sunnyside Assisted Living,,,UNCHANGED
11086,Bellaire Assisted Living,,,UNCHANGED
11087,Adagio House Iii,,,UNCHANGED
11088,Adagio House I,,,UNCHANGED
11089,Rehab Without Walls,,,UNCHANGED
11090,Swiss Touch,,,UNCHANGED
11091,The Guardian Angel Assisted Living,,,UNCHANGED
11092,Pathways Assisted Living,,,UNCHANGED
11093,La March Assisted Living,,,UNCHANGED
11094,Alpha Assisted Living,,,UNCHANGED
11095,Alexandria,,,UNCHANGED
11096,Adams House Wickieup,,,UNCHANGED
11097,Avista Senior Living Payson,,,UNCHANGED
11098,Houston Creek Assisted Living,,,UNCHANGED
11099,Ordinary Lifestyles,,,UNCHANGED
11100,Payson Care Center,,,UNCHANGED
11101,Rim Country Health Retirement Community,,,UNCHANGED
11102,Granite Gate Senior Living,,,UNCHANGED
11103,Las Fuentes Resort Village,,,UNCHANGED
11104,Willow Wind Residence,,,UNCHANGED
11105,Boulder Gardens Assisted Living,,,UNCHANGED
11106,Avista Senior Living Prescott,,,UNCHANGED
11107,Highgate At Prescott Lakes,,,UNCHANGED
11108,Pineview Adult Care Home,,,UNCHANGED
11109,Rolling Hills Manor,,,UNCHANGED
11110,Evergreen Village Prescott,,,UNCHANGED
11111,Good Samaritan Society Prescott Village,,,UNCHANGED
11112,Prescott Nursing And Rehabilitation Center,,,UNCHANGED
11113,Mountain View Manor,,,UNCHANGED
11114,Beehive Life,,,UNCHANGED
11115,Rose Lane Adult Care Home,,,UNCHANGED
11116,Hidden Oasis,,,UNCHANGED
11117,Hidden Oasis,,,UNCHANGED
11118,Yu Caring Homes,,,UNCHANGED
11119,Everland Living,,,UNCHANGED
11120,Haven Of Sedona,,,UNCHANGED
