title,description,address,city,state,price,type,featured_image,photos,amenities,url,website,import_date,import_source,status
Paytons Place 1,,"1622 West 113Th Street, Los Angeles, Ca 90047",Los Angeles,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/91330b62a0bb451a75b7b73179e2dcc2.jpg,,,https://app.seniorplace.com/communities/show/013a513c-2c0e-4572-94bd-5470c0dc7888,https://app.seniorplace.com/communities/show/013a513c-2c0e-4572-94bd-5470c0dc7888,2025-01-18,SeniorPlace Retry,publish
Pcs Fernwood,,"515 Fernwood Drive, Oxnard, Ca 93030",Oxnard,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4dbe8f1859e78ffb7fff2ee276de97d3.jpg,,,https://app.seniorplace.com/communities/show/e0f37d66-847e-4b8a-970e-03364f14d9b2,https://app.seniorplace.com/communities/show/e0f37d66-847e-4b8a-970e-03364f14d9b2,2025-01-18,SeniorPlace Retry,publish
Pdm Artesia,,"11419 176Th Street, Artesia, Ca 90701",Artesia,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/71134a9dc0b512182e500194ecbe91ab.jpg,,,https://app.seniorplace.com/communities/show/f6766d7d-6f05-4771-af30-ee0978594f07,https://app.seniorplace.com/communities/show/f6766d7d-6f05-4771-af30-ee0978594f07,2025-01-18,SeniorPlace Retry,publish
Pdm Devlin,,"18104 Devlin Avenue, Artesia, Ca 90701",Artesia,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/be6357deeee1d72cb65bd4636b9473c5.jpg,,,https://app.seniorplace.com/communities/show/227399cf-f39b-4f6c-ae39-aaa1cc79cf1b,https://app.seniorplace.com/communities/show/227399cf-f39b-4f6c-ae39-aaa1cc79cf1b,2025-01-18,SeniorPlace Retry,publish
Pdmhorst,,"18318 Horst Avenue, Artesia, Ca 90701",Artesia,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3967c7e6bafabc3627645332cc7de924.jpg,,,https://app.seniorplace.com/communities/show/f9f98cad-26ea-4774-8ba8-a24cc004a9ba,https://app.seniorplace.com/communities/show/f9f98cad-26ea-4774-8ba8-a24cc004a9ba,2025-01-18,SeniorPlace Retry,publish
Peace And Joy Elder Care Ii,,"26401 Chambers Avenue, Menifee, Ca 92586",Menifee,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1a0de191b7dd11bbc76368f1e089d689.jpg,,,https://app.seniorplace.com/communities/show/9ea75176-0332-4b7a-8ad8-7e85da9dd001,https://app.seniorplace.com/communities/show/9ea75176-0332-4b7a-8ad8-7e85da9dd001,2025-01-18,SeniorPlace Retry,publish
Peace And Joy Rcfe,,"26560 Hempstead Court, Menifee, Ca 92586",Menifee,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b6865d1131b34ff2cfe0bc5f19cd7dab.jpg,,,https://app.seniorplace.com/communities/show/1ab02492-554a-4132-a8cc-b8cb445f3315,https://app.seniorplace.com/communities/show/1ab02492-554a-4132-a8cc-b8cb445f3315,2025-01-18,SeniorPlace Retry,publish
Peace At Home,,"7471 Mayfield Street, Corona, Ca 92880",Corona,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/161fc24780a3f2c0e7694c8f962a2bf2.jpg,,,https://app.seniorplace.com/communities/show/9510684c-a4b1-4f74-9fee-14486b6d776a,https://app.seniorplace.com/communities/show/9510684c-a4b1-4f74-9fee-14486b6d776a,2025-01-18,SeniorPlace Retry,publish
Peace Home,,"2076 Strang Avenue, San Leandro, Ca 94578",San Leandro,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8676cc95d85c0d7d64ecd1cfd87fedef.jpg,,,https://app.seniorplace.com/communities/show/b0b3f4d1-3b3c-4269-9a7e-3f00149eca19,https://app.seniorplace.com/communities/show/b0b3f4d1-3b3c-4269-9a7e-3f00149eca19,2025-01-18,SeniorPlace Retry,publish
Peaceful Gardens,,"1033 East Virginia Avenue, Glendora, Ca 91741",Glendora,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7748732d02971811677e516eba94a353.jpg,,,https://app.seniorplace.com/communities/show/3c975259-52d1-4e20-af7c-3d818931f8fd,https://app.seniorplace.com/communities/show/3c975259-52d1-4e20-af7c-3d818931f8fd,2025-01-18,SeniorPlace Retry,publish
Peaceful Gardens 2,,"209 East Camden Street, Glendora, Ca 91740",Glendora,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7c4f3b0b78d99f783b3dc6d31ff2a23e.jpg,,,https://app.seniorplace.com/communities/show/6d6fef7d-09f8-4745-9f03-17573cb0c772,https://app.seniorplace.com/communities/show/6d6fef7d-09f8-4745-9f03-17573cb0c772,2025-01-18,SeniorPlace Retry,publish
Peaceful Home,,"5117 Ebbetts Way, Antioch, Ca 94531",Antioch,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/dae02712b89c6076f35b2cf85de333fc.jpg,,,https://app.seniorplace.com/communities/show/caebe3b6-ad0f-4c39-a43a-80a4bfdddd27,https://app.seniorplace.com/communities/show/caebe3b6-ad0f-4c39-a43a-80a4bfdddd27,2025-01-18,SeniorPlace Retry,publish
Peaceful Kingdom Home Care 2,,"17734 Baltar Street, Los Angeles, Ca 91335",Los Angeles,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/14035f7e9f37a9f940d95ead59f521e9.jpg,,,https://app.seniorplace.com/communities/show/f59bef2d-4011-4d88-80e2-efe9240e73b3,https://app.seniorplace.com/communities/show/f59bef2d-4011-4d88-80e2-efe9240e73b3,2025-01-18,SeniorPlace Retry,publish
Peaceful Kingdom Home Care I,,"17740 Baltar Street, Los Angeles, Ca 91335",Los Angeles,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c15f3392c9ec4acd24a008267f002860.jpg,,,https://app.seniorplace.com/communities/show/d1a3b837-9618-40b8-9b3e-48c08bffb3ef,https://app.seniorplace.com/communities/show/d1a3b837-9618-40b8-9b3e-48c08bffb3ef,2025-01-18,SeniorPlace Retry,publish
Peaceful Living 2,,"1112 Peaceful Drive, Corona, Ca 92880",Corona,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b27ae5e3db8fafa99735651465b5e6f8.jpg,,,https://app.seniorplace.com/communities/show/5f43889f-ee6b-4b6a-9f00-da48d467e696,https://app.seniorplace.com/communities/show/5f43889f-ee6b-4b6a-9f00-da48d467e696,2025-01-18,SeniorPlace Retry,publish
Peaceful Pines Senior Living,,"321 Royal Avenue, Simi Valley, Ca 93065",Simi Valley,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/97c65192e330f256602dc1f5d289ccbd.jpg,,,https://app.seniorplace.com/communities/show/10cff6a6-2d4f-4b58-80d8-d785a616f25f,https://app.seniorplace.com/communities/show/10cff6a6-2d4f-4b58-80d8-d785a616f25f,2025-01-18,SeniorPlace Retry,publish
Peaceful Stay,,"800 East 82Nd Street, Los Angeles, Ca 90001",Los Angeles,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a6e05766f366c47eccc36f87f1100566.jpg,,,https://app.seniorplace.com/communities/show/24cd2abb-6631-41d5-b6ff-5d2541d871e4,https://app.seniorplace.com/communities/show/24cd2abb-6631-41d5-b6ff-5d2541d871e4,2025-01-18,SeniorPlace Retry,publish
Peak Performance Specialized Home,,"4513 3Rd Avenue, Los Angeles, Ca 90043",Los Angeles,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/11449e8ce3d94d26cca8d6196707f07d.jpg,,,https://app.seniorplace.com/communities/show/59f493f5-fc09-4d2b-9c08-29beeeb52fc3,https://app.seniorplace.com/communities/show/59f493f5-fc09-4d2b-9c08-29beeeb52fc3,2025-01-18,SeniorPlace Retry,publish
Pearl Care Assisted Living,,"8523 Winding Way, Fair Oaks, Ca 95628",Fair Oaks,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/054eb56a3b18b07e134ef726b16263c5.jpg,,,https://app.seniorplace.com/communities/show/87c7d11c-a11f-434c-96b1-af554672d8b7,https://app.seniorplace.com/communities/show/87c7d11c-a11f-434c-96b1-af554672d8b7,2025-01-18,SeniorPlace Retry,publish
Pearl Of West Hills,,"23427 Victory Boulevard, Los Angeles, Ca 91307",Los Angeles,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0db8444abbb1c7791e87a28050e88e99.jpg,,,https://app.seniorplace.com/communities/show/8d4d30a2-d28a-4482-89d4-95e6c29f7663,https://app.seniorplace.com/communities/show/8d4d30a2-d28a-4482-89d4-95e6c29f7663,2025-01-18,SeniorPlace Retry,publish
Pearls Cove,,"5899 Tooley Street, San Diego, Ca 92114",San Diego,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/42fb8d6eddda71ad04157f0ff6dfd101.jpg,,,https://app.seniorplace.com/communities/show/dbfde018-b0a2-4056-9bc7-6e28fdcc9a8f,https://app.seniorplace.com/communities/show/dbfde018-b0a2-4056-9bc7-6e28fdcc9a8f,2025-01-18,SeniorPlace Retry,publish
Pearsons Care Home 2,,"4140 Loganberry Drive, San Jose, Ca 95121",San Jose,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8433cdb2fa109730e6bf7b970b061fd4.jpg,,,https://app.seniorplace.com/communities/show/56246b32-c032-4b94-bb9e-d9f6c8a30167,https://app.seniorplace.com/communities/show/56246b32-c032-4b94-bb9e-d9f6c8a30167,2025-01-18,SeniorPlace Retry,publish
Pebble Brook Senior Home Care,,"33722 Pebble Brook Circle, Temecula, Ca 92592",Temecula,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3a903aa2e48c17342396d216482bf9f8.jpg,,,https://app.seniorplace.com/communities/show/4d4fc93e-7ddd-4585-b7f5-8eb4707b61d0,https://app.seniorplace.com/communities/show/4d4fc93e-7ddd-4585-b7f5-8eb4707b61d0,2025-01-18,SeniorPlace Retry,publish
Pech5 Mg Oc,,"800 Roble Avenue, Menlo Park, Ca 94025",Menlo Park,CA,,"Assisted Living Community, Home Care",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f66dfcfe429e5f8defd634dbd1db65ef.jpg,,,https://app.seniorplace.com/communities/show/2d6ec956-2bb8-463e-afdf-820994a2400c,https://app.seniorplace.com/communities/show/2d6ec956-2bb8-463e-afdf-820994a2400c,2025-01-18,SeniorPlace Retry,publish
Peco Care Home,,"34914 Peco Street, Union City, Ca 94587",Union City,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a4579b60bfd05999a7184ed1ed7e7fb5.jpg,,,https://app.seniorplace.com/communities/show/8ba26987-5f5e-4209-acd0-be5feebe6386,https://app.seniorplace.com/communities/show/8ba26987-5f5e-4209-acd0-be5feebe6386,2025-01-18,SeniorPlace Retry,publish
Pedflors Residential Care Ii,,"1315 East Alvin Avenue, Santa Maria, Ca 93454",Santa Maria,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4d5baa3cfd70441a978daf29505bcc79.jpg,,,https://app.seniorplace.com/communities/show/4efbd557-ae69-4711-bb41-aaaacda23cdf,https://app.seniorplace.com/communities/show/4efbd557-ae69-4711-bb41-aaaacda23cdf,2025-01-18,SeniorPlace Retry,publish
Pedrose Home Care,,"1098 Collins Street, Manteca, Ca 95337",Manteca,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6ff0f4f6ea3a968279d37ef0aab6c6ba.jpg,,,https://app.seniorplace.com/communities/show/bb2c8bbe-e35d-4bf5-8972-00bb6b5b3e69,https://app.seniorplace.com/communities/show/bb2c8bbe-e35d-4bf5-8972-00bb6b5b3e69,2025-01-18,SeniorPlace Retry,publish
Primrose Residental Care,,"651 Primrose Street, Anaheim, Ca 92804",Anaheim,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/70706158bd788b7ba204e07512a00a7a.jpg,,,https://app.seniorplace.com/communities/show/9253ff6e-92df-4cb3-8bc2-b244747e19f6,https://app.seniorplace.com/communities/show/9253ff6e-92df-4cb3-8bc2-b244747e19f6,2025-01-18,SeniorPlace Retry,publish
Priscillas Home 2,,"1606 East 220Th Street, Carson, Ca 90745",Carson,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/02a7eaf8ab866c90055101aaa20d5b4e.jpg,,,https://app.seniorplace.com/communities/show/bcd5e249-1317-4cb8-9df5-aaf967da7781,https://app.seniorplace.com/communities/show/bcd5e249-1317-4cb8-9df5-aaf967da7781,2025-01-18,SeniorPlace Retry,publish
Prn Care Home,,"87 Berta Circle, Daly City, Ca 94015",Daly City,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b92e9c6eb2a2b817bf0dc5d62d37add8.jpg,,,https://app.seniorplace.com/communities/show/77b7e6a0-ac82-4114-af45-531744f7be44,https://app.seniorplace.com/communities/show/77b7e6a0-ac82-4114-af45-531744f7be44,2025-01-18,SeniorPlace Retry,publish
Providence Home Of Aragon,,"124 Aragon Court, Vallejo, Ca 94591",Vallejo,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6d7475051122ab0072b5d0e6efdbc447.jpg,,,https://app.seniorplace.com/communities/show/cceb2616-ad26-4683-8d8c-ccc506736acc,https://app.seniorplace.com/communities/show/cceb2616-ad26-4683-8d8c-ccc506736acc,2025-01-18,SeniorPlace Retry,publish
Providence Manor Llc The,,"3434 Tamarisk Drive, Palmdale, Ca 93551",Palmdale,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f57167f81bd5002aa3bb5b7f8c0cbca0.jpg,,,https://app.seniorplace.com/communities/show/212ac4ea-1ddf-4b76-813d-3fc207338206,https://app.seniorplace.com/communities/show/212ac4ea-1ddf-4b76-813d-3fc207338206,2025-01-18,SeniorPlace Retry,publish
Provident Health Care Tamarack,,"1390 Fifth Street, Atwater, Ca 95301",Atwater,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/2ad03499ac11625fcb1c02f4be389915.jpg,,,https://app.seniorplace.com/communities/show/800f0fb9-8fd9-4a97-8714-52bf15c616bb,https://app.seniorplace.com/communities/show/800f0fb9-8fd9-4a97-8714-52bf15c616bb,2025-01-18,SeniorPlace Retry,publish
Prs Rincon House,,"804 Rincon Way, Redding, Ca 96003",Redding,CA,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/ec38a497-3a36-4193-beb9-5399aa6c0779,https://app.seniorplace.com/communities/show/ec38a497-3a36-4193-beb9-5399aa6c0779,2025-01-18,SeniorPlace Retry,publish
Prs Nathan House,,"3424 Nathan Drive, Anderson, Ca 96007",Anderson,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b096d1353049d12245c479bfb49a2e98.jpg,,,https://app.seniorplace.com/communities/show/236cfa47-eb0a-43ad-ac62-8f23f0e24d87,https://app.seniorplace.com/communities/show/236cfa47-eb0a-43ad-ac62-8f23f0e24d87,2025-01-18,SeniorPlace Retry,publish
Pruneridge Residential Care Home,,"3030 Pruneridge Avenue, Santa Clara, Ca 95051",Santa Clara,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0276975124de807171c38dc6000504d7.jpg,,,https://app.seniorplace.com/communities/show/14fe1e2c-c24c-41cd-9a2e-68ef73822d84,https://app.seniorplace.com/communities/show/14fe1e2c-c24c-41cd-9a2e-68ef73822d84,2025-01-18,SeniorPlace Retry,publish
Psalm 23 Loving Care Residential 1,,"1085 West Barstow Avenue, Fresno, Ca 93711",Fresno,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b49ab0cd72b65eb3fb4ab1012b318cc1.jpg,,,https://app.seniorplace.com/communities/show/730abbc2-0465-4113-9904-5c19eb4c4d6a,https://app.seniorplace.com/communities/show/730abbc2-0465-4113-9904-5c19eb4c4d6a,2025-01-18,SeniorPlace Retry,publish
Psalm Residential Care Home,,"565 Grove Street, San Francisco, Ca 94102",San Francisco,CA,,Assisted Living Community,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b4e57e2298fdb6fd7955a5de88c938c2.jpg,,,https://app.seniorplace.com/communities/show/a50e7767-7a40-4286-9508-48a8135acbb6,https://app.seniorplace.com/communities/show/a50e7767-7a40-4286-9508-48a8135acbb6,2025-01-18,SeniorPlace Retry,publish
Ptl Guest Home,,"7112 Halray Avenue, Whittier, Ca 90606",Whittier,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/78820c0cbfc259c9c3659e48d6fed8f8.jpg,,,https://app.seniorplace.com/communities/show/5e041687-aab0-4ac2-b020-bb0679445777,https://app.seniorplace.com/communities/show/5e041687-aab0-4ac2-b020-bb0679445777,2025-01-18,SeniorPlace Retry,publish
Punzalan Home,,"1627 West Catherine Drive, Anaheim, Ca 92801",Anaheim,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e61675770f8517e7a8aca8e30553df97.jpg,,,https://app.seniorplace.com/communities/show/590192f4-9a37-460d-b90a-5ab2ba4fa44e,https://app.seniorplace.com/communities/show/590192f4-9a37-460d-b90a-5ab2ba4fa44e,2025-01-18,SeniorPlace Retry,publish
Punzalan Homes Iv,,"409 Colorado Street, Anaheim, Ca 92801",Anaheim,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6c46b8fa54e1fa61979d5292735b4a29.jpg,,,https://app.seniorplace.com/communities/show/6ba54cb7-267a-475d-98e1-efdf0b83fb9e,https://app.seniorplace.com/communities/show/6ba54cb7-267a-475d-98e1-efdf0b83fb9e,2025-01-18,SeniorPlace Retry,publish
Pure Heart Care Living,,"45731 Trafalgar Drive, Lancaster, Ca 93534",Lancaster,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e4c6d00e34c1e9015fc21b9c5b7257b2.jpg,,,https://app.seniorplace.com/communities/show/530804b5-8c37-4dce-a5b1-453c1dc7ba30,https://app.seniorplace.com/communities/show/530804b5-8c37-4dce-a5b1-453c1dc7ba30,2025-01-18,SeniorPlace Retry,publish
Purple Villa Assisted Living,,"1720 Mediterraneo Place, Brentwood, Ca 94513",Brentwood,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ee1628ce2efc0958bbdd3d84c7b41090.jpg,,,https://app.seniorplace.com/communities/show/ca0b4cd7-a848-4742-aa02-b90b89d71615,https://app.seniorplace.com/communities/show/ca0b4cd7-a848-4742-aa02-b90b89d71615,2025-01-18,SeniorPlace Retry,publish
Purposeful Residential Care Erie Place,,"1308 Erie Street, Bakersfield, Ca 93307",Bakersfield,CA,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/3e4e15d6-fbec-4ac5-8f84-4a74549a79c7,https://app.seniorplace.com/communities/show/3e4e15d6-fbec-4ac5-8f84-4a74549a79c7,2025-01-18,SeniorPlace Retry,publish
Quality Care Adult Program 33Rd Street,,"624 33Rd Street, Oakland, Ca 94609",Oakland,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/097a9cea9972aaa9c6e326fabfff9cad.jpg,,,https://app.seniorplace.com/communities/show/207c03b0-1a3b-4d53-b309-8ee76f0841af,https://app.seniorplace.com/communities/show/207c03b0-1a3b-4d53-b309-8ee76f0841af,2025-01-18,SeniorPlace Retry,publish
Quality Care One,,"24021 Puddingstone Drive, Moreno Valley, Ca 92551",Moreno Valley,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/afdf8750c8570536fda03298d81834a4.jpg,,,https://app.seniorplace.com/communities/show/912d4945-357e-45f8-b50b-d94c50e351ba,https://app.seniorplace.com/communities/show/912d4945-357e-45f8-b50b-d94c50e351ba,2025-01-18,SeniorPlace Retry,publish
Quality Care Plus,,"1652 West Broadway, Anaheim, Ca 92802",Anaheim,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d35b100ee8b57e26b774811d16affc5f.jpg,,,https://app.seniorplace.com/communities/show/481648fd-dc29-4529-bad5-29f38d868cd9,https://app.seniorplace.com/communities/show/481648fd-dc29-4529-bad5-29f38d868cd9,2025-01-18,SeniorPlace Retry,publish
Quarter House,,"2111 Livingston Lane, Stockton, Ca 95210",Stockton,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8f3f3655f18f7884b9eaa0d571992783.jpg,,,https://app.seniorplace.com/communities/show/cf2ede8f-00bd-4bd7-9de8-d233ea2487d2,https://app.seniorplace.com/communities/show/cf2ede8f-00bd-4bd7-9de8-d233ea2487d2,2025-01-18,SeniorPlace Retry,publish
Queen Mary Guest Home Ii,,"8089 Teakwood Circle, Buena Park, Ca 90620",Buena Park,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/04be8b426f46e4fa3e8d6f4fdedcef97.jpg,,,https://app.seniorplace.com/communities/show/69245a3c-5e90-4b3a-ae79-264ab2c69be6,https://app.seniorplace.com/communities/show/69245a3c-5e90-4b3a-ae79-264ab2c69be6,2025-01-18,SeniorPlace Retry,publish
Queen Of Hearts El Dorado Hills,,"3352 Mesa Verdes Drive, El Dorado Hills, Ca 95762",El Dorado Hills,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/835ca23d1e07dfb5db541f78a256a0bf.jpg,,,https://app.seniorplace.com/communities/show/0cb94ce4-bcbb-4092-abc7-35c50244cc1a,https://app.seniorplace.com/communities/show/0cb94ce4-bcbb-4092-abc7-35c50244cc1a,2025-01-18,SeniorPlace Retry,publish
Queja Residential Facility For The Elderly,,"845 Patterson Road, Santa Maria, Ca 93455",Santa Maria,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4dd07b0bf0b75ee66160d8f60f3ead1f.jpg,,,https://app.seniorplace.com/communities/show/5385164e-6b33-45b5-a298-bfa0442ef14b,https://app.seniorplace.com/communities/show/5385164e-6b33-45b5-a298-bfa0442ef14b,2025-01-18,SeniorPlace Retry,publish
Quinley Residential Care,,"5215 Bamford Drive, Sacramento, Ca 95823",Sacramento,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/688b4548ab0ff3618450056d377ae773.jpg,,,https://app.seniorplace.com/communities/show/6e725040-b0a9-4ac6-85b0-68aed44778a1,https://app.seniorplace.com/communities/show/6e725040-b0a9-4ac6-85b0-68aed44778a1,2025-01-18,SeniorPlace Retry,publish
Quinley Residential Care Ii,,"8033 Arroyo Vista Drive, Sacramento, Ca 95823",Sacramento,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6ed2f8cdc87521f1d3e1b3ccb11757c3.jpg,,,https://app.seniorplace.com/communities/show/d3c086c8-ab7f-41fc-b006-206b23ec12eb,https://app.seniorplace.com/communities/show/d3c086c8-ab7f-41fc-b006-206b23ec12eb,2025-01-18,SeniorPlace Retry,publish
Quiroz Residential,,"5926 Quiroz Drive, Riverside, Ca 92509",Riverside,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c9c9a3b319bee239ab51d5bf70beffae.jpg,,,https://app.seniorplace.com/communities/show/8f48c9cf-7ad0-4b46-868d-c08cdc88f7e7,https://app.seniorplace.com/communities/show/8f48c9cf-7ad0-4b46-868d-c08cdc88f7e7,2025-01-18,SeniorPlace Retry,publish
R B Arf,,"3077 San Gabriel Street North, San Bernardino, Ca 92404",San Bernardino,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7b216b583641bd7f56d7ee0009134a62.jpg,,,https://app.seniorplace.com/communities/show/89bdd541-7b66-465d-ace1-98ebc1635e45,https://app.seniorplace.com/communities/show/89bdd541-7b66-465d-ace1-98ebc1635e45,2025-01-18,SeniorPlace Retry,publish
Jaravata Northridge Home,,"9532 Rhea Avenue, Los Angeles, Ca 91324",Los Angeles,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/53643843c75ed4af28807e3cae89e2cd.jpg,,,https://app.seniorplace.com/communities/show/d9ee0561-4c36-47c4-a87b-e1bc9e02982b,https://app.seniorplace.com/communities/show/d9ee0561-4c36-47c4-a87b-e1bc9e02982b,2025-01-18,SeniorPlace Retry,publish
Jasmin Terrace At Yucca Valley,,"55425 Santa Fe Trail, Yucca Valley, Ca 92284",Yucca Valley,CA,,Assisted Living Community,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3837b51ee18ae1d335987e9c4ccbf3dd.jpg,,,https://app.seniorplace.com/communities/show/4c8152d1-f383-4a84-ab60-0a220e492099,https://app.seniorplace.com/communities/show/4c8152d1-f383-4a84-ab60-0a220e492099,2025-01-18,SeniorPlace Retry,publish
Jasmins Care Home,,"2817 San Juan Lane, Costa Mesa, Ca 92626",Costa Mesa,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/903de2624dc65963f3b9132ff5e88204.jpg,,,https://app.seniorplace.com/communities/show/14820bb1-26b2-4e7e-835b-75b958ecd57e,https://app.seniorplace.com/communities/show/14820bb1-26b2-4e7e-835b-75b958ecd57e,2025-01-18,SeniorPlace Retry,publish
Jasmine,,"7331 Katherine Avenue, Los Angeles, Ca 91405",Los Angeles,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3348cdedafc59ffd3bd17a89e4e5a3a2.jpg,,,https://app.seniorplace.com/communities/show/6dc5dd69-bfba-411c-94c8-543645f2780a,https://app.seniorplace.com/communities/show/6dc5dd69-bfba-411c-94c8-543645f2780a,2025-01-18,SeniorPlace Retry,publish
Jasmine Garden Residential Care,,"14016 Toluca Drive, Bakersfield, Ca 93314",Bakersfield,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a681a933d689664a22b2eabbfd3a694b.jpg,,,https://app.seniorplace.com/communities/show/ec20b801-0988-4a23-b720-deb282a9a629,https://app.seniorplace.com/communities/show/ec20b801-0988-4a23-b720-deb282a9a629,2025-01-18,SeniorPlace Retry,publish
