ID,Title,RawType,Normalized,Unknown,Status,SeniorPlaceURL,SeniorlyURL
,Orangewood Assisted Loving Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/orangewood-assisted-loving-home-llc
,Beebes Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/beebes-assisted-living-llc
,Bsd Home Care,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/b-s-d-home-care-llc
,A Divine Love Home Care,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/a-divine-love-home-care
,West Valley Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/peoria/west-valley-care-home-peoria
,Palmaritas Home Care,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/palmaritas-home-care
,Care More Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/care-more-assisted-living
,Burzs Arrowhead Home Care,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/peoria/burz-s-arrowhead-home-care
,Emerald Home Care 2,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/emerald-home-care-2
,Elite Care Usa,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/elite-care-usa
,Royal Palm Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/royal-palm-care-home
,Silver Sunset Home Care,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/silver-sunset-home-care
,The Golden Place At Peoria,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/peoria/the-golden-place-at-peoria
,Fisher Family Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/fisher-family-home
,Angels Working Adult Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/peoria/angel-s-working-adult-care-home
,Constant Care Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/constant-care-assisted-living
,Elsies House,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/elsie-s-house-llc
,Adagio Gardens Central,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/adagio-gardens-central-llc
,Person To Person Assisted Living Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/person-to-person-assisted-living-care-home
,Lynettes Care Center Ii,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/lynette-s-care-center-ii
,Care With Love,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/care-with-love-phoenix
,Care With Love,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/care-with-love-inc
,Alj Peoria,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/peoria/alj-peoria
,Lifestream At Youngtown Green House 3,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/youngtown/lifestream-at-youngtown-green-house-3
,Lifestream At Youngtown Green House 2,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/youngtown/lifestream-at-youngtown-green-house-2
,Desert Palm Adult Care,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-palm-adult-care
,Moon Valley Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/moon-valley-assisted-living-llc
,Hillside Senior Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/hillside-senior-living
,East Whitton Manor Care Center,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/east-whitton-manor-care-center
,Clarendon Home Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/clarendon-home-assisted-living
,Contemporary Adult Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/contemporary-adult-care-home
,Happy Hearts,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/peoria/happy-hearts
,Heritage Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/heritage-care-home-llc
,Sunnyside Scottsdale 2,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/sunnyside-scottsdale-2
,Villas At Deer Valley Care Facility,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/villas-at-deer-valley-care-facility
,Claire And Letis Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/claire-and-letis-home
,Our Parents Home Care Ii,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/our-parents-home-care-ii
,Alj Assisted Living I,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/alj-assisted-living-home-i
,Charleston Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/charleston-assisted-living-phoenix
,Gwees Comfort Assisted Living Iii,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/gwee-s-comfort-assisted-living-iii
,Lifes Blessings Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/life-s-blessings-assisted-living-home
,Adina Adult Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/adina-adult-care-home
,Adina Adult Care Home 2,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/adina-adult-care-home-2
,Everlasting Services At Phillips,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/everlasting-services-at-phillips
,Morning Glory Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/peoria/morning-glory-assisted-living
,Haven Of Globe,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/globe/haven-of-globe
,Faubush Family Homes,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/globe/faubush-family-homes
,Ac Assisted Living 3,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/globe/ac-assisted-living-3
,Ac Assisted Living 5,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/globe/ac-assisted-living-5
,Ac Assisted Living 2,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/globe/ac-assisted-living-2
,Ac Assisted Living 1,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/globe/ac-assisted-living-1
,Ac Assisted Living 4,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/globe/ac-assisted-living-4
,Arroyo Gardens Independent Assisted Living,a:3:{i:0;i:162;i:1;i:6;i:2;i:3;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Independent Living, Memory Care","0, 2, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/green-valley/arroyo-gardens-independent-assisted-living
,Santa Rita Nursing Rehabilitation Center,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/green-valley/santa-rita-nursing-rehabilitation-center
,Villas At Green Valley Villa I,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/green-valley/villas-at-green-valley-villa-i
,Villas At Green Valley Villa B,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/green-valley/villas-at-green-valley-villa-b
,Villas At Green Valley Villa D,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/green-valley/villas-at-green-valley-villa-d
,Bee Hive Homes Of Green Valley,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/green-valley/bee-hive-homes-of-green-valley
,Villas At Green Valley Villa G,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/green-valley/villas-at-green-valley-villa-g
,Rancho Verde Care Home Canalito,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/green-valley/rancho-verde-care-home-canalito
,Villas At Green Valley Villa F,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/green-valley/villas-at-green-valley-villa-f
,Family Loving Kare S2,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/sahuarita/family-loving-kare-s2
,San Judas Adult Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/sahuarita/san-judas-adult-care-home-llc
,Nans Hacienda,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/sahuarita/nan-s-hacienda
,Via Elegante Sierra Vista,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/hereford/via-elegante-sierra-vista
,Windmill Ranch,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/hereford/windmill-ranch
,Golden Oaks Ranch Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/hereford/golden-oaks-ranch-assisted-living-llc
,Golden Oaks Annex Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/hereford/golden-oaks-annex-assisted-living-llc
,Olive Branch Home Care,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/sierra-vista/olive-branch-home-care-llc
,Beehive Homes Of Sierra Vista,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/sierra-vista/beehive-homes-of-sierra-vista
,Cerbat Guest Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/kingman/cerbat-guest-home
,Hope Haven Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/kingman/hope-haven-assisted-living-home
,La Bella Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/kingman/la-bella-assisted-living
,The Gardens Rehab Care Center,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tucson/the-gardens-rehab-care-center
,Desert Highlands Care Center,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tucson/desert-highlands-care-center
,The Lingenfelter Center,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tucson/the-lingenfelter-center
,Avista Senior Living Lake Havasu,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/avista-senior-living-lake-havasu
,Claremont Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/lake-havasu/claremont-assisted-living
,Prestige Assisted Living At Lake Havasu,a:2:{i:0;i:162;i:1;i:3;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Memory Care","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/prestige-assisted-living-at-lake-havasu
,Haven Of Lake Havasu,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tucson/haven-of-lake-havasu
,Havasu Nursing Center,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tucson/havasu-nursing-center
,Aster Elder Care,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/aster-elder-care-llc
,Serenity Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/serenity-assisted-living-lake-havasu-city
,Heritage House Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/heritage-house-care-home
,Sunhaven Assisted Living South,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/sunhaven-assisted-living-south
,Gems Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/gems-assisted-living
,Sunhaven Assisted Living North,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/sunhaven-assisted-living-north
,Gems Assisted Living 4,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/gems-assisted-living-4
,Havasu Regional Medical Center,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tucson/havasu-regional-medical-center
,Global Care Ii,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/global-care-ii
,South Mountain Post Acute,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/south-mountain-post-acute
,Allegiant Healthcare Of Phoenix,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/chandler/allegiant-healthcare-of-phoenix
,Zaweah Luxury Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/laveen/zaweah-luxury-living
,Loving Care Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/laveen/loving-care-assisted-living-laveen
,Heaven Can Wait,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/laveen/heaven-can-wait
,Beautiful Assisted Living 2,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/laveen/beautiful-assisted-living-2
,Archstone Care Center,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/archstone-care-center
,Maravilla Care Center,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/sun-city/maravilla-care-center
,Hacienda Nursing Facility,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/hacienda-nursing-facility
,Suncrest Healthcare Center,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/suncrest-healthcare-center
,Daylight Assisted Living Facility,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/daylight-assisted-living-facility
,St Charles Place Iii,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/st-charles-place-iii
,Chekela Turners Place Iii,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/chekela-turners-place-iii
,Motherdears Place,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/motherdear-s-place-llc
,La Sonora At Dove Mountain,a:3:{i:0;i:162;i:1;i:6;i:2;i:3;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Independent Living, Memory Care","0, 2, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/marana/la-sonora-at-dove-mountain
,The Watermark At Continental Ranch,a:2:{i:0;i:162;i:1;i:3;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Memory Care","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tucson/the-watermark-at-continental-ranch
,Picture Rocks Adult Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tucson/picture-rocks-adult-care-home
,Summersett Acres Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tucson/summersett-acres-assisted-living
,Haven House Az,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/maricopa/haven-house-az
,Samanthas Cz Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/maricopa/samantha-s-cz-assisted-living
,Pendo Care Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/maricopa/pendo-care-home
,Olive Care Homes,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mobile/olive-care-homes-llc
,Desert Springs Healthcare,a:2:{i:0;i:162;i:1;i:7;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Nursing Home","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/allegiant-healthcare-of-mesa
